ODS,Year,Q,Variable,Value
RJR,2018,Q1,General and Accute - Available,513
RJR,2018,Q1,General and Accute - Occupied,499
RLN,2018,Q1,General and Accute - Available,706
RLN,2018,Q1,General and Accute - Occupied,587
RM3,2018,Q1,General and Accute - Available,792
RM3,2018,Q1,General and Accute - Occupied,706
RMC,2018,Q1,General and Accute - Available,587
RMC,2018,Q1,General and Accute - Occupied,505
RMP,2018,Q1,General and Accute - Available,421
RMP,2018,Q1,General and Accute - Occupied,384
RNL,2018,Q1,General and Accute - Available,540
RNL,2018,Q1,General and Accute - Occupied,469
RNN,2018,Q1,General and Accute - Available,
RNN,2018,Q1,General and Accute - Occupied,
RP5,2018,Q1,General and Accute - Available,764
RP5,2018,Q1,General and Accute - Occupied,638
RQ6,2018,Q1,General and Accute - Available,755
RQ6,2018,Q1,General and Accute - Occupied,710
RR7,2018,Q1,General and Accute - Available,473
RR7,2018,Q1,General and Accute - Occupied,444
RR8,2018,Q1,General and Accute - Available,1757
RR8,2018,Q1,General and Accute - Occupied,1612
RRF,2018,Q1,General and Accute - Available,448
RRF,2018,Q1,General and Accute - Occupied,389
RT2,2018,Q1,General and Accute - Available,
RT2,2018,Q1,General and Accute - Occupied,
RTD,2018,Q1,General and Accute - Available,1481
RTD,2018,Q1,General and Accute - Occupied,1223
RTF,2018,Q1,General and Accute - Available,877
RTF,2018,Q1,General and Accute - Occupied,695
RTR,2018,Q1,General and Accute - Available,869
RTR,2018,Q1,General and Accute - Occupied,779
RTV,2018,Q1,General and Accute - Available,
RTV,2018,Q1,General and Accute - Occupied,
RTX,2018,Q1,General and Accute - Available,628
RTX,2018,Q1,General and Accute - Occupied,530
RV9,2018,Q1,General and Accute - Available,
RV9,2018,Q1,General and Accute - Occupied,
RVW,2018,Q1,General and Accute - Available,567
RVW,2018,Q1,General and Accute - Occupied,502
RVY,2018,Q1,General and Accute - Available,399
RVY,2018,Q1,General and Accute - Occupied,351
RW4,2018,Q1,General and Accute - Available,
RW4,2018,Q1,General and Accute - Occupied,
RW5,2018,Q1,General and Accute - Available,
RW5,2018,Q1,General and Accute - Occupied,
RW6,2018,Q1,General and Accute - Available,1079
RW6,2018,Q1,General and Accute - Occupied,945
RWA,2018,Q1,General and Accute - Available,966
RWA,2018,Q1,General and Accute - Occupied,881
RWJ,2018,Q1,General and Accute - Available,630
RWJ,2018,Q1,General and Accute - Occupied,552
RWW,2018,Q1,General and Accute - Available,563
RWW,2018,Q1,General and Accute - Occupied,502
RWY,2018,Q1,General and Accute - Available,689
RWY,2018,Q1,General and Accute - Occupied,621
RX3,2018,Q1,General and Accute - Available,
RX3,2018,Q1,General and Accute - Occupied,
RX4,2018,Q1,General and Accute - Available,49
RX4,2018,Q1,General and Accute - Occupied,45
RXA,2018,Q1,General and Accute - Available,
RXA,2018,Q1,General and Accute - Occupied,
RXE,2018,Q1,General and Accute - Available,62
RXE,2018,Q1,General and Accute - Occupied,49
RXF,2018,Q1,General and Accute - Available,984
RXF,2018,Q1,General and Accute - Occupied,880
RXG,2018,Q1,General and Accute - Available,28
RXG,2018,Q1,General and Accute - Occupied,21
RXL,2018,Q1,General and Accute - Available,659
RXL,2018,Q1,General and Accute - Occupied,616
RXN,2018,Q1,General and Accute - Available,791
RXN,2018,Q1,General and Accute - Occupied,759
RXP,2018,Q1,General and Accute - Available,892
RXP,2018,Q1,General and Accute - Occupied,747
RXR,2018,Q1,General and Accute - Available,912
RXR,2018,Q1,General and Accute - Occupied,797
RY6,2018,Q1,General and Accute - Available,3
RY6,2018,Q1,General and Accute - Occupied,3
TAD,2018,Q1,General and Accute - Available,
TAD,2018,Q1,General and Accute - Occupied,
TAH,2018,Q1,General and Accute - Available,
TAH,2018,Q1,General and Accute - Occupied,
R1A,2018,Q1,General and Accute - Available,37
R1A,2018,Q1,General and Accute - Occupied,34
R1L,2018,Q1,General and Accute - Available,85
R1L,2018,Q1,General and Accute - Occupied,78
RAJ,2018,Q1,General and Accute - Available,544
RAJ,2018,Q1,General and Accute - Occupied,472
RBK,2018,Q1,General and Accute - Available,448
RBK,2018,Q1,General and Accute - Occupied,396
RC1,2018,Q1,General and Accute - Available,394
RC1,2018,Q1,General and Accute - Occupied,394
RC9,2018,Q1,General and Accute - Available,632
RC9,2018,Q1,General and Accute - Occupied,577
RCX,2018,Q1,General and Accute - Available,456
RCX,2018,Q1,General and Accute - Occupied,409
RD8,2018,Q1,General and Accute - Available,483
RD8,2018,Q1,General and Accute - Occupied,434
RDD,2018,Q1,General and Accute - Available,656
RDD,2018,Q1,General and Accute - Occupied,644
RDE,2018,Q1,General and Accute - Available,573
RDE,2018,Q1,General and Accute - Occupied,523
RFS,2018,Q1,General and Accute - Available,475
RFS,2018,Q1,General and Accute - Occupied,392
RGM,2018,Q1,General and Accute - Available,224
RGM,2018,Q1,General and Accute - Occupied,172
RGN,2018,Q1,General and Accute - Available,795
RGN,2018,Q1,General and Accute - Occupied,685
RGP,2018,Q1,General and Accute - Available,434
RGP,2018,Q1,General and Accute - Occupied,355
RGQ,2018,Q1,General and Accute - Available,649
RGQ,2018,Q1,General and Accute - Occupied,602
RGR,2018,Q1,General and Accute - Available,455
RGR,2018,Q1,General and Accute - Occupied,374
RGT,2018,Q1,General and Accute - Available,954
RGT,2018,Q1,General and Accute - Occupied,889
RHA,2018,Q1,General and Accute - Available,94
RHA,2018,Q1,General and Accute - Occupied,79
RJC,2018,Q1,General and Accute - Available,444
RJC,2018,Q1,General and Accute - Occupied,396
RJE,2018,Q1,General and Accute - Available,1381
RJE,2018,Q1,General and Accute - Occupied,1254
RJF,2018,Q1,General and Accute - Available,344
RJF,2018,Q1,General and Accute - Occupied,291
RK5,2018,Q1,General and Accute - Available,612
RK5,2018,Q1,General and Accute - Occupied,523
RKB,2018,Q1,General and Accute - Available,1075
RKB,2018,Q1,General and Accute - Occupied,1044
RL1,2018,Q1,General and Accute - Available,162
RL1,2018,Q1,General and Accute - Occupied,123
RL4,2018,Q1,General and Accute - Available,815
RL4,2018,Q1,General and Accute - Occupied,760
RLQ,2018,Q1,General and Accute - Available,268
RLQ,2018,Q1,General and Accute - Occupied,240
RLT,2018,Q1,General and Accute - Available,318
RLT,2018,Q1,General and Accute - Occupied,293
RLY,2018,Q1,General and Accute - Available,
RLY,2018,Q1,General and Accute - Occupied,
RM1,2018,Q1,General and Accute - Available,902
RM1,2018,Q1,General and Accute - Occupied,851
RMY,2018,Q1,General and Accute - Available,
RMY,2018,Q1,General and Accute - Occupied,
RNA,2018,Q1,General and Accute - Available,658
RNA,2018,Q1,General and Accute - Occupied,612
RNQ,2018,Q1,General and Accute - Available,607
RNQ,2018,Q1,General and Accute - Occupied,598
RNS,2018,Q1,General and Accute - Available,767
RNS,2018,Q1,General and Accute - Occupied,663
RP1,2018,Q1,General and Accute - Available,123
RP1,2018,Q1,General and Accute - Occupied,112
RP7,2018,Q1,General and Accute - Available,
RP7,2018,Q1,General and Accute - Occupied,
RQ3,2018,Q1,General and Accute - Available,263
RQ3,2018,Q1,General and Accute - Occupied,221
RQ8,2018,Q1,General and Accute - Available,533
RQ8,2018,Q1,General and Accute - Occupied,518
RQW,2018,Q1,General and Accute - Available,432
RQW,2018,Q1,General and Accute - Occupied,382
RRE,2018,Q1,General and Accute - Available,155
RRE,2018,Q1,General and Accute - Occupied,147
RRJ,2018,Q1,General and Accute - Available,123
RRJ,2018,Q1,General and Accute - Occupied,77
RRK,2018,Q1,General and Accute - Available,2533
RRK,2018,Q1,General and Accute - Occupied,2434
RT1,2018,Q1,General and Accute - Available,68
RT1,2018,Q1,General and Accute - Occupied,64
RTG,2018,Q1,General and Accute - Available,1020
RTG,2018,Q1,General and Accute - Occupied,866
RWD,2018,Q1,General and Accute - Available,1039
RWD,2018,Q1,General and Accute - Occupied,975
RWE,2018,Q1,General and Accute - Available,1524
RWE,2018,Q1,General and Accute - Occupied,1360
RWG,2018,Q1,General and Accute - Available,676
RWG,2018,Q1,General and Accute - Occupied,604
RWH,2018,Q1,General and Accute - Available,560
RWH,2018,Q1,General and Accute - Occupied,547
RWP,2018,Q1,General and Accute - Available,742
RWP,2018,Q1,General and Accute - Occupied,682
RWR,2018,Q1,General and Accute - Available,
RWR,2018,Q1,General and Accute - Occupied,
RX1,2018,Q1,General and Accute - Available,1484
RX1,2018,Q1,General and Accute - Occupied,1298
RXK,2018,Q1,General and Accute - Available,611
RXK,2018,Q1,General and Accute - Occupied,565
RXM,2018,Q1,General and Accute - Available,
RXM,2018,Q1,General and Accute - Occupied,
RXT,2018,Q1,General and Accute - Available,
RXT,2018,Q1,General and Accute - Occupied,
RXW,2018,Q1,General and Accute - Available,664
RXW,2018,Q1,General and Accute - Occupied,618
RY3,2018,Q1,General and Accute - Available,74
RY3,2018,Q1,General and Accute - Occupied,67
RY5,2018,Q1,General and Accute - Available,16
RY5,2018,Q1,General and Accute - Occupied,14
RY8,2018,Q1,General and Accute - Available,
RY8,2018,Q1,General and Accute - Occupied,
RYG,2018,Q1,General and Accute - Available,
RYG,2018,Q1,General and Accute - Occupied,
RYK,2018,Q1,General and Accute - Available,
RYK,2018,Q1,General and Accute - Occupied,
RYV,2018,Q1,General and Accute - Available,35
RYV,2018,Q1,General and Accute - Occupied,11
RYW,2018,Q1,General and Accute - Available,221
RYW,2018,Q1,General and Accute - Occupied,183
TAJ,2018,Q1,General and Accute - Available,
TAJ,2018,Q1,General and Accute - Occupied,
R1H,2018,Q1,General and Accute - Available,1574
R1H,2018,Q1,General and Accute - Occupied,1468
R1K,2018,Q1,General and Accute - Available,1161
R1K,2018,Q1,General and Accute - Occupied,1111
RAL,2018,Q1,General and Accute - Available,991
RAL,2018,Q1,General and Accute - Occupied,835
RAN,2018,Q1,General and Accute - Available,163
RAN,2018,Q1,General and Accute - Occupied,104
RAP,2018,Q1,General and Accute - Available,459
RAP,2018,Q1,General and Accute - Occupied,425
RAS,2018,Q1,General and Accute - Available,420
RAS,2018,Q1,General and Accute - Occupied,393
RAT,2018,Q1,General and Accute - Available,153
RAT,2018,Q1,General and Accute - Occupied,132
RAX,2018,Q1,General and Accute - Available,380
RAX,2018,Q1,General and Accute - Occupied,340
RF4,2018,Q1,General and Accute - Available,911
RF4,2018,Q1,General and Accute - Occupied,796
RJ1,2018,Q1,General and Accute - Available,1005
RJ1,2018,Q1,General and Accute - Occupied,880
RJ2,2018,Q1,General and Accute - Available,840
RJ2,2018,Q1,General and Accute - Occupied,802
RJ6,2018,Q1,General and Accute - Available,478
RJ6,2018,Q1,General and Accute - Occupied,457
RJ7,2018,Q1,General and Accute - Available,805
RJ7,2018,Q1,General and Accute - Occupied,760
RJZ,2018,Q1,General and Accute - Available,1243
RJZ,2018,Q1,General and Accute - Occupied,1214
RKE,2018,Q1,General and Accute - Available,296
RKE,2018,Q1,General and Accute - Occupied,241
RKL,2018,Q1,General and Accute - Available,20
RKL,2018,Q1,General and Accute - Occupied,13
RP4,2018,Q1,General and Accute - Available,283
RP4,2018,Q1,General and Accute - Occupied,224
RP6,2018,Q1,General and Accute - Available,5
RP6,2018,Q1,General and Accute - Occupied,4
RPG,2018,Q1,General and Accute - Available,
RPG,2018,Q1,General and Accute - Occupied,
RPY,2018,Q1,General and Accute - Available,188
RPY,2018,Q1,General and Accute - Occupied,157
RQM,2018,Q1,General and Accute - Available,715
RQM,2018,Q1,General and Accute - Occupied,652
RQX,2018,Q1,General and Accute - Available,291
RQX,2018,Q1,General and Accute - Occupied,227
RQY,2018,Q1,General and Accute - Available,
RQY,2018,Q1,General and Accute - Occupied,
RRP,2018,Q1,General and Accute - Available,
RRP,2018,Q1,General and Accute - Occupied,
RRV,2018,Q1,General and Accute - Available,836
RRV,2018,Q1,General and Accute - Occupied,626
RT3,2018,Q1,General and Accute - Available,402
RT3,2018,Q1,General and Accute - Occupied,322
RV3,2018,Q1,General and Accute - Available,73
RV3,2018,Q1,General and Accute - Occupied,72
RVR,2018,Q1,General and Accute - Available,794
RVR,2018,Q1,General and Accute - Occupied,669
RWK,2018,Q1,General and Accute - Available,56
RWK,2018,Q1,General and Accute - Occupied,43
RYJ,2018,Q1,General and Accute - Available,1019
RYJ,2018,Q1,General and Accute - Occupied,870
RYX,2018,Q1,General and Accute - Available,15
RYX,2018,Q1,General and Accute - Occupied,11
TAF,2018,Q1,General and Accute - Available,
TAF,2018,Q1,General and Accute - Occupied,
R1J,2018,Q1,General and Accute - Available,
R1J,2018,Q1,General and Accute - Occupied,
RA3,2018,Q1,General and Accute - Available,253
RA3,2018,Q1,General and Accute - Occupied,241
RA4,2018,Q1,General and Accute - Available,326
RA4,2018,Q1,General and Accute - Occupied,272
RA7,2018,Q1,General and Accute - Available,740
RA7,2018,Q1,General and Accute - Occupied,665
RA9,2018,Q1,General and Accute - Available,366
RA9,2018,Q1,General and Accute - Occupied,319
RBA,2018,Q1,General and Accute - Available,551
RBA,2018,Q1,General and Accute - Occupied,391
RBD,2018,Q1,General and Accute - Available,293
RBD,2018,Q1,General and Accute - Occupied,261
RBZ,2018,Q1,General and Accute - Available,268
RBZ,2018,Q1,General and Accute - Occupied,208
RD1,2018,Q1,General and Accute - Available,624
RD1,2018,Q1,General and Accute - Occupied,594
RD3,2018,Q1,General and Accute - Available,498
RD3,2018,Q1,General and Accute - Occupied,464
RDY,2018,Q1,General and Accute - Available,
RDY,2018,Q1,General and Accute - Occupied,
RDZ,2018,Q1,General and Accute - Available,551
RDZ,2018,Q1,General and Accute - Occupied,511
REF,2018,Q1,General and Accute - Available,692
REF,2018,Q1,General and Accute - Occupied,585
RH5,2018,Q1,General and Accute - Available,222
RH5,2018,Q1,General and Accute - Occupied,190
RH8,2018,Q1,General and Accute - Available,779
RH8,2018,Q1,General and Accute - Occupied,677
RJ8,2018,Q1,General and Accute - Available,112
RJ8,2018,Q1,General and Accute - Occupied,106
RK9,2018,Q1,General and Accute - Available,846
RK9,2018,Q1,General and Accute - Occupied,790
RN3,2018,Q1,General and Accute - Available,567
RN3,2018,Q1,General and Accute - Occupied,519
RNZ,2018,Q1,General and Accute - Available,440
RNZ,2018,Q1,General and Accute - Occupied,411
RTE,2018,Q1,General and Accute - Available,942
RTE,2018,Q1,General and Accute - Occupied,844
RTQ,2018,Q1,General and Accute - Available,
RTQ,2018,Q1,General and Accute - Occupied,
RVJ,2018,Q1,General and Accute - Available,858
RVJ,2018,Q1,General and Accute - Occupied,804
RVN,2018,Q1,General and Accute - Available,
RVN,2018,Q1,General and Accute - Occupied,
RWV,2018,Q1,General and Accute - Available,
RWV,2018,Q1,General and Accute - Occupied,
R1C,2018,Q1,General and Accute - Available,73
R1C,2018,Q1,General and Accute - Occupied,68
R1F,2018,Q1,General and Accute - Available,247
R1F,2018,Q1,General and Accute - Occupied,218
RA2,2018,Q1,General and Accute - Available,429
RA2,2018,Q1,General and Accute - Occupied,366
RDR,2018,Q1,General and Accute - Available,
RDR,2018,Q1,General and Accute - Occupied,
RDU,2018,Q1,General and Accute - Available,1286
RDU,2018,Q1,General and Accute - Occupied,1192
RHM,2018,Q1,General and Accute - Available,1082
RHM,2018,Q1,General and Accute - Occupied,994
RHU,2018,Q1,General and Accute - Available,980
RHU,2018,Q1,General and Accute - Occupied,952
RHW,2018,Q1,General and Accute - Available,616
RHW,2018,Q1,General and Accute - Occupied,502
RN5,2018,Q1,General and Accute - Available,722
RN5,2018,Q1,General and Accute - Occupied,661
RN7,2018,Q1,General and Accute - Available,518
RN7,2018,Q1,General and Accute - Occupied,470
RNU,2018,Q1,General and Accute - Available,141
RNU,2018,Q1,General and Accute - Occupied,138
RPA,2018,Q1,General and Accute - Available,451
RPA,2018,Q1,General and Accute - Occupied,432
RPC,2018,Q1,General and Accute - Available,65
RPC,2018,Q1,General and Accute - Occupied,42
RTH,2018,Q1,General and Accute - Available,998
RTH,2018,Q1,General and Accute - Occupied,916
RTK,2018,Q1,General and Accute - Available,487
RTK,2018,Q1,General and Accute - Occupied,425
RTP,2018,Q1,General and Accute - Available,640
RTP,2018,Q1,General and Accute - Occupied,546
RVV,2018,Q1,General and Accute - Available,979
RVV,2018,Q1,General and Accute - Occupied,931
RW1,2018,Q1,General and Accute - Available,98
RW1,2018,Q1,General and Accute - Occupied,81
RWF,2018,Q1,General and Accute - Available,736
RWF,2018,Q1,General and Accute - Occupied,681
RWX,2018,Q1,General and Accute - Available,46
RWX,2018,Q1,General and Accute - Occupied,38
RX2,2018,Q1,General and Accute - Available,
RX2,2018,Q1,General and Accute - Occupied,
RXC,2018,Q1,General and Accute - Available,727
RXC,2018,Q1,General and Accute - Occupied,638
RXH,2018,Q1,General and Accute - Available,840
RXH,2018,Q1,General and Accute - Occupied,744
RXQ,2018,Q1,General and Accute - Available,695
RXQ,2018,Q1,General and Accute - Occupied,638
RXX,2018,Q1,General and Accute - Available,
RXX,2018,Q1,General and Accute - Occupied,
RXY,2018,Q1,General and Accute - Available,
RXY,2018,Q1,General and Accute - Occupied,
RYR,2018,Q1,General and Accute - Available,931
RYR,2018,Q1,General and Accute - Occupied,911
R0A,2018,Q2,General and Accute - Available,1961
R0A,2018,Q2,General and Accute - Occupied,1728
RAE,2018,Q2,General and Accute - Available,668
RAE,2018,Q2,General and Accute - Occupied,611
RBL,2018,Q2,General and Accute - Available,760
RBL,2018,Q2,General and Accute - Occupied,684
RBN,2018,Q2,General and Accute - Available,670
RBN,2018,Q2,General and Accute - Occupied,630
RBQ,2018,Q2,General and Accute - Available,150
RBQ,2018,Q2,General and Accute - Occupied,114
RBS,2018,Q2,General and Accute - Available,234
RBS,2018,Q2,General and Accute - Occupied,180
RBT,2018,Q2,General and Accute - Available,520
RBT,2018,Q2,General and Accute - Occupied,450
RBV,2018,Q2,General and Accute - Available,175
RBV,2018,Q2,General and Accute - Occupied,152
RCB,2018,Q2,General and Accute - Available,928
RCB,2018,Q2,General and Accute - Occupied,850
RCD,2018,Q2,General and Accute - Available,277
RCD,2018,Q2,General and Accute - Occupied,243
RCF,2018,Q2,General and Accute - Available,292
RCF,2018,Q2,General and Accute - Occupied,255
RCU,2018,Q2,General and Accute - Available,138
RCU,2018,Q2,General and Accute - Occupied,91
RE9,2018,Q2,General and Accute - Available,303
RE9,2018,Q2,General and Accute - Occupied,232
REM,2018,Q2,General and Accute - Available,798
REM,2018,Q2,General and Accute - Occupied,731
REN,2018,Q2,General and Accute - Available,95
REN,2018,Q2,General and Accute - Occupied,69
REP,2018,Q2,General and Accute - Available,24
REP,2018,Q2,General and Accute - Occupied,18
RET,2018,Q2,General and Accute - Available,161
RET,2018,Q2,General and Accute - Occupied,135
RFF,2018,Q2,General and Accute - Available,389
RFF,2018,Q2,General and Accute - Occupied,320
RFR,2018,Q2,General and Accute - Available,411
RFR,2018,Q2,General and Accute - Occupied,372
RGD,2018,Q2,General and Accute - Available,
RGD,2018,Q2,General and Accute - Occupied,
RHQ,2018,Q2,General and Accute - Available,1449
RHQ,2018,Q2,General and Accute - Occupied,1332
RJL,2018,Q2,General and Accute - Available,733
RJL,2018,Q2,General and Accute - Occupied,646
RJN,2018,Q2,General and Accute - Available,309
RJN,2018,Q2,General and Accute - Occupied,282
RJR,2018,Q2,General and Accute - Available,502
RJR,2018,Q2,General and Accute - Occupied,488
RLN,2018,Q2,General and Accute - Available,726
RLN,2018,Q2,General and Accute - Occupied,578
RM3,2018,Q2,General and Accute - Available,782
RM3,2018,Q2,General and Accute - Occupied,705
RMC,2018,Q2,General and Accute - Available,573
RMC,2018,Q2,General and Accute - Occupied,491
RMP,2018,Q2,General and Accute - Available,421
RMP,2018,Q2,General and Accute - Occupied,365
RNL,2018,Q2,General and Accute - Available,533
RNL,2018,Q2,General and Accute - Occupied,462
RNN,2018,Q2,General and Accute - Available,
RNN,2018,Q2,General and Accute - Occupied,
RP5,2018,Q2,General and Accute - Available,729
RP5,2018,Q2,General and Accute - Occupied,635
RQ6,2018,Q2,General and Accute - Available,746
RQ6,2018,Q2,General and Accute - Occupied,662
RR7,2018,Q2,General and Accute - Available,461
RR7,2018,Q2,General and Accute - Occupied,435
RR8,2018,Q2,General and Accute - Available,1719
RR8,2018,Q2,General and Accute - Occupied,1600
RRF,2018,Q2,General and Accute - Available,444
RRF,2018,Q2,General and Accute - Occupied,390
RT2,2018,Q2,General and Accute - Available,
RT2,2018,Q2,General and Accute - Occupied,
RTD,2018,Q2,General and Accute - Available,1468
RTD,2018,Q2,General and Accute - Occupied,1163
RTF,2018,Q2,General and Accute - Available,872
RTF,2018,Q2,General and Accute - Occupied,677
RTR,2018,Q2,General and Accute - Available,859
RTR,2018,Q2,General and Accute - Occupied,744
RTV,2018,Q2,General and Accute - Available,
RTV,2018,Q2,General and Accute - Occupied,
RTX,2018,Q2,General and Accute - Available,621
RTX,2018,Q2,General and Accute - Occupied,520
RV9,2018,Q2,General and Accute - Available,
RV9,2018,Q2,General and Accute - Occupied,
RVW,2018,Q2,General and Accute - Available,554
RVW,2018,Q2,General and Accute - Occupied,479
RVY,2018,Q2,General and Accute - Available,349
RVY,2018,Q2,General and Accute - Occupied,328
RW4,2018,Q2,General and Accute - Available,
RW4,2018,Q2,General and Accute - Occupied,
RW5,2018,Q2,General and Accute - Available,
RW5,2018,Q2,General and Accute - Occupied,
RW6,2018,Q2,General and Accute - Available,1090
RW6,2018,Q2,General and Accute - Occupied,964
RWA,2018,Q2,General and Accute - Available,963
RWA,2018,Q2,General and Accute - Occupied,873
RWJ,2018,Q2,General and Accute - Available,626
RWJ,2018,Q2,General and Accute - Occupied,557
RWW,2018,Q2,General and Accute - Available,532
RWW,2018,Q2,General and Accute - Occupied,465
RWY,2018,Q2,General and Accute - Available,674
RWY,2018,Q2,General and Accute - Occupied,580
RX3,2018,Q2,General and Accute - Available,
RX3,2018,Q2,General and Accute - Occupied,
RX4,2018,Q2,General and Accute - Available,49
RX4,2018,Q2,General and Accute - Occupied,44
RXA,2018,Q2,General and Accute - Available,
RXA,2018,Q2,General and Accute - Occupied,
RXE,2018,Q2,General and Accute - Available,62
RXE,2018,Q2,General and Accute - Occupied,41
RXF,2018,Q2,General and Accute - Available,974
RXF,2018,Q2,General and Accute - Occupied,858
RXG,2018,Q2,General and Accute - Available,28
RXG,2018,Q2,General and Accute - Occupied,22
RXL,2018,Q2,General and Accute - Available,659
RXL,2018,Q2,General and Accute - Occupied,596
RXN,2018,Q2,General and Accute - Available,777
RXN,2018,Q2,General and Accute - Occupied,733
RXP,2018,Q2,General and Accute - Available,895
RXP,2018,Q2,General and Accute - Occupied,731
RXR,2018,Q2,General and Accute - Available,911
RXR,2018,Q2,General and Accute - Occupied,797
RY6,2018,Q2,General and Accute - Available,3
RY6,2018,Q2,General and Accute - Occupied,3
TAD,2018,Q2,General and Accute - Available,
TAD,2018,Q2,General and Accute - Occupied,
TAH,2018,Q2,General and Accute - Available,
TAH,2018,Q2,General and Accute - Occupied,
R1A,2018,Q2,General and Accute - Available,37
R1A,2018,Q2,General and Accute - Occupied,34
R1L,2018,Q2,General and Accute - Available,85
R1L,2018,Q2,General and Accute - Occupied,80
RAJ,2018,Q2,General and Accute - Available,542
RAJ,2018,Q2,General and Accute - Occupied,466
RBK,2018,Q2,General and Accute - Available,454
RBK,2018,Q2,General and Accute - Occupied,400
RC1,2018,Q2,General and Accute - Available,375
RC1,2018,Q2,General and Accute - Occupied,370
RC9,2018,Q2,General and Accute - Available,621
RC9,2018,Q2,General and Accute - Occupied,557
RCX,2018,Q2,General and Accute - Available,460
RCX,2018,Q2,General and Accute - Occupied,392
RD8,2018,Q2,General and Accute - Available,483
RD8,2018,Q2,General and Accute - Occupied,417
RDD,2018,Q2,General and Accute - Available,637
RDD,2018,Q2,General and Accute - Occupied,615
RDE,2018,Q2,General and Accute - Available,1201
RDE,2018,Q2,General and Accute - Occupied,1075
RFS,2018,Q2,General and Accute - Available,475
RFS,2018,Q2,General and Accute - Occupied,403
RGM,2018,Q2,General and Accute - Available,224
RGM,2018,Q2,General and Accute - Occupied,168
RGN,2018,Q2,General and Accute - Available,804
RGN,2018,Q2,General and Accute - Occupied,680
RGP,2018,Q2,General and Accute - Available,407
RGP,2018,Q2,General and Accute - Occupied,343
RGR,2018,Q2,General and Accute - Available,411
RGR,2018,Q2,General and Accute - Occupied,339
RGT,2018,Q2,General and Accute - Available,945
RGT,2018,Q2,General and Accute - Occupied,882
RHA,2018,Q2,General and Accute - Available,94
RHA,2018,Q2,General and Accute - Occupied,73
RJC,2018,Q2,General and Accute - Available,444
RJC,2018,Q2,General and Accute - Occupied,378
RJE,2018,Q2,General and Accute - Available,1334
RJE,2018,Q2,General and Accute - Occupied,1186
RK5,2018,Q2,General and Accute - Available,603
RK5,2018,Q2,General and Accute - Occupied,510
RKB,2018,Q2,General and Accute - Available,1062
RKB,2018,Q2,General and Accute - Occupied,1051
RL1,2018,Q2,General and Accute - Available,161
RL1,2018,Q2,General and Accute - Occupied,129
RL4,2018,Q2,General and Accute - Available,823
RL4,2018,Q2,General and Accute - Occupied,748
RLQ,2018,Q2,General and Accute - Available,269
RLQ,2018,Q2,General and Accute - Occupied,241
RLT,2018,Q2,General and Accute - Available,305
RLT,2018,Q2,General and Accute - Occupied,280
RLY,2018,Q2,General and Accute - Available,
RLY,2018,Q2,General and Accute - Occupied,
RM1,2018,Q2,General and Accute - Available,876
RM1,2018,Q2,General and Accute - Occupied,786
RMY,2018,Q2,General and Accute - Available,
RMY,2018,Q2,General and Accute - Occupied,
RNA,2018,Q2,General and Accute - Available,661
RNA,2018,Q2,General and Accute - Occupied,597
RNQ,2018,Q2,General and Accute - Available,607
RNQ,2018,Q2,General and Accute - Occupied,589
RNS,2018,Q2,General and Accute - Available,754
