ODS,Year,Q,Variable,Value
RNS,2018,Q2,General and Accute - Occupied,640
RP1,2018,Q2,General and Accute - Available,123
RP1,2018,Q2,General and Accute - Occupied,121
RP7,2018,Q2,General and Accute - Available,
RP7,2018,Q2,General and Accute - Occupied,
RQ3,2018,Q2,General and Accute - Available,256
RQ3,2018,Q2,General and Accute - Occupied,210
RQ8,2018,Q2,General and Accute - Available,527
RQ8,2018,Q2,General and Accute - Occupied,512
RQW,2018,Q2,General and Accute - Available,401
RQW,2018,Q2,General and Accute - Occupied,365
RRE,2018,Q2,General and Accute - Available,155
RRE,2018,Q2,General and Accute - Occupied,151
RRJ,2018,Q2,General and Accute - Available,117
RRJ,2018,Q2,General and Accute - Occupied,74
RRK,2018,Q2,General and Accute - Available,2472
RRK,2018,Q2,General and Accute - Occupied,2396
RT1,2018,Q2,General and Accute - Available,67
RT1,2018,Q2,General and Accute - Occupied,61
RTG,2018,Q2,General and Accute - Available,1350
RTG,2018,Q2,General and Accute - Occupied,1157
RWD,2018,Q2,General and Accute - Available,1199
RWD,2018,Q2,General and Accute - Occupied,1082
RWE,2018,Q2,General and Accute - Available,1538
RWE,2018,Q2,General and Accute - Occupied,1333
RWG,2018,Q2,General and Accute - Available,676
RWG,2018,Q2,General and Accute - Occupied,600
RWH,2018,Q2,General and Accute - Available,547
RWH,2018,Q2,General and Accute - Occupied,521
RWP,2018,Q2,General and Accute - Available,732
RWP,2018,Q2,General and Accute - Occupied,703
RWR,2018,Q2,General and Accute - Available,
RWR,2018,Q2,General and Accute - Occupied,
RX1,2018,Q2,General and Accute - Available,1479
RX1,2018,Q2,General and Accute - Occupied,1302
RXK,2018,Q2,General and Accute - Available,605
RXK,2018,Q2,General and Accute - Occupied,524
RXM,2018,Q2,General and Accute - Available,
RXM,2018,Q2,General and Accute - Occupied,
RXT,2018,Q2,General and Accute - Available,
RXT,2018,Q2,General and Accute - Occupied,
RXW,2018,Q2,General and Accute - Available,646
RXW,2018,Q2,General and Accute - Occupied,592
RY3,2018,Q2,General and Accute - Available,74
RY3,2018,Q2,General and Accute - Occupied,68
RY5,2018,Q2,General and Accute - Available,16
RY5,2018,Q2,General and Accute - Occupied,14
RY8,2018,Q2,General and Accute - Available,
RY8,2018,Q2,General and Accute - Occupied,
RYG,2018,Q2,General and Accute - Available,
RYG,2018,Q2,General and Accute - Occupied,
RYK,2018,Q2,General and Accute - Available,
RYK,2018,Q2,General and Accute - Occupied,
RYV,2018,Q2,General and Accute - Available,35
RYV,2018,Q2,General and Accute - Occupied,12
RYW,2018,Q2,General and Accute - Available,219
RYW,2018,Q2,General and Accute - Occupied,192
TAJ,2018,Q2,General and Accute - Available,
TAJ,2018,Q2,General and Accute - Occupied,
R1H,2018,Q2,General and Accute - Available,1615
R1H,2018,Q2,General and Accute - Occupied,1511
R1K,2018,Q2,General and Accute - Available,1137
R1K,2018,Q2,General and Accute - Occupied,1077
RAL,2018,Q2,General and Accute - Available,1032
RAL,2018,Q2,General and Accute - Occupied,830
RAN,2018,Q2,General and Accute - Available,167
RAN,2018,Q2,General and Accute - Occupied,112
RAP,2018,Q2,General and Accute - Available,457
RAP,2018,Q2,General and Accute - Occupied,421
RAS,2018,Q2,General and Accute - Available,413
RAS,2018,Q2,General and Accute - Occupied,378
RAT,2018,Q2,General and Accute - Available,142
RAT,2018,Q2,General and Accute - Occupied,123
RAX,2018,Q2,General and Accute - Available,351
RAX,2018,Q2,General and Accute - Occupied,332
RF4,2018,Q2,General and Accute - Available,911
RF4,2018,Q2,General and Accute - Occupied,785
RJ1,2018,Q2,General and Accute - Available,1041
RJ1,2018,Q2,General and Accute - Occupied,861
RJ2,2018,Q2,General and Accute - Available,840
RJ2,2018,Q2,General and Accute - Occupied,791
RJ6,2018,Q2,General and Accute - Available,453
RJ6,2018,Q2,General and Accute - Occupied,431
RJ7,2018,Q2,General and Accute - Available,834
RJ7,2018,Q2,General and Accute - Occupied,768
RJZ,2018,Q2,General and Accute - Available,1221
RJZ,2018,Q2,General and Accute - Occupied,1186
RKE,2018,Q2,General and Accute - Available,271
RKE,2018,Q2,General and Accute - Occupied,225
RKL,2018,Q2,General and Accute - Available,20
RKL,2018,Q2,General and Accute - Occupied,13
RP4,2018,Q2,General and Accute - Available,281
RP4,2018,Q2,General and Accute - Occupied,224
RP6,2018,Q2,General and Accute - Available,6
RP6,2018,Q2,General and Accute - Occupied,5
RPG,2018,Q2,General and Accute - Available,
RPG,2018,Q2,General and Accute - Occupied,
RPY,2018,Q2,General and Accute - Available,189
RPY,2018,Q2,General and Accute - Occupied,159
RQM,2018,Q2,General and Accute - Available,725
RQM,2018,Q2,General and Accute - Occupied,640
RQX,2018,Q2,General and Accute - Available,263
RQX,2018,Q2,General and Accute - Occupied,221
RQY,2018,Q2,General and Accute - Available,
RQY,2018,Q2,General and Accute - Occupied,
RRP,2018,Q2,General and Accute - Available,
RRP,2018,Q2,General and Accute - Occupied,
RRV,2018,Q2,General and Accute - Available,837
RRV,2018,Q2,General and Accute - Occupied,625
RT3,2018,Q2,General and Accute - Available,404
RT3,2018,Q2,General and Accute - Occupied,315
RV3,2018,Q2,General and Accute - Available,73
RV3,2018,Q2,General and Accute - Occupied,71
RVR,2018,Q2,General and Accute - Available,775
RVR,2018,Q2,General and Accute - Occupied,647
RWK,2018,Q2,General and Accute - Available,64
RWK,2018,Q2,General and Accute - Occupied,48
RYJ,2018,Q2,General and Accute - Available,1024
RYJ,2018,Q2,General and Accute - Occupied,855
RYX,2018,Q2,General and Accute - Available,14
RYX,2018,Q2,General and Accute - Occupied,10
TAF,2018,Q2,General and Accute - Available,
TAF,2018,Q2,General and Accute - Occupied,
R1J,2018,Q2,General and Accute - Available,
R1J,2018,Q2,General and Accute - Occupied,
RA3,2018,Q2,General and Accute - Available,260
RA3,2018,Q2,General and Accute - Occupied,231
RA4,2018,Q2,General and Accute - Available,315
RA4,2018,Q2,General and Accute - Occupied,272
RA7,2018,Q2,General and Accute - Available,740
RA7,2018,Q2,General and Accute - Occupied,658
RA9,2018,Q2,General and Accute - Available,365
RA9,2018,Q2,General and Accute - Occupied,313
RBA,2018,Q2,General and Accute - Available,553
RBA,2018,Q2,General and Accute - Occupied,396
RBD,2018,Q2,General and Accute - Available,281
RBD,2018,Q2,General and Accute - Occupied,252
RBZ,2018,Q2,General and Accute - Available,262
RBZ,2018,Q2,General and Accute - Occupied,202
RD1,2018,Q2,General and Accute - Available,619
RD1,2018,Q2,General and Accute - Occupied,579
RD3,2018,Q2,General and Accute - Available,485
RD3,2018,Q2,General and Accute - Occupied,435
RDY,2018,Q2,General and Accute - Available,
RDY,2018,Q2,General and Accute - Occupied,
RDZ,2018,Q2,General and Accute - Available,548
RDZ,2018,Q2,General and Accute - Occupied,498
REF,2018,Q2,General and Accute - Available,702
REF,2018,Q2,General and Accute - Occupied,602
RH5,2018,Q2,General and Accute - Available,212
RH5,2018,Q2,General and Accute - Occupied,175
RH8,2018,Q2,General and Accute - Available,774
RH8,2018,Q2,General and Accute - Occupied,673
RJ8,2018,Q2,General and Accute - Available,111
RJ8,2018,Q2,General and Accute - Occupied,106
RK9,2018,Q2,General and Accute - Available,845
RK9,2018,Q2,General and Accute - Occupied,781
RN3,2018,Q2,General and Accute - Available,571
RN3,2018,Q2,General and Accute - Occupied,527
RNZ,2018,Q2,General and Accute - Available,454
RNZ,2018,Q2,General and Accute - Occupied,411
RTE,2018,Q2,General and Accute - Available,917
RTE,2018,Q2,General and Accute - Occupied,832
RTQ,2018,Q2,General and Accute - Available,
RTQ,2018,Q2,General and Accute - Occupied,
RVJ,2018,Q2,General and Accute - Available,855
RVJ,2018,Q2,General and Accute - Occupied,809
RVN,2018,Q2,General and Accute - Available,
RVN,2018,Q2,General and Accute - Occupied,
RWV,2018,Q2,General and Accute - Available,
RWV,2018,Q2,General and Accute - Occupied,
R1C,2018,Q2,General and Accute - Available,73
R1C,2018,Q2,General and Accute - Occupied,65
R1F,2018,Q2,General and Accute - Available,238
R1F,2018,Q2,General and Accute - Occupied,214
RA2,2018,Q2,General and Accute - Available,428
RA2,2018,Q2,General and Accute - Occupied,364
RDR,2018,Q2,General and Accute - Available,
RDR,2018,Q2,General and Accute - Occupied,
RDU,2018,Q2,General and Accute - Available,1305
RDU,2018,Q2,General and Accute - Occupied,1143
RHM,2018,Q2,General and Accute - Available,1105
RHM,2018,Q2,General and Accute - Occupied,984
RHU,2018,Q2,General and Accute - Available,959
RHU,2018,Q2,General and Accute - Occupied,930
RHW,2018,Q2,General and Accute - Available,597
RHW,2018,Q2,General and Accute - Occupied,489
RN5,2018,Q2,General and Accute - Available,707
RN5,2018,Q2,General and Accute - Occupied,665
RN7,2018,Q2,General and Accute - Available,497
RN7,2018,Q2,General and Accute - Occupied,457
RNU,2018,Q2,General and Accute - Available,128
RNU,2018,Q2,General and Accute - Occupied,120
RPA,2018,Q2,General and Accute - Available,444
RPA,2018,Q2,General and Accute - Occupied,431
RPC,2018,Q2,General and Accute - Available,65
RPC,2018,Q2,General and Accute - Occupied,40
RTH,2018,Q2,General and Accute - Available,943
RTH,2018,Q2,General and Accute - Occupied,869
RTK,2018,Q2,General and Accute - Available,475
RTK,2018,Q2,General and Accute - Occupied,416
RTP,2018,Q2,General and Accute - Available,646
RTP,2018,Q2,General and Accute - Occupied,603
RVV,2018,Q2,General and Accute - Available,994
RVV,2018,Q2,General and Accute - Occupied,915
RW1,2018,Q2,General and Accute - Available,98
RW1,2018,Q2,General and Accute - Occupied,69
RWF,2018,Q2,General and Accute - Available,699
RWF,2018,Q2,General and Accute - Occupied,647
RWX,2018,Q2,General and Accute - Available,46
RWX,2018,Q2,General and Accute - Occupied,36
RX2,2018,Q2,General and Accute - Available,
RX2,2018,Q2,General and Accute - Occupied,
RXC,2018,Q2,General and Accute - Available,708
RXC,2018,Q2,General and Accute - Occupied,628
RXH,2018,Q2,General and Accute - Available,830
RXH,2018,Q2,General and Accute - Occupied,749
RXQ,2018,Q2,General and Accute - Available,687
RXQ,2018,Q2,General and Accute - Occupied,651
RXX,2018,Q2,General and Accute - Available,
RXX,2018,Q2,General and Accute - Occupied,
RXY,2018,Q2,General and Accute - Available,
RXY,2018,Q2,General and Accute - Occupied,
RYR,2018,Q2,General and Accute - Available,919
RYR,2018,Q2,General and Accute - Occupied,844
R0A,2018,Q3,General and Accute - Available,2012
R0A,2018,Q3,General and Accute - Occupied,1788
RAE,2018,Q3,General and Accute - Available,601
RAE,2018,Q3,General and Accute - Occupied,544
RBL,2018,Q3,General and Accute - Available,758
RBL,2018,Q3,General and Accute - Occupied,699
RBN,2018,Q3,General and Accute - Available,677
RBN,2018,Q3,General and Accute - Occupied,641
RBQ,2018,Q3,General and Accute - Available,147
RBQ,2018,Q3,General and Accute - Occupied,118
RBS,2018,Q3,General and Accute - Available,217
RBS,2018,Q3,General and Accute - Occupied,169
RBT,2018,Q3,General and Accute - Available,508
RBT,2018,Q3,General and Accute - Occupied,470
RBV,2018,Q3,General and Accute - Available,172
RBV,2018,Q3,General and Accute - Occupied,150
RCB,2018,Q3,General and Accute - Available,949
RCB,2018,Q3,General and Accute - Occupied,885
RCD,2018,Q3,General and Accute - Available,303
RCD,2018,Q3,General and Accute - Occupied,269
RCF,2018,Q3,General and Accute - Available,276
RCF,2018,Q3,General and Accute - Occupied,256
RCU,2018,Q3,General and Accute - Available,138
RCU,2018,Q3,General and Accute - Occupied,100
RE9,2018,Q3,General and Accute - Available,304
RE9,2018,Q3,General and Accute - Occupied,254
REM,2018,Q3,General and Accute - Available,810
REM,2018,Q3,General and Accute - Occupied,752
REN,2018,Q3,General and Accute - Available,95
REN,2018,Q3,General and Accute - Occupied,66
REP,2018,Q3,General and Accute - Available,24
REP,2018,Q3,General and Accute - Occupied,14
RET,2018,Q3,General and Accute - Available,166
RET,2018,Q3,General and Accute - Occupied,137
RFF,2018,Q3,General and Accute - Available,392
RFF,2018,Q3,General and Accute - Occupied,328
RFR,2018,Q3,General and Accute - Available,417
RFR,2018,Q3,General and Accute - Occupied,372
RGD,2018,Q3,General and Accute - Available,
RGD,2018,Q3,General and Accute - Occupied,
RHQ,2018,Q3,General and Accute - Available,1391
RHQ,2018,Q3,General and Accute - Occupied,1333
RJL,2018,Q3,General and Accute - Available,717
RJL,2018,Q3,General and Accute - Occupied,635
RJN,2018,Q3,General and Accute - Available,311
RJN,2018,Q3,General and Accute - Occupied,291
RJR,2018,Q3,General and Accute - Available,463
RJR,2018,Q3,General and Accute - Occupied,460
RLN,2018,Q3,General and Accute - Available,727
RLN,2018,Q3,General and Accute - Occupied,583
RM3,2018,Q3,General and Accute - Available,802
RM3,2018,Q3,General and Accute - Occupied,740
RMC,2018,Q3,General and Accute - Available,575
RMC,2018,Q3,General and Accute - Occupied,496
RMP,2018,Q3,General and Accute - Available,426
RMP,2018,Q3,General and Accute - Occupied,359
RNL,2018,Q3,General and Accute - Available,523
RNL,2018,Q3,General and Accute - Occupied,476
RNN,2018,Q3,General and Accute - Available,
RNN,2018,Q3,General and Accute - Occupied,
RP5,2018,Q3,General and Accute - Available,738
RP5,2018,Q3,General and Accute - Occupied,660
RQ6,2018,Q3,General and Accute - Available,757
RQ6,2018,Q3,General and Accute - Occupied,683
RR7,2018,Q3,General and Accute - Available,455
RR7,2018,Q3,General and Accute - Occupied,432
RR8,2018,Q3,General and Accute - Available,1715
RR8,2018,Q3,General and Accute - Occupied,1598
RRF,2018,Q3,General and Accute - Available,448
RRF,2018,Q3,General and Accute - Occupied,393
RT2,2018,Q3,General and Accute - Available,
RT2,2018,Q3,General and Accute - Occupied,
RTD,2018,Q3,General and Accute - Available,1469
RTD,2018,Q3,General and Accute - Occupied,1172
RTF,2018,Q3,General and Accute - Available,861
RTF,2018,Q3,General and Accute - Occupied,707
RTR,2018,Q3,General and Accute - Available,839
RTR,2018,Q3,General and Accute - Occupied,758
RTV,2018,Q3,General and Accute - Available,
RTV,2018,Q3,General and Accute - Occupied,
RTX,2018,Q3,General and Accute - Available,631
RTX,2018,Q3,General and Accute - Occupied,560
RV9,2018,Q3,General and Accute - Available,
RV9,2018,Q3,General and Accute - Occupied,
RVW,2018,Q3,General and Accute - Available,544
RVW,2018,Q3,General and Accute - Occupied,481
RVY,2018,Q3,General and Accute - Available,411
RVY,2018,Q3,General and Accute - Occupied,373
RW4,2018,Q3,General and Accute - Available,
RW4,2018,Q3,General and Accute - Occupied,
RW5,2018,Q3,General and Accute - Available,
RW5,2018,Q3,General and Accute - Occupied,
RW6,2018,Q3,General and Accute - Available,1095
RW6,2018,Q3,General and Accute - Occupied,982
RWA,2018,Q3,General and Accute - Available,963
RWA,2018,Q3,General and Accute - Occupied,899
RWJ,2018,Q3,General and Accute - Available,634
RWJ,2018,Q3,General and Accute - Occupied,576
RWW,2018,Q3,General and Accute - Available,527
RWW,2018,Q3,General and Accute - Occupied,459
RWY,2018,Q3,General and Accute - Available,663
RWY,2018,Q3,General and Accute - Occupied,579
RX3,2018,Q3,General and Accute - Available,
RX3,2018,Q3,General and Accute - Occupied,
RX4,2018,Q3,General and Accute - Available,49
RX4,2018,Q3,General and Accute - Occupied,45
RXA,2018,Q3,General and Accute - Available,
RXA,2018,Q3,General and Accute - Occupied,
RXE,2018,Q3,General and Accute - Available,62
RXE,2018,Q3,General and Accute - Occupied,48
RXF,2018,Q3,General and Accute - Available,981
RXF,2018,Q3,General and Accute - Occupied,882
RXG,2018,Q3,General and Accute - Available,24
RXG,2018,Q3,General and Accute - Occupied,20
RXL,2018,Q3,General and Accute - Available,677
RXL,2018,Q3,General and Accute - Occupied,581
RXN,2018,Q3,General and Accute - Available,758
RXN,2018,Q3,General and Accute - Occupied,721
RXP,2018,Q3,General and Accute - Available,912
RXP,2018,Q3,General and Accute - Occupied,764
RXR,2018,Q3,General and Accute - Available,899
RXR,2018,Q3,General and Accute - Occupied,800
RY6,2018,Q3,General and Accute - Available,3
RY6,2018,Q3,General and Accute - Occupied,3
TAD,2018,Q3,General and Accute - Available,
TAD,2018,Q3,General and Accute - Occupied,
TAH,2018,Q3,General and Accute - Available,
TAH,2018,Q3,General and Accute - Occupied,
R1A,2018,Q3,General and Accute - Available,37
R1A,2018,Q3,General and Accute - Occupied,34
R1L,2018,Q3,General and Accute - Available,86
R1L,2018,Q3,General and Accute - Occupied,83
RAJ,2018,Q3,General and Accute - Available,542
RAJ,2018,Q3,General and Accute - Occupied,474
RBK,2018,Q3,General and Accute - Available,458
RBK,2018,Q3,General and Accute - Occupied,415
RC1,2018,Q3,General and Accute - Available,403
RC1,2018,Q3,General and Accute - Occupied,400
RC9,2018,Q3,General and Accute - Available,629
RC9,2018,Q3,General and Accute - Occupied,575
RCX,2018,Q3,General and Accute - Available,447
RCX,2018,Q3,General and Accute - Occupied,382
RD8,2018,Q3,General and Accute - Available,484
RD8,2018,Q3,General and Accute - Occupied,441
RDD,2018,Q3,General and Accute - Available,625
RDD,2018,Q3,General and Accute - Occupied,616
RDE,2018,Q3,General and Accute - Available,1223
RDE,2018,Q3,General and Accute - Occupied,1095
RFS,2018,Q3,General and Accute - Available,487
RFS,2018,Q3,General and Accute - Occupied,429
RGM,2018,Q3,General and Accute - Available,224
RGM,2018,Q3,General and Accute - Occupied,166
RGN,2018,Q3,General and Accute - Available,811
RGN,2018,Q3,General and Accute - Occupied,689
RGP,2018,Q3,General and Accute - Available,408
RGP,2018,Q3,General and Accute - Occupied,361
RGR,2018,Q3,General and Accute - Available,408
RGR,2018,Q3,General and Accute - Occupied,346
RGT,2018,Q3,General and Accute - Available,944
RGT,2018,Q3,General and Accute - Occupied,874
RHA,2018,Q3,General and Accute - Available,94
RHA,2018,Q3,General and Accute - Occupied,79
RJC,2018,Q3,General and Accute - Available,444
RJC,2018,Q3,General and Accute - Occupied,378
RJE,2018,Q3,General and Accute - Available,1334
RJE,2018,Q3,General and Accute - Occupied,1180
RK5,2018,Q3,General and Accute - Available,607
RK5,2018,Q3,General and Accute - Occupied,522
RKB,2018,Q3,General and Accute - Available,1064
RKB,2018,Q3,General and Accute - Occupied,1052
RL1,2018,Q3,General and Accute - Available,160
RL1,2018,Q3,General and Accute - Occupied,125
RL4,2018,Q3,General and Accute - Available,823
RL4,2018,Q3,General and Accute - Occupied,748
RLQ,2018,Q3,General and Accute - Available,247
RLQ,2018,Q3,General and Accute - Occupied,229
RLT,2018,Q3,General and Accute - Available,307
RLT,2018,Q3,General and Accute - Occupied,286
RLY,2018,Q3,General and Accute - Available,
RLY,2018,Q3,General and Accute - Occupied,
RM1,2018,Q3,General and Accute - Available,876
RM1,2018,Q3,General and Accute - Occupied,794
RMY,2018,Q3,General and Accute - Available,
RMY,2018,Q3,General and Accute - Occupied,
RNA,2018,Q3,General and Accute - Available,647
RNA,2018,Q3,General and Accute - Occupied,614
RNQ,2018,Q3,General and Accute - Available,551
RNQ,2018,Q3,General and Accute - Occupied,523
RNS,2018,Q3,General and Accute - Available,775
RNS,2018,Q3,General and Accute - Occupied,674
RP1,2018,Q3,General and Accute - Available,122
RP1,2018,Q3,General and Accute - Occupied,106
RP7,2018,Q3,General and Accute - Available,
RP7,2018,Q3,General and Accute - Occupied,
RQ3,2018,Q3,General and Accute - Available,260
RQ3,2018,Q3,General and Accute - Occupied,228
RQ8,2018,Q3,General and Accute - Available,531
RQ8,2018,Q3,General and Accute - Occupied,500
RQW,2018,Q3,General and Accute - Available,392
RQW,2018,Q3,General and Accute - Occupied,372
RRE,2018,Q3,General and Accute - Available,148
RRE,2018,Q3,General and Accute - Occupied,139
RRJ,2018,Q3,General and Accute - Available,114
RRJ,2018,Q3,General and Accute - Occupied,72
RRK,2018,Q3,General and Accute - Available,2462
RRK,2018,Q3,General and Accute - Occupied,2403
RT1,2018,Q3,General and Accute - Available,68
RT1,2018,Q3,General and Accute - Occupied,61
RTG,2018,Q3,General and Accute - Available,1368
RTG,2018,Q3,General and Accute - Occupied,1193
RWD,2018,Q3,General and Accute - Available,1135
RWD,2018,Q3,General and Accute - Occupied,1094
RWE,2018,Q3,General and Accute - Available,1534
RWE,2018,Q3,General and Accute - Occupied,1381
RWG,2018,Q3,General and Accute - Available,682
RWG,2018,Q3,General and Accute - Occupied,600
RWH,2018,Q3,General and Accute - Available,545
RWH,2018,Q3,General and Accute - Occupied,515
RWP,2018,Q3,General and Accute - Available,737
RWP,2018,Q3,General and Accute - Occupied,689
RWR,2018,Q3,General and Accute - Available,
RWR,2018,Q3,General and Accute - Occupied,
RX1,2018,Q3,General and Accute - Available,1495
RX1,2018,Q3,General and Accute - Occupied,1330
RXK,2018,Q3,General and Accute - Available,634
RXK,2018,Q3,General and Accute - Occupied,563
RXM,2018,Q3,General and Accute - Available,
RXM,2018,Q3,General and Accute - Occupied,
RXT,2018,Q3,General and Accute - Available,
RXT,2018,Q3,General and Accute - Occupied,
RXW,2018,Q3,General and Accute - Available,679
RXW,2018,Q3,General and Accute - Occupied,636
RY3,2018,Q3,General and Accute - Available,72
RY3,2018,Q3,General and Accute - Occupied,57
RY5,2018,Q3,General and Accute - Available,16
RY5,2018,Q3,General and Accute - Occupied,14
RY8,2018,Q3,General and Accute - Available,
RY8,2018,Q3,General and Accute - Occupied,
RYG,2018,Q3,General and Accute - Available,
RYG,2018,Q3,General and Accute - Occupied,
RYK,2018,Q3,General and Accute - Available,
RYK,2018,Q3,General and Accute - Occupied,
RYV,2018,Q3,General and Accute - Available,36
RYV,2018,Q3,General and Accute - Occupied,11
RYW,2018,Q3,General and Accute - Available,257
RYW,2018,Q3,General and Accute - Occupied,191
TAJ,2018,Q3,General and Accute - Available,
TAJ,2018,Q3,General and Accute - Occupied,
R1H,2018,Q3,General and Accute - Available,1615
R1H,2018,Q3,General and Accute - Occupied,1538
R1K,2018,Q3,General and Accute - Available,1147
R1K,2018,Q3,General and Accute - Occupied,1140
RAL,2018,Q3,General and Accute - Available,977
RAL,2018,Q3,General and Accute - Occupied,888
RAN,2018,Q3,General and Accute - Available,168
RAN,2018,Q3,General and Accute - Occupied,101
RAP,2018,Q3,General and Accute - Available,467
RAP,2018,Q3,General and Accute - Occupied,426
RAS,2018,Q3,General and Accute - Available,408
RAS,2018,Q3,General and Accute - Occupied,379
RAT,2018,Q3,General and Accute - Available,141
RAT,2018,Q3,General and Accute - Occupied,125
RAX,2018,Q3,General and Accute - Available,360
RAX,2018,Q3,General and Accute - Occupied,335
RF4,2018,Q3,General and Accute - Available,912
RF4,2018,Q3,General and Accute - Occupied,799
RJ1,2018,Q3,General and Accute - Available,1040
RJ1,2018,Q3,General and Accute - Occupied,867
RJ2,2018,Q3,General and Accute - Available,845
RJ2,2018,Q3,General and Accute - Occupied,801
RJ6,2018,Q3,General and Accute - Available,450
RJ6,2018,Q3,General and Accute - Occupied,431
RJ7,2018,Q3,General and Accute - Available,834
RJ7,2018,Q3,General and Accute - Occupied,773
RJZ,2018,Q3,General and Accute - Available,1267
RJZ,2018,Q3,General and Accute - Occupied,1255
RKE,2018,Q3,General and Accute - Available,275
RKE,2018,Q3,General and Accute - Occupied,238
RKL,2018,Q3,General and Accute - Available,20
RKL,2018,Q3,General and Accute - Occupied,11
RP4,2018,Q3,General and Accute - Available,280
RP4,2018,Q3,General and Accute - Occupied,219
RP6,2018,Q3,General and Accute - Available,6
RP6,2018,Q3,General and Accute - Occupied,6
RPG,2018,Q3,General and Accute - Available,
RPG,2018,Q3,General and Accute - Occupied,
RPY,2018,Q3,General and Accute - Available,185
RPY,2018,Q3,General and Accute - Occupied,156
RQM,2018,Q3,General and Accute - Available,753
RQM,2018,Q3,General and Accute - Occupied,681
RQX,2018,Q3,General and Accute - Available,267
RQX,2018,Q3,General and Accute - Occupied,209
RQY,2018,Q3,General and Accute - Available,
RQY,2018,Q3,General and Accute - Occupied,
RRP,2018,Q3,General and Accute - Available,
RRP,2018,Q3,General and Accute - Occupied,
RRV,2018,Q3,General and Accute - Available,839
RRV,2018,Q3,General and Accute - Occupied,641
RT3,2018,Q3,General and Accute - Available,404
RT3,2018,Q3,General and Accute - Occupied,319
RV3,2018,Q3,General and Accute - Available,73
RV3,2018,Q3,General and Accute - Occupied,70
RVR,2018,Q3,General and Accute - Available,768
RVR,2018,Q3,General and Accute - Occupied,653
RWK,2018,Q3,General and Accute - Available,75
RWK,2018,Q3,General and Accute - Occupied,58
RYJ,2018,Q3,General and Accute - Available,1026
RYJ,2018,Q3,General and Accute - Occupied,932
RYX,2018,Q3,General and Accute - Available,4
RYX,2018,Q3,General and Accute - Occupied,
TAF,2018,Q3,General and Accute - Available,
TAF,2018,Q3,General and Accute - Occupied,
R1J,2018,Q3,General and Accute - Available,
R1J,2018,Q3,General and Accute - Occupied,
RA3,2018,Q3,General and Accute - Available,243
RA3,2018,Q3,General and Accute - Occupied,243
RA4,2018,Q3,General and Accute - Available,323
RA4,2018,Q3,General and Accute - Occupied,277
RA7,2018,Q3,General and Accute - Available,742
RA7,2018,Q3,General and Accute - Occupied,672
RA9,2018,Q3,General and Accute - Available,358
RA9,2018,Q3,General and Accute - Occupied,320
RBA,2018,Q3,General and Accute - Available,567
RBA,2018,Q3,General and Accute - Occupied,421
RBD,2018,Q3,General and Accute - Available,284
RBD,2018,Q3,General and Accute - Occupied,254
RBZ,2018,Q3,General and Accute - Available,274
RBZ,2018,Q3,General and Accute - Occupied,213
RD1,2018,Q3,General and Accute - Available,614
RD1,2018,Q3,General and Accute - Occupied,583
RD3,2018,Q3,General and Accute - Available,501
RD3,2018,Q3,General and Accute - Occupied,454
RDY,2018,Q3,General and Accute - Available,
RDY,2018,Q3,General and Accute - Occupied,
RDZ,2018,Q3,General and Accute - Available,551
RDZ,2018,Q3,General and Accute - Occupied,534
REF,2018,Q3,General and Accute - Available,703
REF,2018,Q3,General and Accute - Occupied,605
RH5,2018,Q3,General and Accute - Available,211
RH5,2018,Q3,General and Accute - Occupied,172
RH8,2018,Q3,General and Accute - Available,777
RH8,2018,Q3,General and Accute - Occupied,674
RJ8,2018,Q3,General and Accute - Available,112
RJ8,2018,Q3,General and Accute - Occupied,105
RK9,2018,Q3,General and Accute - Available,854
RK9,2018,Q3,General and Accute - Occupied,783
RN3,2018,Q3,General and Accute - Available,570
RN3,2018,Q3,General and Accute - Occupied,541
RNZ,2018,Q3,General and Accute - Available,463
RNZ,2018,Q3,General and Accute - Occupied,404
RTE,2018,Q3,General and Accute - Available,925
RTE,2018,Q3,General and Accute - Occupied,847
RTQ,2018,Q3,General and Accute - Available,
RTQ,2018,Q3,General and Accute - Occupied,
RVJ,2018,Q3,General and Accute - Available,856
RVJ,2018,Q3,General and Accute - Occupied,805
RVN,2018,Q3,General and Accute - Available,
RVN,2018,Q3,General and Accute - Occupied,
RWV,2018,Q3,General and Accute - Available,
RWV,2018,Q3,General and Accute - Occupied,
R1C,2018,Q3,General and Accute - Available,73
R1C,2018,Q3,General and Accute - Occupied,64
R1F,2018,Q3,General and Accute - Available,238
R1F,2018,Q3,General and Accute - Occupied,215
RA2,2018,Q3,General and Accute - Available,435
RA2,2018,Q3,General and Accute - Occupied,392
RDR,2018,Q3,General and Accute - Available,
RDR,2018,Q3,General and Accute - Occupied,
RDU,2018,Q3,General and Accute - Available,1265
RDU,2018,Q3,General and Accute - Occupied,1182
RHM,2018,Q3,General and Accute - Available,1124
RHM,2018,Q3,General and Accute - Occupied,978
RHU,2018,Q3,General and Accute - Available,980
RHU,2018,Q3,General and Accute - Occupied,935
RHW,2018,Q3,General and Accute - Available,591
RHW,2018,Q3,General and Accute - Occupied,496
RN5,2018,Q3,General and Accute - Available,729
RN5,2018,Q3,General and Accute - Occupied,671
RN7,2018,Q3,General and Accute - Available,508
RN7,2018,Q3,General and Accute - Occupied,474
RNU,2018,Q3,General and Accute - Available,134
RNU,2018,Q3,General and Accute - Occupied,127
