ODS,Year,Q,Variable,Value
 RNQ ,2017,Q1,General and Accute - Occupied,595
 RNS ,2017,Q1,General and Accute - Available,742
 RNS ,2017,Q1,General and Accute - Occupied,685
 RP1 ,2017,Q1,General and Accute - Available,122
 RP1 ,2017,Q1,General and Accute - Occupied,116
 RP7 ,2017,Q1,General and Accute - Available,
 RP7 ,2017,Q1,General and Accute - Occupied,
 RQ3 ,2017,Q1,General and Accute - Available,260
 RQ3 ,2017,Q1,General and Accute - Occupied,227
 RQ8 ,2017,Q1,General and Accute - Available,506
 RQ8 ,2017,Q1,General and Accute - Occupied,493
 RQW ,2017,Q1,General and Accute - Available,480
 RQW ,2017,Q1,General and Accute - Occupied,456
 RR1 ,2017,Q1,General and Accute - Available,1374
 RR1 ,2017,Q1,General and Accute - Occupied,1357
 RRE ,2017,Q1,General and Accute - Available,
 RRE ,2017,Q1,General and Accute - Occupied,
 RRJ ,2017,Q1,General and Accute - Available,108
 RRJ ,2017,Q1,General and Accute - Occupied,73
 RRK ,2017,Q1,General and Accute - Available,1063
 RRK ,2017,Q1,General and Accute - Occupied,1034
 RT1 ,2017,Q1,General and Accute - Available,67
 RT1 ,2017,Q1,General and Accute - Occupied,59
 RTG ,2017,Q1,General and Accute - Available,1005
 RTG ,2017,Q1,General and Accute - Occupied,859
 RWD ,2017,Q1,General and Accute - Available,1119
 RWD ,2017,Q1,General and Accute - Occupied,876
 RWE ,2017,Q1,General and Accute - Available,1518
 RWE ,2017,Q1,General and Accute - Occupied,1308
 RWG ,2017,Q1,General and Accute - Available,685
 RWG ,2017,Q1,General and Accute - Occupied,622
 RWH ,2017,Q1,General and Accute - Available,633
 RWH ,2017,Q1,General and Accute - Occupied,524
 RWP ,2017,Q1,General and Accute - Available,734
 RWP ,2017,Q1,General and Accute - Occupied,658
 RX1 ,2017,Q1,General and Accute - Available,1528
 RX1 ,2017,Q1,General and Accute - Occupied,1357
 RXK ,2017,Q1,General and Accute - Available,653
 RXK ,2017,Q1,General and Accute - Occupied,566
 RXM ,2017,Q1,General and Accute - Available,
 RXM ,2017,Q1,General and Accute - Occupied,
 RXT ,2017,Q1,General and Accute - Available,
 RXT ,2017,Q1,General and Accute - Occupied,
 RXW ,2017,Q1,General and Accute - Available,726
 RXW ,2017,Q1,General and Accute - Occupied,657
 RY3 ,2017,Q1,General and Accute - Available,74
 RY3 ,2017,Q1,General and Accute - Occupied,65
 RY5 ,2017,Q1,General and Accute - Available,52
 RY5 ,2017,Q1,General and Accute - Occupied,36
 RY8 ,2017,Q1,General and Accute - Available,
 RY8 ,2017,Q1,General and Accute - Occupied,
 RYG ,2017,Q1,General and Accute - Available,
 RYG ,2017,Q1,General and Accute - Occupied,
 RYK ,2017,Q1,General and Accute - Available,
 RYK ,2017,Q1,General and Accute - Occupied,
 RYV ,2017,Q1,General and Accute - Available,35
 RYV ,2017,Q1,General and Accute - Occupied,10
 RYW ,2017,Q1,General and Accute - Available,206
 RYW ,2017,Q1,General and Accute - Occupied,185
 TAJ ,2017,Q1,General and Accute - Available,
 TAJ ,2017,Q1,General and Accute - Occupied,
 R1H ,2017,Q1,General and Accute - Available,1706
 R1H ,2017,Q1,General and Accute - Occupied,1628
 R1K ,2017,Q1,General and Accute - Available,1223
 R1K ,2017,Q1,General and Accute - Occupied,1113
 RAL ,2017,Q1,General and Accute - Available,951
 RAL ,2017,Q1,General and Accute - Occupied,877
 RAN ,2017,Q1,General and Accute - Available,164
 RAN ,2017,Q1,General and Accute - Occupied,105
 RAP ,2017,Q1,General and Accute - Available,488
 RAP ,2017,Q1,General and Accute - Occupied,447
 RAS ,2017,Q1,General and Accute - Available,429
 RAS ,2017,Q1,General and Accute - Occupied,396
 RAT ,2017,Q1,General and Accute - Available,147
 RAT ,2017,Q1,General and Accute - Occupied,133
 RAX ,2017,Q1,General and Accute - Available,383
 RAX ,2017,Q1,General and Accute - Occupied,369
 RF4 ,2017,Q1,General and Accute - Available,911
 RF4 ,2017,Q1,General and Accute - Occupied,813
 RJ1 ,2017,Q1,General and Accute - Available,1002
 RJ1 ,2017,Q1,General and Accute - Occupied,820
 RJ2 ,2017,Q1,General and Accute - Available,888
 RJ2 ,2017,Q1,General and Accute - Occupied,822
 RJ6 ,2017,Q1,General and Accute - Available,470
 RJ6 ,2017,Q1,General and Accute - Occupied,445
 RJ7 ,2017,Q1,General and Accute - Available,914
 RJ7 ,2017,Q1,General and Accute - Occupied,836
 RJZ ,2017,Q1,General and Accute - Available,1291
 RJZ ,2017,Q1,General and Accute - Occupied,1223
 RKE ,2017,Q1,General and Accute - Available,260
 RKE ,2017,Q1,General and Accute - Occupied,222
 RKL ,2017,Q1,General and Accute - Available,20
 RKL ,2017,Q1,General and Accute - Occupied,15
 RP4 ,2017,Q1,General and Accute - Available,285
 RP4 ,2017,Q1,General and Accute - Occupied,234
 RP6 ,2017,Q1,General and Accute - Available,8
 RP6 ,2017,Q1,General and Accute - Occupied,6
 RPG ,2017,Q1,General and Accute - Available,
 RPG ,2017,Q1,General and Accute - Occupied,
 RPY ,2017,Q1,General and Accute - Available,186
 RPY ,2017,Q1,General and Accute - Occupied,156
 RQM ,2017,Q1,General and Accute - Available,737
 RQM ,2017,Q1,General and Accute - Occupied,689
 RQX ,2017,Q1,General and Accute - Available,393
 RQX ,2017,Q1,General and Accute - Occupied,300
 RQY ,2017,Q1,General and Accute - Available,
 RQY ,2017,Q1,General and Accute - Occupied,
 RRP ,2017,Q1,General and Accute - Available,
 RRP ,2017,Q1,General and Accute - Occupied,
 RRV ,2017,Q1,General and Accute - Available,808
 RRV ,2017,Q1,General and Accute - Occupied,656
 RT3 ,2017,Q1,General and Accute - Available,386
 RT3 ,2017,Q1,General and Accute - Occupied,309
 RV3 ,2017,Q1,General and Accute - Available,82
 RV3 ,2017,Q1,General and Accute - Occupied,72
 RVR ,2017,Q1,General and Accute - Available,819
 RVR ,2017,Q1,General and Accute - Occupied,667
 RWK ,2017,Q1,General and Accute - Available,32
 RWK ,2017,Q1,General and Accute - Occupied,22
 RYJ ,2017,Q1,General and Accute - Available,1005
 RYJ ,2017,Q1,General and Accute - Occupied,815
 RYX ,2017,Q1,General and Accute - Available,13
 RYX ,2017,Q1,General and Accute - Occupied,8
 TAF ,2017,Q1,General and Accute - Available,
 TAF ,2017,Q1,General and Accute - Occupied,
 R1C ,2017,Q1,General and Accute - Available,57
 R1C ,2017,Q1,General and Accute - Occupied,52
 R1F ,2017,Q1,General and Accute - Available,250
 R1F ,2017,Q1,General and Accute - Occupied,238
 R1J ,2017,Q1,General and Accute - Available,
 R1J ,2017,Q1,General and Accute - Occupied,
 RA2 ,2017,Q1,General and Accute - Available,437
 RA2 ,2017,Q1,General and Accute - Occupied,368
 RA3 ,2017,Q1,General and Accute - Available,252
 RA3 ,2017,Q1,General and Accute - Occupied,246
 RA4 ,2017,Q1,General and Accute - Available,341
 RA4 ,2017,Q1,General and Accute - Occupied,290
 RA7 ,2017,Q1,General and Accute - Available,720
 RA7 ,2017,Q1,General and Accute - Occupied,685
 RA9 ,2017,Q1,General and Accute - Available,380
 RA9 ,2017,Q1,General and Accute - Occupied,323
 RBA ,2017,Q1,General and Accute - Available,447
 RBA ,2017,Q1,General and Accute - Occupied,390
 RBD ,2017,Q1,General and Accute - Available,297
 RBD ,2017,Q1,General and Accute - Occupied,251
 RBZ ,2017,Q1,General and Accute - Available,266
 RBZ ,2017,Q1,General and Accute - Occupied,238
 RD1 ,2017,Q1,General and Accute - Available,642
 RD1 ,2017,Q1,General and Accute - Occupied,585
 RD3 ,2017,Q1,General and Accute - Available,491
 RD3 ,2017,Q1,General and Accute - Occupied,438
 RDR ,2017,Q1,General and Accute - Available,122
 RDR ,2017,Q1,General and Accute - Occupied,106
 RDU ,2017,Q1,General and Accute - Available,1304
 RDU ,2017,Q1,General and Accute - Occupied,1209
 RDY ,2017,Q1,General and Accute - Available,
 RDY ,2017,Q1,General and Accute - Occupied,
 RDZ ,2017,Q1,General and Accute - Available,553
 RDZ ,2017,Q1,General and Accute - Occupied,518
 REF ,2017,Q1,General and Accute - Available,700
 REF ,2017,Q1,General and Accute - Occupied,607
 RH5 ,2017,Q1,General and Accute - Available,239
 RH5 ,2017,Q1,General and Accute - Occupied,220
 RH8 ,2017,Q1,General and Accute - Available,871
 RH8 ,2017,Q1,General and Accute - Occupied,742
 RHM ,2017,Q1,General and Accute - Available,1099
 RHM ,2017,Q1,General and Accute - Occupied,1007
 RHU ,2017,Q1,General and Accute - Available,998
 RHU ,2017,Q1,General and Accute - Occupied,949
 RHW ,2017,Q1,General and Accute - Available,635
 RHW ,2017,Q1,General and Accute - Occupied,535
 RJ8 ,2017,Q1,General and Accute - Available,117
 RJ8 ,2017,Q1,General and Accute - Occupied,110
 RK9 ,2017,Q1,General and Accute - Available,859
 RK9 ,2017,Q1,General and Accute - Occupied,787
 RN3 ,2017,Q1,General and Accute - Available,557
 RN3 ,2017,Q1,General and Accute - Occupied,540
 RN5 ,2017,Q1,General and Accute - Available,797
 RN5 ,2017,Q1,General and Accute - Occupied,677
 RN7 ,2017,Q1,General and Accute - Available,524
 RN7 ,2017,Q1,General and Accute - Occupied,490
 RNU ,2017,Q1,General and Accute - Available,150
 RNU ,2017,Q1,General and Accute - Occupied,147
 RNZ ,2017,Q1,General and Accute - Available,500
 RNZ ,2017,Q1,General and Accute - Occupied,392
 RPA ,2017,Q1,General and Accute - Available,488
 RPA ,2017,Q1,General and Accute - Occupied,458
 RPC ,2017,Q1,General and Accute - Available,67
 RPC ,2017,Q1,General and Accute - Occupied,38
 RTE ,2017,Q1,General and Accute - Available,937
 RTE ,2017,Q1,General and Accute - Occupied,795
 RTH ,2017,Q1,General and Accute - Available,1135
 RTH ,2017,Q1,General and Accute - Occupied,1016
 RTK ,2017,Q1,General and Accute - Available,501
 RTK ,2017,Q1,General and Accute - Occupied,430
 RTP ,2017,Q1,General and Accute - Available,640
 RTP ,2017,Q1,General and Accute - Occupied,594
 RTQ ,2017,Q1,General and Accute - Available,
 RTQ ,2017,Q1,General and Accute - Occupied,
 RVJ ,2017,Q1,General and Accute - Available,878
 RVJ ,2017,Q1,General and Accute - Occupied,859
 RVN ,2017,Q1,General and Accute - Available,
 RVN ,2017,Q1,General and Accute - Occupied,
 RVV ,2017,Q1,General and Accute - Available,1008
 RVV ,2017,Q1,General and Accute - Occupied,885
 RW1 ,2017,Q1,General and Accute - Available,64
 RW1 ,2017,Q1,General and Accute - Occupied,59
 RWF ,2017,Q1,General and Accute - Available,784
 RWF ,2017,Q1,General and Accute - Occupied,709
 RWV ,2017,Q1,General and Accute - Available,
 RWV ,2017,Q1,General and Accute - Occupied,
 RWX ,2017,Q1,General and Accute - Available,46
 RWX ,2017,Q1,General and Accute - Occupied,41
 RX2 ,2017,Q1,General and Accute - Available,
 RX2 ,2017,Q1,General and Accute - Occupied,
 RXC ,2017,Q1,General and Accute - Available,772
 RXC ,2017,Q1,General and Accute - Occupied,656
 RXH ,2017,Q1,General and Accute - Available,806
 RXH ,2017,Q1,General and Accute - Occupied,737
 RXQ ,2017,Q1,General and Accute - Available,687
 RXQ ,2017,Q1,General and Accute - Occupied,615
 RXX ,2017,Q1,General and Accute - Available,
 RXX ,2017,Q1,General and Accute - Occupied,
 RXY ,2017,Q1,General and Accute - Available,
 RXY ,2017,Q1,General and Accute - Occupied,
 RYR ,2017,Q1,General and Accute - Available,926
 RYR ,2017,Q1,General and Accute - Occupied,892
RAE,2017,Q2,General and Accute - Available,651
RAE,2017,Q2,General and Accute - Occupied,339
RBL,2017,Q2,General and Accute - Available,726
RBL,2017,Q2,General and Accute - Occupied,639
RBN,2017,Q2,General and Accute - Available,679
RBN,2017,Q2,General and Accute - Occupied,639
RBQ,2017,Q2,General and Accute - Available,154
RBQ,2017,Q2,General and Accute - Occupied,124
RBS,2017,Q2,General and Accute - Available,227
RBS,2017,Q2,General and Accute - Occupied,179
RBT,2017,Q2,General and Accute - Available,521
RBT,2017,Q2,General and Accute - Occupied,417
RBV,2017,Q2,General and Accute - Available,175
RBV,2017,Q2,General and Accute - Occupied,155
RCB,2017,Q2,General and Accute - Available,987
RCB,2017,Q2,General and Accute - Occupied,878
RCD,2017,Q2,General and Accute - Available,288
RCD,2017,Q2,General and Accute - Occupied,252
RCF,2017,Q2,General and Accute - Available,337
RCF,2017,Q2,General and Accute - Occupied,284
RCU,2017,Q2,General and Accute - Available,139
RCU,2017,Q2,General and Accute - Occupied,93
RE9,2017,Q2,General and Accute - Available,303
RE9,2017,Q2,General and Accute - Occupied,254
REM,2017,Q2,General and Accute - Available,725
REM,2017,Q2,General and Accute - Occupied,676
REN,2017,Q2,General and Accute - Available,104
REN,2017,Q2,General and Accute - Occupied,60
REP,2017,Q2,General and Accute - Available,27
REP,2017,Q2,General and Accute - Occupied,19
RET,2017,Q2,General and Accute - Available,167
RET,2017,Q2,General and Accute - Occupied,142
RFF,2017,Q2,General and Accute - Available,336
RFF,2017,Q2,General and Accute - Occupied,311
RFR,2017,Q2,General and Accute - Available,431
RFR,2017,Q2,General and Accute - Occupied,407
RGD,2017,Q2,General and Accute - Available,
RGD,2017,Q2,General and Accute - Occupied,
RHQ,2017,Q2,General and Accute - Available,1498
RHQ,2017,Q2,General and Accute - Occupied,1369
RJL,2017,Q2,General and Accute - Available,739
RJL,2017,Q2,General and Accute - Occupied,622
RJN,2017,Q2,General and Accute - Available,310
RJN,2017,Q2,General and Accute - Occupied,278
RJR,2017,Q2,General and Accute - Available,499
RJR,2017,Q2,General and Accute - Occupied,484
RLN,2017,Q2,General and Accute - Available,729
RLN,2017,Q2,General and Accute - Occupied,564
RM2,2017,Q2,General and Accute - Available,730
RM2,2017,Q2,General and Accute - Occupied,644
RM3,2017,Q2,General and Accute - Available,770
RM3,2017,Q2,General and Accute - Occupied,695
RMC,2017,Q2,General and Accute - Available,580
RMC,2017,Q2,General and Accute - Occupied,496
RMP,2017,Q2,General and Accute - Available,417
RMP,2017,Q2,General and Accute - Occupied,379
RNL,2017,Q2,General and Accute - Available,518
RNL,2017,Q2,General and Accute - Occupied,459
RNN,2017,Q2,General and Accute - Available,
RNN,2017,Q2,General and Accute - Occupied,
RP5,2017,Q2,General and Accute - Available,754
RP5,2017,Q2,General and Accute - Occupied,640
RQ6,2017,Q2,General and Accute - Available,767
RQ6,2017,Q2,General and Accute - Occupied,710
RR7,2017,Q2,General and Accute - Available,487
RR7,2017,Q2,General and Accute - Occupied,438
RR8,2017,Q2,General and Accute - Available,1698
RR8,2017,Q2,General and Accute - Occupied,1592
RRF,2017,Q2,General and Accute - Available,459
RRF,2017,Q2,General and Accute - Occupied,381
RT2,2017,Q2,General and Accute - Available,
RT2,2017,Q2,General and Accute - Occupied,
RTD,2017,Q2,General and Accute - Available,1459
RTD,2017,Q2,General and Accute - Occupied,1199
RTF,2017,Q2,General and Accute - Available,890
RTF,2017,Q2,General and Accute - Occupied,733
RTR,2017,Q2,General and Accute - Available,902
RTR,2017,Q2,General and Accute - Occupied,792
RTV,2017,Q2,General and Accute - Available,
RTV,2017,Q2,General and Accute - Occupied,
RTX,2017,Q2,General and Accute - Available,668
RTX,2017,Q2,General and Accute - Occupied,546
RV9,2017,Q2,General and Accute - Available,
RV9,2017,Q2,General and Accute - Occupied,
RVW,2017,Q2,General and Accute - Available,609
RVW,2017,Q2,General and Accute - Occupied,506
RVY,2017,Q2,General and Accute - Available,428
RVY,2017,Q2,General and Accute - Occupied,341
RW3,2017,Q2,General and Accute - Available,1090
RW3,2017,Q2,General and Accute - Occupied,983
RW4,2017,Q2,General and Accute - Available,
RW4,2017,Q2,General and Accute - Occupied,
RW5,2017,Q2,General and Accute - Available,
RW5,2017,Q2,General and Accute - Occupied,
RW6,2017,Q2,General and Accute - Available,1068
RW6,2017,Q2,General and Accute - Occupied,958
RWA,2017,Q2,General and Accute - Available,978
RWA,2017,Q2,General and Accute - Occupied,883
RWJ,2017,Q2,General and Accute - Available,671
RWJ,2017,Q2,General and Accute - Occupied,590
RWW,2017,Q2,General and Accute - Available,528
RWW,2017,Q2,General and Accute - Occupied,456
RWY,2017,Q2,General and Accute - Available,718
RWY,2017,Q2,General and Accute - Occupied,652
RX3,2017,Q2,General and Accute - Available,
RX3,2017,Q2,General and Accute - Occupied,
RX4,2017,Q2,General and Accute - Available,49
RX4,2017,Q2,General and Accute - Occupied,45
RXA,2017,Q2,General and Accute - Available,
RXA,2017,Q2,General and Accute - Occupied,
RXE,2017,Q2,General and Accute - Available,62
RXE,2017,Q2,General and Accute - Occupied,51
RXF,2017,Q2,General and Accute - Available,974
RXF,2017,Q2,General and Accute - Occupied,879
RXG,2017,Q2,General and Accute - Available,76
RXG,2017,Q2,General and Accute - Occupied,50
RXL,2017,Q2,General and Accute - Available,761
RXL,2017,Q2,General and Accute - Occupied,729
RXN,2017,Q2,General and Accute - Available,815
RXN,2017,Q2,General and Accute - Occupied,762
RXP,2017,Q2,General and Accute - Available,915
RXP,2017,Q2,General and Accute - Occupied,739
RXR,2017,Q2,General and Accute - Available,885
RXR,2017,Q2,General and Accute - Occupied,801
RY6,2017,Q2,General and Accute - Available,56
RY6,2017,Q2,General and Accute - Occupied,53
TAD,2017,Q2,General and Accute - Available,
TAD,2017,Q2,General and Accute - Occupied,
TAH,2017,Q2,General and Accute - Available,
TAH,2017,Q2,General and Accute - Occupied,
R1A,2017,Q2,General and Accute - Available,38
R1A,2017,Q2,General and Accute - Occupied,35
R1E,2017,Q2,General and Accute - Available,133
R1E,2017,Q2,General and Accute - Occupied,120
R1L,2017,Q2,General and Accute - Available,77
R1L,2017,Q2,General and Accute - Occupied,69
RAJ,2017,Q2,General and Accute - Available,524
RAJ,2017,Q2,General and Accute - Occupied,443
RBK,2017,Q2,General and Accute - Available,443
RBK,2017,Q2,General and Accute - Occupied,391
RC1,2017,Q2,General and Accute - Available,375
RC1,2017,Q2,General and Accute - Occupied,371
RC9,2017,Q2,General and Accute - Available,615
