ODS,Year,Q,Variable,Value
RM3,2016,Q1,General and Accute - Available,720
RM3,2016,Q1,General and Accute - Occupied,650
RMC,2016,Q1,General and Accute - Available,601
RMC,2016,Q1,General and Accute - Occupied,511
RMP,2016,Q1,General and Accute - Available,443
RMP,2016,Q1,General and Accute - Occupied,416
RNL,2016,Q1,General and Accute - Available,560
RNL,2016,Q1,General and Accute - Occupied,504
RNN,2016,Q1,General and Accute - Available,
RNN,2016,Q1,General and Accute - Occupied,
RP5,2016,Q1,General and Accute - Available,845
RP5,2016,Q1,General and Accute - Occupied,720
RQ6,2016,Q1,General and Accute - Available,826
RQ6,2016,Q1,General and Accute - Occupied,728
RR7,2016,Q1,General and Accute - Available,466
RR7,2016,Q1,General and Accute - Occupied,428
RR8,2016,Q1,General and Accute - Available,1643
RR8,2016,Q1,General and Accute - Occupied,1532
RRF,2016,Q1,General and Accute - Available,470
RRF,2016,Q1,General and Accute - Occupied,396
RT2,2016,Q1,General and Accute - Available,
RT2,2016,Q1,General and Accute - Occupied,
RTD,2016,Q1,General and Accute - Available,1464
RTD,2016,Q1,General and Accute - Occupied,1322
RTF,2016,Q1,General and Accute - Available,955
RTF,2016,Q1,General and Accute - Occupied,801
RTR,2016,Q1,General and Accute - Available,909
RTR,2016,Q1,General and Accute - Occupied,807
RTV,2016,Q1,General and Accute - Available,
RTV,2016,Q1,General and Accute - Occupied,
RTX,2016,Q1,General and Accute - Available,630
RTX,2016,Q1,General and Accute - Occupied,624
RV9,2016,Q1,General and Accute - Available,
RV9,2016,Q1,General and Accute - Occupied,
RVW,2016,Q1,General and Accute - Available,600
RVW,2016,Q1,General and Accute - Occupied,570
RVY,2016,Q1,General and Accute - Available,415
RVY,2016,Q1,General and Accute - Occupied,350
RW3,2016,Q1,General and Accute - Available,1130
RW3,2016,Q1,General and Accute - Occupied,1034
RW4,2016,Q1,General and Accute - Available,
RW4,2016,Q1,General and Accute - Occupied,
RW5,2016,Q1,General and Accute - Available,
RW5,2016,Q1,General and Accute - Occupied,
RW6,2016,Q1,General and Accute - Available,1152
RW6,2016,Q1,General and Accute - Occupied,987
RWA,2016,Q1,General and Accute - Available,1022
RWA,2016,Q1,General and Accute - Occupied,933
RWJ,2016,Q1,General and Accute - Available,694
RWJ,2016,Q1,General and Accute - Occupied,615
RWW,2016,Q1,General and Accute - Available,585
RWW,2016,Q1,General and Accute - Occupied,521
RWY,2016,Q1,General and Accute - Available,744
RWY,2016,Q1,General and Accute - Occupied,662
RX3,2016,Q1,General and Accute - Available,
RX3,2016,Q1,General and Accute - Occupied,
RX4,2016,Q1,General and Accute - Available,53
RX4,2016,Q1,General and Accute - Occupied,48
RXA,2016,Q1,General and Accute - Available,
RXA,2016,Q1,General and Accute - Occupied,
RXE,2016,Q1,General and Accute - Available,62
RXE,2016,Q1,General and Accute - Occupied,51
RXF,2016,Q1,General and Accute - Available,1011
RXF,2016,Q1,General and Accute - Occupied,855
RXG,2016,Q1,General and Accute - Available,76
RXG,2016,Q1,General and Accute - Occupied,69
RXL,2016,Q1,General and Accute - Available,778
RXL,2016,Q1,General and Accute - Occupied,723
RXN,2016,Q1,General and Accute - Available,828
RXN,2016,Q1,General and Accute - Occupied,798
RXP,2016,Q1,General and Accute - Available,975
RXP,2016,Q1,General and Accute - Occupied,787
RXR,2016,Q1,General and Accute - Available,917
RXR,2016,Q1,General and Accute - Occupied,814
RY6,2016,Q1,General and Accute - Available,40
RY6,2016,Q1,General and Accute - Occupied,31
TAD,2016,Q1,General and Accute - Available,
TAD,2016,Q1,General and Accute - Occupied,
TAE,2016,Q1,General and Accute - Available,
TAE,2016,Q1,General and Accute - Occupied,
TAH,2016,Q1,General and Accute - Available,
TAH,2016,Q1,General and Accute - Occupied,
R1A,2016,Q1,General and Accute - Available,47
R1A,2016,Q1,General and Accute - Occupied,37
R1E,2016,Q1,General and Accute - Available,278
R1E,2016,Q1,General and Accute - Occupied,249
RAJ,2016,Q1,General and Accute - Available,512
RAJ,2016,Q1,General and Accute - Occupied,449
RBK,2016,Q1,General and Accute - Available,479
RBK,2016,Q1,General and Accute - Occupied,428
RC1,2016,Q1,General and Accute - Available,366
RC1,2016,Q1,General and Accute - Occupied,360
RC9,2016,Q1,General and Accute - Available,565
RC9,2016,Q1,General and Accute - Occupied,555
RCX,2016,Q1,General and Accute - Available,421
RCX,2016,Q1,General and Accute - Occupied,375
RD8,2016,Q1,General and Accute - Available,460
RD8,2016,Q1,General and Accute - Occupied,420
RDD,2016,Q1,General and Accute - Available,630
RDD,2016,Q1,General and Accute - Occupied,628
RDE,2016,Q1,General and Accute - Available,579
RDE,2016,Q1,General and Accute - Occupied,522
RFS,2016,Q1,General and Accute - Available,489
RFS,2016,Q1,General and Accute - Occupied,455
RGM,2016,Q1,General and Accute - Available,244
RGM,2016,Q1,General and Accute - Occupied,182
RGN,2016,Q1,General and Accute - Available,579
RGN,2016,Q1,General and Accute - Occupied,513
RGP,2016,Q1,General and Accute - Available,399
RGP,2016,Q1,General and Accute - Occupied,340
RGQ,2016,Q1,General and Accute - Available,589
RGQ,2016,Q1,General and Accute - Occupied,514
RGR,2016,Q1,General and Accute - Available,446
RGR,2016,Q1,General and Accute - Occupied,385
RGT,2016,Q1,General and Accute - Available,929
RGT,2016,Q1,General and Accute - Occupied,847
RHA,2016,Q1,General and Accute - Available,84
RHA,2016,Q1,General and Accute - Occupied,76
RJC,2016,Q1,General and Accute - Available,462
RJC,2016,Q1,General and Accute - Occupied,404
RJE,2016,Q1,General and Accute - Available,1257
RJE,2016,Q1,General and Accute - Occupied,1169
RJF,2016,Q1,General and Accute - Available,466
RJF,2016,Q1,General and Accute - Occupied,421
RK5,2016,Q1,General and Accute - Available,611
RK5,2016,Q1,General and Accute - Occupied,532
RKB,2016,Q1,General and Accute - Available,1075
RKB,2016,Q1,General and Accute - Occupied,1063
RL1,2016,Q1,General and Accute - Available,167
RL1,2016,Q1,General and Accute - Occupied,118
RL4,2016,Q1,General and Accute - Available,861
RL4,2016,Q1,General and Accute - Occupied,795
RLQ,2016,Q1,General and Accute - Available,266
RLQ,2016,Q1,General and Accute - Occupied,246
RLT,2016,Q1,General and Accute - Available,314
RLT,2016,Q1,General and Accute - Occupied,290
RLU,2016,Q1,General and Accute - Available,24
RLU,2016,Q1,General and Accute - Occupied,10
RLY,2016,Q1,General and Accute - Available,
RLY,2016,Q1,General and Accute - Occupied,
RM1,2016,Q1,General and Accute - Available,1040
RM1,2016,Q1,General and Accute - Occupied,960
RMY,2016,Q1,General and Accute - Available,
RMY,2016,Q1,General and Accute - Occupied,
RNA,2016,Q1,General and Accute - Available,736
RNA,2016,Q1,General and Accute - Occupied,634
RNQ,2016,Q1,General and Accute - Available,571
RNQ,2016,Q1,General and Accute - Occupied,562
RNS,2016,Q1,General and Accute - Available,704
RNS,2016,Q1,General and Accute - Occupied,636
RP1,2016,Q1,General and Accute - Available,124
RP1,2016,Q1,General and Accute - Occupied,117
RP7,2016,Q1,General and Accute - Available,
RP7,2016,Q1,General and Accute - Occupied,
RQ3,2016,Q1,General and Accute - Available,235
RQ3,2016,Q1,General and Accute - Occupied,219
RQ8,2016,Q1,General and Accute - Available,482
RQ8,2016,Q1,General and Accute - Occupied,463
RQQ,2016,Q1,General and Accute - Available,196
RQQ,2016,Q1,General and Accute - Occupied,178
RQW,2016,Q1,General and Accute - Available,438
RQW,2016,Q1,General and Accute - Occupied,408
RR1,2016,Q1,General and Accute - Available,1392
RR1,2016,Q1,General and Accute - Occupied,1260
RRD,2016,Q1,General and Accute - Available,
RRD,2016,Q1,General and Accute - Occupied,
RRE,2016,Q1,General and Accute - Available,
RRE,2016,Q1,General and Accute - Occupied,
RRJ,2016,Q1,General and Accute - Available,102
RRJ,2016,Q1,General and Accute - Occupied,75
RRK,2016,Q1,General and Accute - Available,1068
RRK,2016,Q1,General and Accute - Occupied,1060
RT1,2016,Q1,General and Accute - Available,64
RT1,2016,Q1,General and Accute - Occupied,57
RTG,2016,Q1,General and Accute - Available,986
RTG,2016,Q1,General and Accute - Occupied,884
RWD,2016,Q1,General and Accute - Available,1018
RWD,2016,Q1,General and Accute - Occupied,904
RWE,2016,Q1,General and Accute - Available,1496
RWE,2016,Q1,General and Accute - Occupied,1310
RWG,2016,Q1,General and Accute - Available,683
RWG,2016,Q1,General and Accute - Occupied,625
RWH,2016,Q1,General and Accute - Available,654
RWH,2016,Q1,General and Accute - Occupied,560
RWN,2016,Q1,General and Accute - Available,74
RWN,2016,Q1,General and Accute - Occupied,65
RWP,2016,Q1,General and Accute - Available,743
RWP,2016,Q1,General and Accute - Occupied,663
RX1,2016,Q1,General and Accute - Available,1553
RX1,2016,Q1,General and Accute - Occupied,1356
RXK,2016,Q1,General and Accute - Available,716
RXK,2016,Q1,General and Accute - Occupied,612
RXM,2016,Q1,General and Accute - Available,
RXM,2016,Q1,General and Accute - Occupied,
RXT,2016,Q1,General and Accute - Available,
RXT,2016,Q1,General and Accute - Occupied,
RXW,2016,Q1,General and Accute - Available,705
RXW,2016,Q1,General and Accute - Occupied,648
RY3,2016,Q1,General and Accute - Available,75
RY3,2016,Q1,General and Accute - Occupied,69
RY5,2016,Q1,General and Accute - Available,59
RY5,2016,Q1,General and Accute - Occupied,44
RY8,2016,Q1,General and Accute - Available,
RY8,2016,Q1,General and Accute - Occupied,
RYG,2016,Q1,General and Accute - Available,
RYG,2016,Q1,General and Accute - Occupied,
RYK,2016,Q1,General and Accute - Available,
RYK,2016,Q1,General and Accute - Occupied,
RYV,2016,Q1,General and Accute - Available,36
RYV,2016,Q1,General and Accute - Occupied,12
RYW,2016,Q1,General and Accute - Available,244
RYW,2016,Q1,General and Accute - Occupied,223
TAJ,2016,Q1,General and Accute - Available,
TAJ,2016,Q1,General and Accute - Occupied,
R1H,2016,Q1,General and Accute - Available,1623
R1H,2016,Q1,General and Accute - Occupied,1569
R1K,2016,Q1,General and Accute - Available,1120
R1K,2016,Q1,General and Accute - Occupied,1045
RAL,2016,Q1,General and Accute - Available,961
RAL,2016,Q1,General and Accute - Occupied,829
RAN,2016,Q1,General and Accute - Available,172
RAN,2016,Q1,General and Accute - Occupied,112
RAP,2016,Q1,General and Accute - Available,485
RAP,2016,Q1,General and Accute - Occupied,457
RAS,2016,Q1,General and Accute - Available,434
RAS,2016,Q1,General and Accute - Occupied,402
RAT,2016,Q1,General and Accute - Available,183
RAT,2016,Q1,General and Accute - Occupied,172
RAX,2016,Q1,General and Accute - Available,381
RAX,2016,Q1,General and Accute - Occupied,322
RF4,2016,Q1,General and Accute - Available,906
RF4,2016,Q1,General and Accute - Occupied,872
RJ1,2016,Q1,General and Accute - Available,1010
RJ1,2016,Q1,General and Accute - Occupied,832
RJ2,2016,Q1,General and Accute - Available,888
RJ2,2016,Q1,General and Accute - Occupied,842
RJ6,2016,Q1,General and Accute - Available,448
RJ6,2016,Q1,General and Accute - Occupied,440
RJ7,2016,Q1,General and Accute - Available,875
RJ7,2016,Q1,General and Accute - Occupied,824
RJZ,2016,Q1,General and Accute - Available,1216
RJZ,2016,Q1,General and Accute - Occupied,1150
RKE,2016,Q1,General and Accute - Available,277
RKE,2016,Q1,General and Accute - Occupied,234
RKL,2016,Q1,General and Accute - Available,20
RKL,2016,Q1,General and Accute - Occupied,14
RP4,2016,Q1,General and Accute - Available,271
RP4,2016,Q1,General and Accute - Occupied,226
RP6,2016,Q1,General and Accute - Available,8
RP6,2016,Q1,General and Accute - Occupied,6
RPG,2016,Q1,General and Accute - Available,
RPG,2016,Q1,General and Accute - Occupied,
RPY,2016,Q1,General and Accute - Available,181
RPY,2016,Q1,General and Accute - Occupied,151
RQM,2016,Q1,General and Accute - Available,706
RQM,2016,Q1,General and Accute - Occupied,645
RQX,2016,Q1,General and Accute - Available,373
RQX,2016,Q1,General and Accute - Occupied,310
RQY,2016,Q1,General and Accute - Available,
RQY,2016,Q1,General and Accute - Occupied,
RRP,2016,Q1,General and Accute - Available,
RRP,2016,Q1,General and Accute - Occupied,
RRV,2016,Q1,General and Accute - Available,800
RRV,2016,Q1,General and Accute - Occupied,662
RT3,2016,Q1,General and Accute - Available,382
RT3,2016,Q1,General and Accute - Occupied,336
RV3,2016,Q1,General and Accute - Available,83
RV3,2016,Q1,General and Accute - Occupied,75
RVR,2016,Q1,General and Accute - Available,802
RVR,2016,Q1,General and Accute - Occupied,671
RWK,2016,Q1,General and Accute - Available,51
RWK,2016,Q1,General and Accute - Occupied,29
RYJ,2016,Q1,General and Accute - Available,1055
RYJ,2016,Q1,General and Accute - Occupied,902
RYX,2016,Q1,General and Accute - Available,118
RYX,2016,Q1,General and Accute - Occupied,98
TAF,2016,Q1,General and Accute - Available,
TAF,2016,Q1,General and Accute - Occupied,
R1C,2016,Q1,General and Accute - Available,57
R1C,2016,Q1,General and Accute - Occupied,51
R1F,2016,Q1,General and Accute - Available,259
R1F,2016,Q1,General and Accute - Occupied,254
R1J,2016,Q1,General and Accute - Available,
R1J,2016,Q1,General and Accute - Occupied,
RA2,2016,Q1,General and Accute - Available,445
RA2,2016,Q1,General and Accute - Occupied,363
RA3,2016,Q1,General and Accute - Available,272
RA3,2016,Q1,General and Accute - Occupied,264
RA4,2016,Q1,General and Accute - Available,329
RA4,2016,Q1,General and Accute - Occupied,305
RA7,2016,Q1,General and Accute - Available,742
RA7,2016,Q1,General and Accute - Occupied,669
RA9,2016,Q1,General and Accute - Available,404
RA9,2016,Q1,General and Accute - Occupied,340
RBA,2016,Q1,General and Accute - Available,432
RBA,2016,Q1,General and Accute - Occupied,381
RBD,2016,Q1,General and Accute - Available,301
RBD,2016,Q1,General and Accute - Occupied,264
RBZ,2016,Q1,General and Accute - Available,308
RBZ,2016,Q1,General and Accute - Occupied,278
RD1,2016,Q1,General and Accute - Available,638
RD1,2016,Q1,General and Accute - Occupied,597
RD3,2016,Q1,General and Accute - Available,509
RD3,2016,Q1,General and Accute - Occupied,493
RDR,2016,Q1,General and Accute - Available,122
RDR,2016,Q1,General and Accute - Occupied,113
RDU,2016,Q1,General and Accute - Available,1294
RDU,2016,Q1,General and Accute - Occupied,1195
RDY,2016,Q1,General and Accute - Available,
RDY,2016,Q1,General and Accute - Occupied,
RDZ,2016,Q1,General and Accute - Available,602
RDZ,2016,Q1,General and Accute - Occupied,544
REF,2016,Q1,General and Accute - Available,745
REF,2016,Q1,General and Accute - Occupied,616
RH5,2016,Q1,General and Accute - Available,250
RH5,2016,Q1,General and Accute - Occupied,229
RH8,2016,Q1,General and Accute - Available,773
RH8,2016,Q1,General and Accute - Occupied,687
RHM,2016,Q1,General and Accute - Available,1109
RHM,2016,Q1,General and Accute - Occupied,1020
RHU,2016,Q1,General and Accute - Available,994
RHU,2016,Q1,General and Accute - Occupied,941
RHW,2016,Q1,General and Accute - Available,653
RHW,2016,Q1,General and Accute - Occupied,562
RJ8,2016,Q1,General and Accute - Available,175
RJ8,2016,Q1,General and Accute - Occupied,166
RK9,2016,Q1,General and Accute - Available,859
RK9,2016,Q1,General and Accute - Occupied,784
RN3,2016,Q1,General and Accute - Available,571
RN3,2016,Q1,General and Accute - Occupied,533
RN5,2016,Q1,General and Accute - Available,812
RN5,2016,Q1,General and Accute - Occupied,719
RN7,2016,Q1,General and Accute - Available,498
RN7,2016,Q1,General and Accute - Occupied,492
RNU,2016,Q1,General and Accute - Available,149
RNU,2016,Q1,General and Accute - Occupied,141
RNZ,2016,Q1,General and Accute - Available,461
RNZ,2016,Q1,General and Accute - Occupied,424
RPA,2016,Q1,General and Accute - Available,494
RPA,2016,Q1,General and Accute - Occupied,466
RPC,2016,Q1,General and Accute - Available,63
RPC,2016,Q1,General and Accute - Occupied,40
RTE,2016,Q1,General and Accute - Available,928
RTE,2016,Q1,General and Accute - Occupied,878
RTH,2016,Q1,General and Accute - Available,1153
RTH,2016,Q1,General and Accute - Occupied,1048
RTK,2016,Q1,General and Accute - Available,482
RTK,2016,Q1,General and Accute - Occupied,432
RTP,2016,Q1,General and Accute - Available,637
RTP,2016,Q1,General and Accute - Occupied,580
RTQ,2016,Q1,General and Accute - Available,
RTQ,2016,Q1,General and Accute - Occupied,
RVJ,2016,Q1,General and Accute - Available,859
RVJ,2016,Q1,General and Accute - Occupied,850
RVN,2016,Q1,General and Accute - Available,
RVN,2016,Q1,General and Accute - Occupied,
RVV,2016,Q1,General and Accute - Available,988
RVV,2016,Q1,General and Accute - Occupied,919
RW1,2016,Q1,General and Accute - Available,57
RW1,2016,Q1,General and Accute - Occupied,54
RWF,2016,Q1,General and Accute - Available,748
RWF,2016,Q1,General and Accute - Occupied,717
RWV,2016,Q1,General and Accute - Available,
RWV,2016,Q1,General and Accute - Occupied,
RWX,2016,Q1,General and Accute - Available,46
RWX,2016,Q1,General and Accute - Occupied,37
RX2,2016,Q1,General and Accute - Available,
RX2,2016,Q1,General and Accute - Occupied,
RXC,2016,Q1,General and Accute - Available,726
RXC,2016,Q1,General and Accute - Occupied,656
RXH,2016,Q1,General and Accute - Available,828
RXH,2016,Q1,General and Accute - Occupied,735
RXQ,2016,Q1,General and Accute - Available,713
RXQ,2016,Q1,General and Accute - Occupied,631
RXX,2016,Q1,General and Accute - Available,
RXX,2016,Q1,General and Accute - Occupied,
RXY,2016,Q1,General and Accute - Available,
RXY,2016,Q1,General and Accute - Occupied,
RYR,2016,Q1,General and Accute - Available,916
RYR,2016,Q1,General and Accute - Occupied,885
RAE,2016,Q2,General and Accute - Available,643
RAE,2016,Q2,General and Accute - Occupied,479
RBL,2016,Q2,General and Accute - Available,721
RBL,2016,Q2,General and Accute - Occupied,598
RBN,2016,Q2,General and Accute - Available,660
RBN,2016,Q2,General and Accute - Occupied,601
RBQ,2016,Q2,General and Accute - Available,149
RBQ,2016,Q2,General and Accute - Occupied,124
RBS,2016,Q2,General and Accute - Available,225
RBS,2016,Q2,General and Accute - Occupied,116
RBT,2016,Q2,General and Accute - Available,574
RBT,2016,Q2,General and Accute - Occupied,462
RBV,2016,Q2,General and Accute - Available,175
RBV,2016,Q2,General and Accute - Occupied,155
RCB,2016,Q2,General and Accute - Available,997
RCB,2016,Q2,General and Accute - Occupied,879
RCD,2016,Q2,General and Accute - Available,289
RCD,2016,Q2,General and Accute - Occupied,245
RCF,2016,Q2,General and Accute - Available,327
RCF,2016,Q2,General and Accute - Occupied,280
RCU,2016,Q2,General and Accute - Available,138
RCU,2016,Q2,General and Accute - Occupied,95
RE9,2016,Q2,General and Accute - Available,308
RE9,2016,Q2,General and Accute - Occupied,286
REM,2016,Q2,General and Accute - Available,712
REM,2016,Q2,General and Accute - Occupied,643
REN,2016,Q2,General and Accute - Available,74
REN,2016,Q2,General and Accute - Occupied,49
REP,2016,Q2,General and Accute - Available,36
REP,2016,Q2,General and Accute - Occupied,22
RET,2016,Q2,General and Accute - Available,162
RET,2016,Q2,General and Accute - Occupied,145
RFF,2016,Q2,General and Accute - Available,375
RFF,2016,Q2,General and Accute - Occupied,307
RFR,2016,Q2,General and Accute - Available,414
RFR,2016,Q2,General and Accute - Occupied,377
RGD,2016,Q2,General and Accute - Available,
RGD,2016,Q2,General and Accute - Occupied,
RHQ,2016,Q2,General and Accute - Available,1495
RHQ,2016,Q2,General and Accute - Occupied,1367
RJL,2016,Q2,General and Accute - Available,762
RJL,2016,Q2,General and Accute - Occupied,611
RJN,2016,Q2,General and Accute - Available,321
RJN,2016,Q2,General and Accute - Occupied,287
RJR,2016,Q2,General and Accute - Available,484
RJR,2016,Q2,General and Accute - Occupied,482
RLN,2016,Q2,General and Accute - Available,721
RLN,2016,Q2,General and Accute - Occupied,586
RM2,2016,Q2,General and Accute - Available,749
RM2,2016,Q2,General and Accute - Occupied,663
RM3,2016,Q2,General and Accute - Available,696
RM3,2016,Q2,General and Accute - Occupied,651
RMC,2016,Q2,General and Accute - Available,593
RMC,2016,Q2,General and Accute - Occupied,494
RMP,2016,Q2,General and Accute - Available,443
RMP,2016,Q2,General and Accute - Occupied,415
RNL,2016,Q2,General and Accute - Available,550
RNL,2016,Q2,General and Accute - Occupied,479
RNN,2016,Q2,General and Accute - Available,
RNN,2016,Q2,General and Accute - Occupied,
RP5,2016,Q2,General and Accute - Available,826
RP5,2016,Q2,General and Accute - Occupied,686
RQ6,2016,Q2,General and Accute - Available,783
RQ6,2016,Q2,General and Accute - Occupied,726
RR7,2016,Q2,General and Accute - Available,461
RR7,2016,Q2,General and Accute - Occupied,437
RR8,2016,Q2,General and Accute - Available,1616
RR8,2016,Q2,General and Accute - Occupied,1531
RRF,2016,Q2,General and Accute - Available,470
RRF,2016,Q2,General and Accute - Occupied,394
RT2,2016,Q2,General and Accute - Available,
RT2,2016,Q2,General and Accute - Occupied,
RTD,2016,Q2,General and Accute - Available,1444
RTD,2016,Q2,General and Accute - Occupied,1206
RTF,2016,Q2,General and Accute - Available,939
RTF,2016,Q2,General and Accute - Occupied,777
RTR,2016,Q2,General and Accute - Available,900
RTR,2016,Q2,General and Accute - Occupied,777
RTV,2016,Q2,General and Accute - Available,
RTV,2016,Q2,General and Accute - Occupied,
RTX,2016,Q2,General and Accute - Available,684
RTX,2016,Q2,General and Accute - Occupied,667
RV9,2016,Q2,General and Accute - Available,
RV9,2016,Q2,General and Accute - Occupied,
RVW,2016,Q2,General and Accute - Available,611
RVW,2016,Q2,General and Accute - Occupied,537
RVY,2016,Q2,General and Accute - Available,431
RVY,2016,Q2,General and Accute - Occupied,347
RW3,2016,Q2,General and Accute - Available,1105
RW3,2016,Q2,General and Accute - Occupied,1016
RW4,2016,Q2,General and Accute - Available,
RW4,2016,Q2,General and Accute - Occupied,
RW5,2016,Q2,General and Accute - Available,
RW5,2016,Q2,General and Accute - Occupied,
RW6,2016,Q2,General and Accute - Available,1151
RW6,2016,Q2,General and Accute - Occupied,976
RWA,2016,Q2,General and Accute - Available,1007
RWA,2016,Q2,General and Accute - Occupied,900
RWJ,2016,Q2,General and Accute - Available,686
RWJ,2016,Q2,General and Accute - Occupied,605
RWW,2016,Q2,General and Accute - Available,566
RWW,2016,Q2,General and Accute - Occupied,488
RWY,2016,Q2,General and Accute - Available,724
RWY,2016,Q2,General and Accute - Occupied,640
RX3,2016,Q2,General and Accute - Available,
RX3,2016,Q2,General and Accute - Occupied,
RX4,2016,Q2,General and Accute - Available,53
RX4,2016,Q2,General and Accute - Occupied,48
RXA,2016,Q2,General and Accute - Available,
RXA,2016,Q2,General and Accute - Occupied,
RXE,2016,Q2,General and Accute - Available,62
RXE,2016,Q2,General and Accute - Occupied,44
RXF,2016,Q2,General and Accute - Available,972
RXF,2016,Q2,General and Accute - Occupied,841
RXG,2016,Q2,General and Accute - Available,76
RXG,2016,Q2,General and Accute - Occupied,67
RXL,2016,Q2,General and Accute - Available,768
RXL,2016,Q2,General and Accute - Occupied,711
RXN,2016,Q2,General and Accute - Available,817
RXN,2016,Q2,General and Accute - Occupied,782
RXP,2016,Q2,General and Accute - Available,954
RXP,2016,Q2,General and Accute - Occupied,761
RXR,2016,Q2,General and Accute - Available,910
RXR,2016,Q2,General and Accute - Occupied,810
RY6,2016,Q2,General and Accute - Available,57
RY6,2016,Q2,General and Accute - Occupied,51
TAD,2016,Q2,General and Accute - Available,
TAD,2016,Q2,General and Accute - Occupied,
TAE,2016,Q2,General and Accute - Available,
TAE,2016,Q2,General and Accute - Occupied,
TAH,2016,Q2,General and Accute - Available,
TAH,2016,Q2,General and Accute - Occupied,
R1A,2016,Q2,General and Accute - Available,46
R1A,2016,Q2,General and Accute - Occupied,40
R1E,2016,Q2,General and Accute - Available,160
R1E,2016,Q2,General and Accute - Occupied,152
RAJ,2016,Q2,General and Accute - Available,514
RAJ,2016,Q2,General and Accute - Occupied,447
RBK,2016,Q2,General and Accute - Available,478
RBK,2016,Q2,General and Accute - Occupied,429
RC1,2016,Q2,General and Accute - Available,371
RC1,2016,Q2,General and Accute - Occupied,363
RC9,2016,Q2,General and Accute - Available,577
RC9,2016,Q2,General and Accute - Occupied,540
RCX,2016,Q2,General and Accute - Available,412
RCX,2016,Q2,General and Accute - Occupied,365
RD8,2016,Q2,General and Accute - Available,460
RD8,2016,Q2,General and Accute - Occupied,410
RDD,2016,Q2,General and Accute - Available,602
RDD,2016,Q2,General and Accute - Occupied,602
RDE,2016,Q2,General and Accute - Available,573
RDE,2016,Q2,General and Accute - Occupied,480
RFS,2016,Q2,General and Accute - Available,482
RFS,2016,Q2,General and Accute - Occupied,445
RGM,2016,Q2,General and Accute - Available,224
RGM,2016,Q2,General and Accute - Occupied,177
RGN,2016,Q2,General and Accute - Available,582
RGN,2016,Q2,General and Accute - Occupied,500
RGP,2016,Q2,General and Accute - Available,402
RGP,2016,Q2,General and Accute - Occupied,348
RGQ,2016,Q2,General and Accute - Available,570
RGQ,2016,Q2,General and Accute - Occupied,518
RGR,2016,Q2,General and Accute - Available,449
RGR,2016,Q2,General and Accute - Occupied,353
RGT,2016,Q2,General and Accute - Available,930
RGT,2016,Q2,General and Accute - Occupied,841
RHA,2016,Q2,General and Accute - Available,84
RHA,2016,Q2,General and Accute - Occupied,75
RJC,2016,Q2,General and Accute - Available,453
RJC,2016,Q2,General and Accute - Occupied,392
RJE,2016,Q2,General and Accute - Available,1242
RJE,2016,Q2,General and Accute - Occupied,1154
RJF,2016,Q2,General and Accute - Available,448
RJF,2016,Q2,General and Accute - Occupied,410
RK5,2016,Q2,General and Accute - Available,589
