ODS,Year,Q,Variable,Value
RLU,2014,Q2,General and Accute - Available,32
RLU,2014,Q2,General and Accute - Occupied,11
RNA,2014,Q2,General and Accute - Available,722
RNA,2014,Q2,General and Accute - Occupied,632
RQ3,2014,Q2,General and Accute - Available,213
RQ3,2014,Q2,General and Accute - Occupied,199
RR1,2014,Q2,General and Accute - Available,1147
RR1,2014,Q2,General and Accute - Occupied,1072
RRJ,2014,Q2,General and Accute - Available,111
RRJ,2014,Q2,General and Accute - Occupied,90
RRK,2014,Q2,General and Accute - Available,1057
RRK,2014,Q2,General and Accute - Occupied,1019
RXK,2014,Q2,General and Accute - Available,770
RXK,2014,Q2,General and Accute - Occupied,613
RXT,2014,Q2,General and Accute - Available,
RXT,2014,Q2,General and Accute - Occupied,
RYK,2014,Q2,General and Accute - Available,
RYK,2014,Q2,General and Accute - Occupied,
RYW,2014,Q2,General and Accute - Available,264
RYW,2014,Q2,General and Accute - Occupied,222
TAJ,2014,Q2,General and Accute - Available,
TAJ,2014,Q2,General and Accute - Occupied,
RFS,2014,Q2,General and Accute - Available,496
RFS,2014,Q2,General and Accute - Occupied,448
RHA,2014,Q2,General and Accute - Available,84
RHA,2014,Q2,General and Accute - Occupied,78
RK5,2014,Q2,General and Accute - Available,675
RK5,2014,Q2,General and Accute - Occupied,641
RTG,2014,Q2,General and Accute - Available,1018
RTG,2014,Q2,General and Accute - Occupied,877
RX1,2014,Q2,General and Accute - Available,1516
RX1,2014,Q2,General and Accute - Occupied,1419
RXM,2014,Q2,General and Accute - Available,
RXM,2014,Q2,General and Accute - Occupied,
RY8,2014,Q2,General and Accute - Available,47
RY8,2014,Q2,General and Accute - Occupied,44
RCX,2014,Q2,General and Accute - Available,407
RCX,2014,Q2,General and Accute - Occupied,353
RGM,2014,Q2,General and Accute - Available,238
RGM,2014,Q2,General and Accute - Occupied,182
RGN,2014,Q2,General and Accute - Available,562
RGN,2014,Q2,General and Accute - Occupied,521
RGP,2014,Q2,General and Accute - Available,384
RGP,2014,Q2,General and Accute - Occupied,349
RGQ,2014,Q2,General and Accute - Available,549
RGQ,2014,Q2,General and Accute - Occupied,464
RGR,2014,Q2,General and Accute - Available,437
RGR,2014,Q2,General and Accute - Occupied,355
RGT,2014,Q2,General and Accute - Available,883
RGT,2014,Q2,General and Accute - Occupied,830
RM1,2014,Q2,General and Accute - Available,967
RM1,2014,Q2,General and Accute - Occupied,900
RMY,2014,Q2,General and Accute - Available,
RMY,2014,Q2,General and Accute - Occupied,
RQQ,2014,Q2,General and Accute - Available,217
RQQ,2014,Q2,General and Accute - Occupied,193
RT1,2014,Q2,General and Accute - Available,
RT1,2014,Q2,General and Accute - Occupied,
RY3,2014,Q2,General and Accute - Available,221
RY3,2014,Q2,General and Accute - Occupied,210
RYV,2014,Q2,General and Accute - Available,103
RYV,2014,Q2,General and Accute - Occupied,68
RAJ,2014,Q2,General and Accute - Available,598
RAJ,2014,Q2,General and Accute - Occupied,468
RDD,2014,Q2,General and Accute - Available,629
RDD,2014,Q2,General and Accute - Occupied,601
RDE,2014,Q2,General and Accute - Available,598
RDE,2014,Q2,General and Accute - Occupied,533
RQ8,2014,Q2,General and Accute - Available,497
RQ8,2014,Q2,General and Accute - Occupied,486
RQW,2014,Q2,General and Accute - Available,451
RQW,2014,Q2,General and Accute - Occupied,419
RRD,2014,Q2,General and Accute - Available,
RRD,2014,Q2,General and Accute - Occupied,
RWN,2014,Q2,General and Accute - Available,74
RWN,2014,Q2,General and Accute - Occupied,68
RC1,2014,Q2,General and Accute - Available,350
RC1,2014,Q2,General and Accute - Occupied,336
RC9,2014,Q2,General and Accute - Available,543
RC9,2014,Q2,General and Accute - Occupied,472
RD8,2014,Q2,General and Accute - Available,404
RD8,2014,Q2,General and Accute - Occupied,387
RNQ,2014,Q2,General and Accute - Available,492
RNQ,2014,Q2,General and Accute - Occupied,464
RNS,2014,Q2,General and Accute - Available,666
RNS,2014,Q2,General and Accute - Occupied,595
RP1,2014,Q2,General and Accute - Available,124
RP1,2014,Q2,General and Accute - Occupied,115
RWG,2014,Q2,General and Accute - Available,690
RWG,2014,Q2,General and Accute - Occupied,609
RWH,2014,Q2,General and Accute - Available,651
RWH,2014,Q2,General and Accute - Occupied,502
RWR,2014,Q2,General and Accute - Available,
RWR,2014,Q2,General and Accute - Occupied,
RY4,2014,Q2,General and Accute - Available,207
RY4,2014,Q2,General and Accute - Occupied,206
RP7,2014,Q2,General and Accute - Available,
RP7,2014,Q2,General and Accute - Occupied,
RT5,2014,Q2,General and Accute - Available,
RT5,2014,Q2,General and Accute - Occupied,
RWD,2014,Q2,General and Accute - Available,1141
RWD,2014,Q2,General and Accute - Occupied,1088
RWE,2014,Q2,General and Accute - Available,1497
RWE,2014,Q2,General and Accute - Occupied,1261
RY5,2014,Q2,General and Accute - Available,60
RY5,2014,Q2,General and Accute - Occupied,50
R1E,2014,Q2,General and Accute - Available,291
R1E,2014,Q2,General and Accute - Occupied,273
RJD,2014,Q2,General and Accute - Available,336
RJD,2014,Q2,General and Accute - Occupied,266
RJE,2014,Q2,General and Accute - Available,1049
RJE,2014,Q2,General and Accute - Occupied,998
RJF,2014,Q2,General and Accute - Available,452
RJF,2014,Q2,General and Accute - Occupied,394
RL1,2014,Q2,General and Accute - Available,186
RL1,2014,Q2,General and Accute - Occupied,139
RLY,2014,Q2,General and Accute - Available,
RLY,2014,Q2,General and Accute - Occupied,
RRE,2014,Q2,General and Accute - Available,
RRE,2014,Q2,General and Accute - Occupied,
RXW,2014,Q2,General and Accute - Available,706
RXW,2014,Q2,General and Accute - Occupied,647
R1J,2014,Q2,General and Accute - Available,49
R1J,2014,Q2,General and Accute - Occupied,46
RBB,2014,Q2,General and Accute - Available,15
RBB,2014,Q2,General and Accute - Occupied,10
RD1,2014,Q2,General and Accute - Available,603
RD1,2014,Q2,General and Accute - Occupied,563
RN3,2014,Q2,General and Accute - Available,542
RN3,2014,Q2,General and Accute - Occupied,499
RNZ,2014,Q2,General and Accute - Available,450
RNZ,2014,Q2,General and Accute - Occupied,387
RTE,2014,Q2,General and Accute - Available,912
RTE,2014,Q2,General and Accute - Occupied,836
RTQ,2014,Q2,General and Accute - Available,
RTQ,2014,Q2,General and Accute - Occupied,
RVN,2014,Q2,General and Accute - Available,
RVN,2014,Q2,General and Accute - Occupied,
RA3,2014,Q2,General and Accute - Available,238
RA3,2014,Q2,General and Accute - Occupied,226
RA4,2014,Q2,General and Accute - Available,348
RA4,2014,Q2,General and Accute - Occupied,267
RA7,2014,Q2,General and Accute - Available,730
RA7,2014,Q2,General and Accute - Occupied,560
RBA,2014,Q2,General and Accute - Available,606
RBA,2014,Q2,General and Accute - Occupied,444
RH5,2014,Q2,General and Accute - Available,242
RH5,2014,Q2,General and Accute - Occupied,215
RVJ,2014,Q2,General and Accute - Available,842
RVJ,2014,Q2,General and Accute - Occupied,802
RA9,2014,Q2,General and Accute - Available,419
RA9,2014,Q2,General and Accute - Occupied,352
RBZ,2014,Q2,General and Accute - Available,303
RBZ,2014,Q2,General and Accute - Occupied,263
REF,2014,Q2,General and Accute - Available,698
REF,2014,Q2,General and Accute - Occupied,592
RH8,2014,Q2,General and Accute - Available,753
RH8,2014,Q2,General and Accute - Occupied,669
RJ8,2014,Q2,General and Accute - Available,
RJ8,2014,Q2,General and Accute - Occupied,
RK9,2014,Q2,General and Accute - Available,877
RK9,2014,Q2,General and Accute - Occupied,737
RWV,2014,Q2,General and Accute - Available,
RWV,2014,Q2,General and Accute - Occupied,
RN7,2014,Q2,General and Accute - Available,491
RN7,2014,Q2,General and Accute - Occupied,466
RPA,2014,Q2,General and Accute - Available,514
RPA,2014,Q2,General and Accute - Occupied,467
RVV,2014,Q2,General and Accute - Available,969
RVV,2014,Q2,General and Accute - Occupied,856
RWF,2014,Q2,General and Accute - Available,660
RWF,2014,Q2,General and Accute - Occupied,616
RXY,2014,Q2,General and Accute - Available,8
RXY,2014,Q2,General and Accute - Occupied,7
RA2,2014,Q2,General and Accute - Available,456
RA2,2014,Q2,General and Accute - Occupied,380
RDR,2014,Q2,General and Accute - Available,105
RDR,2014,Q2,General and Accute - Occupied,98
RDU,2014,Q2,General and Accute - Available,589
RDU,2014,Q2,General and Accute - Occupied,541
RPC,2014,Q2,General and Accute - Available,53
RPC,2014,Q2,General and Accute - Occupied,40
RTK,2014,Q2,General and Accute - Available,503
RTK,2014,Q2,General and Accute - Occupied,440
RTP,2014,Q2,General and Accute - Available,563
RTP,2014,Q2,General and Accute - Occupied,529
RX2,2014,Q2,General and Accute - Available,
RX2,2014,Q2,General and Accute - Occupied,
RXC,2014,Q2,General and Accute - Available,714
RXC,2014,Q2,General and Accute - Occupied,531
RXH,2014,Q2,General and Accute - Available,776
RXH,2014,Q2,General and Accute - Occupied,675
RXX,2014,Q2,General and Accute - Available,
RXX,2014,Q2,General and Accute - Occupied,
RYR,2014,Q2,General and Accute - Available,839
RYR,2014,Q2,General and Accute - Occupied,795
RD7,2014,Q2,General and Accute - Available,625
RD7,2014,Q2,General and Accute - Occupied,554
RHW,2014,Q2,General and Accute - Available,616
RHW,2014,Q2,General and Accute - Occupied,511
RNU,2014,Q2,General and Accute - Available,117
RNU,2014,Q2,General and Accute - Occupied,111
RTH,2014,Q2,General and Accute - Available,1315
RTH,2014,Q2,General and Accute - Occupied,1070
RWX,2014,Q2,General and Accute - Available,46
RWX,2014,Q2,General and Accute - Occupied,35
RXQ,2014,Q2,General and Accute - Available,683
RXQ,2014,Q2,General and Accute - Occupied,632
R1C,2014,Q2,General and Accute - Available,54
R1C,2014,Q2,General and Accute - Occupied,50
R1F,2014,Q2,General and Accute - Available,251
R1F,2014,Q2,General and Accute - Occupied,201
RBD,2014,Q2,General and Accute - Available,290
RBD,2014,Q2,General and Accute - Occupied,242
RD3,2014,Q2,General and Accute - Available,466
RD3,2014,Q2,General and Accute - Occupied,434
RDY,2014,Q2,General and Accute - Available,
RDY,2014,Q2,General and Accute - Occupied,
RDZ,2014,Q2,General and Accute - Available,575
RDZ,2014,Q2,General and Accute - Occupied,540
RHM,2014,Q2,General and Accute - Available,1077
RHM,2014,Q2,General and Accute - Occupied,1000
RHU,2014,Q2,General and Accute - Available,952
RHU,2014,Q2,General and Accute - Occupied,889
RN5,2014,Q2,General and Accute - Available,858
RN5,2014,Q2,General and Accute - Occupied,701
RW1,2014,Q2,General and Accute - Available,58
RW1,2014,Q2,General and Accute - Occupied,55
R1H,2014,Q2,General and Accute - Available,1766
R1H,2014,Q2,General and Accute - Occupied,1721
RAL,2014,Q2,General and Accute - Available,964
RAL,2014,Q2,General and Accute - Occupied,823
RAN,2014,Q2,General and Accute - Available,194
RAN,2014,Q2,General and Accute - Occupied,122
RAP,2014,Q2,General and Accute - Available,441
RAP,2014,Q2,General and Accute - Occupied,411
RAS,2014,Q2,General and Accute - Available,413
RAS,2014,Q2,General and Accute - Occupied,371
RAT,2014,Q2,General and Accute - Available,180
RAT,2014,Q2,General and Accute - Occupied,156
RAX,2014,Q2,General and Accute - Available,345
RAX,2014,Q2,General and Accute - Occupied,295
RC3,2014,Q2,General and Accute - Available,439
RC3,2014,Q2,General and Accute - Occupied,411
RF4,2014,Q2,General and Accute - Available,938
RF4,2014,Q2,General and Accute - Occupied,832
RFW,2014,Q2,General and Accute - Available,334
RFW,2014,Q2,General and Accute - Occupied,304
RJ1,2014,Q2,General and Accute - Available,986
RJ1,2014,Q2,General and Accute - Occupied,817
RJ2,2014,Q2,General and Accute - Available,795
RJ2,2014,Q2,General and Accute - Occupied,737
RJ6,2014,Q2,General and Accute - Available,433
RJ6,2014,Q2,General and Accute - Occupied,383
RJ7,2014,Q2,General and Accute - Available,882
RJ7,2014,Q2,General and Accute - Occupied,795
RJZ,2014,Q2,General and Accute - Available,1321
RJZ,2014,Q2,General and Accute - Occupied,1220
RKE,2014,Q2,General and Accute - Available,246
RKE,2014,Q2,General and Accute - Occupied,207
RKL,2014,Q2,General and Accute - Available,
RKL,2014,Q2,General and Accute - Occupied,
RP4,2014,Q2,General and Accute - Available,333
RP4,2014,Q2,General and Accute - Occupied,314
RP6,2014,Q2,General and Accute - Available,8
RP6,2014,Q2,General and Accute - Occupied,5
RPG,2014,Q2,General and Accute - Available,
RPG,2014,Q2,General and Accute - Occupied,
RPY,2014,Q2,General and Accute - Available,190
RPY,2014,Q2,General and Accute - Occupied,162
RQM,2014,Q2,General and Accute - Available,390
RQM,2014,Q2,General and Accute - Occupied,333
RQX,2014,Q2,General and Accute - Available,390
RQX,2014,Q2,General and Accute - Occupied,331
RQY,2014,Q2,General and Accute - Available,
RQY,2014,Q2,General and Accute - Occupied,
RRP,2014,Q2,General and Accute - Available,
RRP,2014,Q2,General and Accute - Occupied,
RRV,2014,Q2,General and Accute - Available,884
RRV,2014,Q2,General and Accute - Occupied,712
RT3,2014,Q2,General and Accute - Available,388
RT3,2014,Q2,General and Accute - Occupied,345
RV3,2014,Q2,General and Accute - Available,75
RV3,2014,Q2,General and Accute - Occupied,65
RV5,2014,Q2,General and Accute - Available,
RV5,2014,Q2,General and Accute - Occupied,
RV8,2014,Q2,General and Accute - Available,718
RV8,2014,Q2,General and Accute - Occupied,659
RVR,2014,Q2,General and Accute - Available,739
RVR,2014,Q2,General and Accute - Occupied,627
RWK,2014,Q2,General and Accute - Available,61
RWK,2014,Q2,General and Accute - Occupied,36
RYJ,2014,Q2,General and Accute - Available,983
RYJ,2014,Q2,General and Accute - Occupied,864
RYX,2014,Q2,General and Accute - Available,247
RYX,2014,Q2,General and Accute - Occupied,216
TAF,2014,Q2,General and Accute - Available,
TAF,2014,Q2,General and Accute - Occupied,
RBL,2014,Q3,General and Accute - Available,719
RBL,2014,Q3,General and Accute - Occupied,625
RBT,2014,Q3,General and Accute - Available,514
RBT,2014,Q3,General and Accute - Occupied,506
REN,2014,Q3,General and Accute - Available,69
REN,2014,Q3,General and Accute - Occupied,41
RJN,2014,Q3,General and Accute - Available,341
RJN,2014,Q3,General and Accute - Occupied,309
RJR,2014,Q3,General and Accute - Available,522
RJR,2014,Q3,General and Accute - Occupied,492
RTV,2014,Q3,General and Accute - Available,
RTV,2014,Q3,General and Accute - Occupied,
RWW,2014,Q3,General and Accute - Available,541
RWW,2014,Q3,General and Accute - Occupied,471
RXA,2014,Q3,General and Accute - Available,
RXA,2014,Q3,General and Accute - Occupied,
RTR,2014,Q3,General and Accute - Available,1054
RTR,2014,Q3,General and Accute - Occupied,877
RVW,2014,Q3,General and Accute - Available,588
RVW,2014,Q3,General and Accute - Occupied,509
RX3,2014,Q3,General and Accute - Available,
RX3,2014,Q3,General and Accute - Occupied,
RXP,2014,Q3,General and Accute - Available,1016
RXP,2014,Q3,General and Accute - Occupied,824
RBV,2014,Q3,General and Accute - Available,186
RBV,2014,Q3,General and Accute - Occupied,146
RM2,2014,Q3,General and Accute - Available,793
RM2,2014,Q3,General and Accute - Occupied,691
RM3,2014,Q3,General and Accute - Available,699
RM3,2014,Q3,General and Accute - Occupied,639
RMC,2014,Q3,General and Accute - Available,595
RMC,2014,Q3,General and Accute - Occupied,514
RMP,2014,Q3,General and Accute - Available,448
RMP,2014,Q3,General and Accute - Occupied,407
RRF,2014,Q3,General and Accute - Available,484
RRF,2014,Q3,General and Accute - Occupied,399
RT2,2014,Q3,General and Accute - Available,106
RT2,2014,Q3,General and Accute - Occupied,85
RW3,2014,Q3,General and Accute - Available,1128
RW3,2014,Q3,General and Accute - Occupied,1057
RW6,2014,Q3,General and Accute - Available,1188
RW6,2014,Q3,General and Accute - Occupied,1020
RWJ,2014,Q3,General and Accute - Available,691
RWJ,2014,Q3,General and Accute - Occupied,598
RXV,2014,Q3,General and Accute - Available,
RXV,2014,Q3,General and Accute - Occupied,
TAE,2014,Q3,General and Accute - Available,
TAE,2014,Q3,General and Accute - Occupied,
RJX,2014,Q3,General and Accute - Available,
RJX,2014,Q3,General and Accute - Occupied,
RW5,2014,Q3,General and Accute - Available,
RW5,2014,Q3,General and Accute - Occupied,
RXL,2014,Q3,General and Accute - Available,783
RXL,2014,Q3,General and Accute - Occupied,699
RXN,2014,Q3,General and Accute - Available,842
RXN,2014,Q3,General and Accute - Occupied,813
RXR,2014,Q3,General and Accute - Available,903
RXR,2014,Q3,General and Accute - Occupied,810
RBN,2014,Q3,General and Accute - Available,661
RBN,2014,Q3,General and Accute - Occupied,621
RBQ,2014,Q3,General and Accute - Available,150
RBQ,2014,Q3,General and Accute - Occupied,124
RBS,2014,Q3,General and Accute - Available,195
RBS,2014,Q3,General and Accute - Occupied,164
REM,2014,Q3,General and Accute - Available,685
REM,2014,Q3,General and Accute - Occupied,647
REP,2014,Q3,General and Accute - Available,34
REP,2014,Q3,General and Accute - Occupied,23
RET,2014,Q3,General and Accute - Available,160
RET,2014,Q3,General and Accute - Occupied,131
RQ6,2014,Q3,General and Accute - Available,786
RQ6,2014,Q3,General and Accute - Occupied,741
RVY,2014,Q3,General and Accute - Available,462
RVY,2014,Q3,General and Accute - Occupied,383
RW4,2014,Q3,General and Accute - Available,
RW4,2014,Q3,General and Accute - Occupied,
RE9,2014,Q3,General and Accute - Available,338
RE9,2014,Q3,General and Accute - Occupied,313
RLN,2014,Q3,General and Accute - Available,781
RLN,2014,Q3,General and Accute - Occupied,580
RNL,2014,Q3,General and Accute - Available,585
RNL,2014,Q3,General and Accute - Occupied,502
RNN,2014,Q3,General and Accute - Available,
RNN,2014,Q3,General and Accute - Occupied,
RR7,2014,Q3,General and Accute - Available,460
RR7,2014,Q3,General and Accute - Occupied,442
RTD,2014,Q3,General and Accute - Available,1477
RTD,2014,Q3,General and Accute - Occupied,1275
RTF,2014,Q3,General and Accute - Available,984
RTF,2014,Q3,General and Accute - Occupied,815
RTX,2014,Q3,General and Accute - Available,703
RTX,2014,Q3,General and Accute - Occupied,579
RX4,2014,Q3,General and Accute - Available,53
RX4,2014,Q3,General and Accute - Occupied,49
RCB,2014,Q3,General and Accute - Available,974
RCB,2014,Q3,General and Accute - Occupied,915
RCD,2014,Q3,General and Accute - Available,307
RCD,2014,Q3,General and Accute - Occupied,263
RJL,2014,Q3,General and Accute - Available,756
RJL,2014,Q3,General and Accute - Occupied,655
RV9,2014,Q3,General and Accute - Available,
RV9,2014,Q3,General and Accute - Occupied,
RWA,2014,Q3,General and Accute - Available,988
RWA,2014,Q3,General and Accute - Occupied,948
RCU,2014,Q3,General and Accute - Available,137
RCU,2014,Q3,General and Accute - Occupied,99
RFF,2014,Q3,General and Accute - Available,351
RFF,2014,Q3,General and Accute - Occupied,333
RFR,2014,Q3,General and Accute - Available,492
RFR,2014,Q3,General and Accute - Occupied,443
RHQ,2014,Q3,General and Accute - Available,1943
RHQ,2014,Q3,General and Accute - Occupied,1488
RP5,2014,Q3,General and Accute - Available,883
RP5,2014,Q3,General and Accute - Occupied,801
RXE,2014,Q3,General and Accute - Available,62
RXE,2014,Q3,General and Accute - Occupied,50
TAH,2014,Q3,General and Accute - Available,
TAH,2014,Q3,General and Accute - Occupied,
RAE,2014,Q3,General and Accute - Available,678
RAE,2014,Q3,General and Accute - Occupied,482
RCF,2014,Q3,General and Accute - Available,332
RCF,2014,Q3,General and Accute - Occupied,291
RGD,2014,Q3,General and Accute - Available,
RGD,2014,Q3,General and Accute - Occupied,
RR8,2014,Q3,General and Accute - Available,1657
RR8,2014,Q3,General and Accute - Occupied,1465
RWY,2014,Q3,General and Accute - Available,667
RWY,2014,Q3,General and Accute - Occupied,608
RXF,2014,Q3,General and Accute - Available,976
RXF,2014,Q3,General and Accute - Occupied,856
RXG,2014,Q3,General and Accute - Available,76
RXG,2014,Q3,General and Accute - Occupied,64
RY6,2014,Q3,General and Accute - Available,56
RY6,2014,Q3,General and Accute - Occupied,50
TAD,2014,Q3,General and Accute - Available,
TAD,2014,Q3,General and Accute - Occupied,
R1A,2014,Q3,General and Accute - Available,83
R1A,2014,Q3,General and Accute - Occupied,70
RJC,2014,Q3,General and Accute - Available,451
RJC,2014,Q3,General and Accute - Occupied,385
RKB,2014,Q3,General and Accute - Available,1075
RKB,2014,Q3,General and Accute - Occupied,1044
RLQ,2014,Q3,General and Accute - Available,222
RLQ,2014,Q3,General and Accute - Occupied,208
RLT,2014,Q3,General and Accute - Available,322
RLT,2014,Q3,General and Accute - Occupied,300
RWP,2014,Q3,General and Accute - Available,783
RWP,2014,Q3,General and Accute - Occupied,675
RYG,2014,Q3,General and Accute - Available,
RYG,2014,Q3,General and Accute - Occupied,
RBK,2014,Q3,General and Accute - Available,476
RBK,2014,Q3,General and Accute - Occupied,433
RL4,2014,Q3,General and Accute - Available,834
RL4,2014,Q3,General and Accute - Occupied,776
RLU,2014,Q3,General and Accute - Available,32
RLU,2014,Q3,General and Accute - Occupied,12
RNA,2014,Q3,General and Accute - Available,743
RNA,2014,Q3,General and Accute - Occupied,667
RQ3,2014,Q3,General and Accute - Available,221
RQ3,2014,Q3,General and Accute - Occupied,216
RR1,2014,Q3,General and Accute - Available,1170
RR1,2014,Q3,General and Accute - Occupied,1146
RRJ,2014,Q3,General and Accute - Available,107
RRJ,2014,Q3,General and Accute - Occupied,83
RRK,2014,Q3,General and Accute - Available,1035
RRK,2014,Q3,General and Accute - Occupied,985
RXK,2014,Q3,General and Accute - Available,765
RXK,2014,Q3,General and Accute - Occupied,632
RXT,2014,Q3,General and Accute - Available,
RXT,2014,Q3,General and Accute - Occupied,
RYK,2014,Q3,General and Accute - Available,
RYK,2014,Q3,General and Accute - Occupied,
RYW,2014,Q3,General and Accute - Available,245
RYW,2014,Q3,General and Accute - Occupied,212
TAJ,2014,Q3,General and Accute - Available,
TAJ,2014,Q3,General and Accute - Occupied,
RFS,2014,Q3,General and Accute - Available,472
RFS,2014,Q3,General and Accute - Occupied,431
RHA,2014,Q3,General and Accute - Available,84
RHA,2014,Q3,General and Accute - Occupied,78
RK5,2014,Q3,General and Accute - Available,679
RK5,2014,Q3,General and Accute - Occupied,642
RTG,2014,Q3,General and Accute - Available,1077
RTG,2014,Q3,General and Accute - Occupied,914
RX1,2014,Q3,General and Accute - Available,1547
RX1,2014,Q3,General and Accute - Occupied,1350
RXM,2014,Q3,General and Accute - Available,
RXM,2014,Q3,General and Accute - Occupied,
RY8,2014,Q3,General and Accute - Available,49
RY8,2014,Q3,General and Accute - Occupied,44
RCX,2014,Q3,General and Accute - Available,410
RCX,2014,Q3,General and Accute - Occupied,361
RGM,2014,Q3,General and Accute - Available,233
RGM,2014,Q3,General and Accute - Occupied,173
RGN,2014,Q3,General and Accute - Available,557
RGN,2014,Q3,General and Accute - Occupied,527
RGP,2014,Q3,General and Accute - Available,390
RGP,2014,Q3,General and Accute - Occupied,364
RGQ,2014,Q3,General and Accute - Available,571
RGQ,2014,Q3,General and Accute - Occupied,508
RGR,2014,Q3,General and Accute - Available,439
RGR,2014,Q3,General and Accute - Occupied,361
RGT,2014,Q3,General and Accute - Available,911
RGT,2014,Q3,General and Accute - Occupied,828
RM1,2014,Q3,General and Accute - Available,990
RM1,2014,Q3,General and Accute - Occupied,928
RMY,2014,Q3,General and Accute - Available,
RMY,2014,Q3,General and Accute - Occupied,
RQQ,2014,Q3,General and Accute - Available,217
RQQ,2014,Q3,General and Accute - Occupied,186
RT1,2014,Q3,General and Accute - Available,
RT1,2014,Q3,General and Accute - Occupied,
RY3,2014,Q3,General and Accute - Available,75
RY3,2014,Q3,General and Accute - Occupied,69
RYV,2014,Q3,General and Accute - Available,104
RYV,2014,Q3,General and Accute - Occupied,67
RAJ,2014,Q3,General and Accute - Available,572
RAJ,2014,Q3,General and Accute - Occupied,470
RDD,2014,Q3,General and Accute - Available,629
RDD,2014,Q3,General and Accute - Occupied,615
RDE,2014,Q3,General and Accute - Available,606
RDE,2014,Q3,General and Accute - Occupied,564
RQ8,2014,Q3,General and Accute - Available,515
RQ8,2014,Q3,General and Accute - Occupied,486
RRD,2014,Q3,General and Accute - Available,
RRD,2014,Q3,General and Accute - Occupied,
RWN,2014,Q3,General and Accute - Available,74
RWN,2014,Q3,General and Accute - Occupied,69
RC1,2014,Q3,General and Accute - Available,372
RC1,2014,Q3,General and Accute - Occupied,359
RC9,2014,Q3,General and Accute - Available,551
RC9,2014,Q3,General and Accute - Occupied,497
RD8,2014,Q3,General and Accute - Available,420
RD8,2014,Q3,General and Accute - Occupied,415
RNQ,2014,Q3,General and Accute - Available,525
RNQ,2014,Q3,General and Accute - Occupied,510
RNS,2014,Q3,General and Accute - Available,696
RNS,2014,Q3,General and Accute - Occupied,620
RP1,2014,Q3,General and Accute - Available,124
RP1,2014,Q3,General and Accute - Occupied,112
RWG,2014,Q3,General and Accute - Available,688
RWG,2014,Q3,General and Accute - Occupied,615
RWH,2014,Q3,General and Accute - Available,654
RWH,2014,Q3,General and Accute - Occupied,541
RWR,2014,Q3,General and Accute - Available,
RWR,2014,Q3,General and Accute - Occupied,
RY4,2014,Q3,General and Accute - Available,223
RY4,2014,Q3,General and Accute - Occupied,202
RP7,2014,Q3,General and Accute - Available,
RP7,2014,Q3,General and Accute - Occupied,
RT5,2014,Q3,General and Accute - Available,
RT5,2014,Q3,General and Accute - Occupied,
RWD,2014,Q3,General and Accute - Available,1147
RWD,2014,Q3,General and Accute - Occupied,1107
RWE,2014,Q3,General and Accute - Available,1521
RWE,2014,Q3,General and Accute - Occupied,1356
RY5,2014,Q3,General and Accute - Available,60
RY5,2014,Q3,General and Accute - Occupied,48
R1E,2014,Q3,General and Accute - Available,277
R1E,2014,Q3,General and Accute - Occupied,258
RJD,2014,Q3,General and Accute - Available,113
RJD,2014,Q3,General and Accute - Occupied,95
RJE,2014,Q3,General and Accute - Available,1267
RJE,2014,Q3,General and Accute - Occupied,1198
RJF,2014,Q3,General and Accute - Available,453
RJF,2014,Q3,General and Accute - Occupied,409
RL1,2014,Q3,General and Accute - Available,177
RL1,2014,Q3,General and Accute - Occupied,141
RLY,2014,Q3,General and Accute - Available,
RLY,2014,Q3,General and Accute - Occupied,
RRE,2014,Q3,General and Accute - Available,
RRE,2014,Q3,General and Accute - Occupied,
RXW,2014,Q3,General and Accute - Available,690
RXW,2014,Q3,General and Accute - Occupied,646
R1J,2014,Q3,General and Accute - Available,47
R1J,2014,Q3,General and Accute - Occupied,45
RBB,2014,Q3,General and Accute - Available,17
RBB,2014,Q3,General and Accute - Occupied,8
RD1,2014,Q3,General and Accute - Available,606
RD1,2014,Q3,General and Accute - Occupied,561
RN3,2014,Q3,General and Accute - Available,545
RN3,2014,Q3,General and Accute - Occupied,510
RNZ,2014,Q3,General and Accute - Available,447
RNZ,2014,Q3,General and Accute - Occupied,395
RTE,2014,Q3,General and Accute - Available,913
RTE,2014,Q3,General and Accute - Occupied,852
RTQ,2014,Q3,General and Accute - Available,
RTQ,2014,Q3,General and Accute - Occupied,
RVN,2014,Q3,General and Accute - Available,
RVN,2014,Q3,General and Accute - Occupied,
RA3,2014,Q3,General and Accute - Available,227
RA3,2014,Q3,General and Accute - Occupied,213
RA4,2014,Q3,General and Accute - Available,364
RA4,2014,Q3,General and Accute - Occupied,285
RA7,2014,Q3,General and Accute - Available,726
RA7,2014,Q3,General and Accute - Occupied,651
RBA,2014,Q3,General and Accute - Available,579
RBA,2014,Q3,General and Accute - Occupied,469
RH5,2014,Q3,General and Accute - Available,247
RH5,2014,Q3,General and Accute - Occupied,221
RVJ,2014,Q3,General and Accute - Available,849
RVJ,2014,Q3,General and Accute - Occupied,823
RA9,2014,Q3,General and Accute - Available,402
RA9,2014,Q3,General and Accute - Occupied,337
RBZ,2014,Q3,General and Accute - Available,299
RBZ,2014,Q3,General and Accute - Occupied,287
REF,2014,Q3,General and Accute - Available,688
REF,2014,Q3,General and Accute - Occupied,575
RH8,2014,Q3,General and Accute - Available,760
