ODS,Year,Q,Variable,Value
RD3,2019,Q1,General and Accute - Available,509
RD3,2019,Q1,General and Accute - Occupied,476
RDY,2019,Q1,General and Accute - Available,
RDY,2019,Q1,General and Accute - Occupied,
RDZ,2019,Q1,General and Accute - Available,575
RDZ,2019,Q1,General and Accute - Occupied,534
REF,2019,Q1,General and Accute - Available,698
REF,2019,Q1,General and Accute - Occupied,624
RH5,2019,Q1,General and Accute - Available,203
RH5,2019,Q1,General and Accute - Occupied,181
RH8,2019,Q1,General and Accute - Available,777
RH8,2019,Q1,General and Accute - Occupied,681
RJ8,2019,Q1,General and Accute - Available,117
RJ8,2019,Q1,General and Accute - Occupied,109
RK9,2019,Q1,General and Accute - Available,867
RK9,2019,Q1,General and Accute - Occupied,804
RN3,2019,Q1,General and Accute - Available,583
RN3,2019,Q1,General and Accute - Occupied,558
RNZ,2019,Q1,General and Accute - Available,468
RNZ,2019,Q1,General and Accute - Occupied,394
RTE,2019,Q1,General and Accute - Available,919
RTE,2019,Q1,General and Accute - Occupied,851
RTQ,2019,Q1,General and Accute - Available,
RTQ,2019,Q1,General and Accute - Occupied,
RVJ,2019,Q1,General and Accute - Available,873
RVJ,2019,Q1,General and Accute - Occupied,819
RVN,2019,Q1,General and Accute - Available,
RVN,2019,Q1,General and Accute - Occupied,
RWV,2019,Q1,General and Accute - Available,
RWV,2019,Q1,General and Accute - Occupied,
R1C,2019,Q1,General and Accute - Available,73
R1C,2019,Q1,General and Accute - Occupied,66
R1F,2019,Q1,General and Accute - Available,240
R1F,2019,Q1,General and Accute - Occupied,223
RA2,2019,Q1,General and Accute - Available,452
RA2,2019,Q1,General and Accute - Occupied,391
RDR,2019,Q1,General and Accute - Available,
RDR,2019,Q1,General and Accute - Occupied,
RDU,2019,Q1,General and Accute - Available,1298
RDU,2019,Q1,General and Accute - Occupied,1201
RHM,2019,Q1,General and Accute - Available,1088
RHM,2019,Q1,General and Accute - Occupied,994
RHU,2019,Q1,General and Accute - Available,979
RHU,2019,Q1,General and Accute - Occupied,959
RHW,2019,Q1,General and Accute - Available,598
RHW,2019,Q1,General and Accute - Occupied,489
RN5,2019,Q1,General and Accute - Available,741
RN5,2019,Q1,General and Accute - Occupied,673
RN7,2019,Q1,General and Accute - Available,515
RN7,2019,Q1,General and Accute - Occupied,462
RNU,2019,Q1,General and Accute - Available,134
RNU,2019,Q1,General and Accute - Occupied,128
RPA,2019,Q1,General and Accute - Available,451
RPA,2019,Q1,General and Accute - Occupied,423
RPC,2019,Q1,General and Accute - Available,65
RPC,2019,Q1,General and Accute - Occupied,38
RTH,2019,Q1,General and Accute - Available,919
RTH,2019,Q1,General and Accute - Occupied,894
RTK,2019,Q1,General and Accute - Available,525
RTK,2019,Q1,General and Accute - Occupied,462
RTP,2019,Q1,General and Accute - Available,664
RTP,2019,Q1,General and Accute - Occupied,622
RVV,2019,Q1,General and Accute - Available,1033
RVV,2019,Q1,General and Accute - Occupied,931
RW1,2019,Q1,General and Accute - Available,97
RW1,2019,Q1,General and Accute - Occupied,80
RWF,2019,Q1,General and Accute - Available,713
RWF,2019,Q1,General and Accute - Occupied,670
RWX,2019,Q1,General and Accute - Available,46
RWX,2019,Q1,General and Accute - Occupied,39
RX2,2019,Q1,General and Accute - Available,
RX2,2019,Q1,General and Accute - Occupied,
RXC,2019,Q1,General and Accute - Available,711
RXC,2019,Q1,General and Accute - Occupied,639
RXH,2019,Q1,General and Accute - Available,861
RXH,2019,Q1,General and Accute - Occupied,776
RXQ,2019,Q1,General and Accute - Available,541
RXQ,2019,Q1,General and Accute - Occupied,535
RXX,2019,Q1,General and Accute - Available,
RXX,2019,Q1,General and Accute - Occupied,
RXY,2019,Q1,General and Accute - Available,
RXY,2019,Q1,General and Accute - Occupied,
RYR,2019,Q1,General and Accute - Available,941
RYR,2019,Q1,General and Accute - Occupied,869
R1A,2019,Q1,General and Accute - Available,37
R1A,2019,Q1,General and Accute - Occupied,34
RBK,2019,Q1,General and Accute - Available,453
RBK,2019,Q1,General and Accute - Occupied,407
RFS,2019,Q1,General and Accute - Available,522
RFS,2019,Q1,General and Accute - Occupied,462
RHA,2019,Q1,General and Accute - Available,102
RHA,2019,Q1,General and Accute - Occupied,75
RJC,2019,Q1,General and Accute - Available,441
RJC,2019,Q1,General and Accute - Occupied,379
RJE,2019,Q1,General and Accute - Available,1396
RJE,2019,Q1,General and Accute - Occupied,1225
RK5,2019,Q1,General and Accute - Available,599
RK5,2019,Q1,General and Accute - Occupied,519
RKB,2019,Q1,General and Accute - Available,1090
RKB,2019,Q1,General and Accute - Occupied,1069
RL1,2019,Q1,General and Accute - Available,163
RL1,2019,Q1,General and Accute - Occupied,129
RL4,2019,Q1,General and Accute - Available,823
RL4,2019,Q1,General and Accute - Occupied,767
RLQ,2019,Q1,General and Accute - Available,262
RLQ,2019,Q1,General and Accute - Occupied,235
RLT,2019,Q1,General and Accute - Available,310
RLT,2019,Q1,General and Accute - Occupied,299
RLY,2019,Q1,General and Accute - Available,
RLY,2019,Q1,General and Accute - Occupied,
RNA,2019,Q1,General and Accute - Available,646
RNA,2019,Q1,General and Accute - Occupied,593
RNQ,2019,Q1,General and Accute - Available,535
RNQ,2019,Q1,General and Accute - Occupied,514
RNS,2019,Q1,General and Accute - Available,756
RNS,2019,Q1,General and Accute - Occupied,674
RP1,2019,Q1,General and Accute - Available,123
RP1,2019,Q1,General and Accute - Occupied,112
RP7,2019,Q1,General and Accute - Available,
RP7,2019,Q1,General and Accute - Occupied,
RQ3,2019,Q1,General and Accute - Available,258
RQ3,2019,Q1,General and Accute - Occupied,230
RRE,2019,Q1,General and Accute - Available,141
RRE,2019,Q1,General and Accute - Occupied,135
RRJ,2019,Q1,General and Accute - Available,100
RRJ,2019,Q1,General and Accute - Occupied,66
RRK,2019,Q1,General and Accute - Available,2500
RRK,2019,Q1,General and Accute - Occupied,2408
RTG,2019,Q1,General and Accute - Available,1434
RTG,2019,Q1,General and Accute - Occupied,1210
RWD,2019,Q1,General and Accute - Available,1172
RWD,2019,Q1,General and Accute - Occupied,1119
RWE,2019,Q1,General and Accute - Available,1553
RWE,2019,Q1,General and Accute - Occupied,1397
RWP,2019,Q1,General and Accute - Available,777
RWP,2019,Q1,General and Accute - Occupied,716
RX1,2019,Q1,General and Accute - Available,1518
RX1,2019,Q1,General and Accute - Occupied,1352
RXK,2019,Q1,General and Accute - Available,645
RXK,2019,Q1,General and Accute - Occupied,553
RXM,2019,Q1,General and Accute - Available,
RXM,2019,Q1,General and Accute - Occupied,
RXT,2019,Q1,General and Accute - Available,
RXT,2019,Q1,General and Accute - Occupied,
RXW,2019,Q1,General and Accute - Available,721
RXW,2019,Q1,General and Accute - Occupied,664
RY5,2019,Q1,General and Accute - Available,19
RY5,2019,Q1,General and Accute - Occupied,14
RY8,2019,Q1,General and Accute - Available,
RY8,2019,Q1,General and Accute - Occupied,
RYG,2019,Q1,General and Accute - Available,
RYG,2019,Q1,General and Accute - Occupied,
RYK,2019,Q1,General and Accute - Available,
RYK,2019,Q1,General and Accute - Occupied,
RYW,2019,Q1,General and Accute - Available,218
RYW,2019,Q1,General and Accute - Occupied,214
TAJ,2019,Q1,General and Accute - Available,
TAJ,2019,Q1,General and Accute - Occupied,
R1L,2019,Q1,General and Accute - Available,85
R1L,2019,Q1,General and Accute - Occupied,82
RAJ,2019,Q1,General and Accute - Available,544
RAJ,2019,Q1,General and Accute - Occupied,473
RC1,2019,Q1,General and Accute - Available,384
RC1,2019,Q1,General and Accute - Occupied,383
RC9,2019,Q1,General and Accute - Available,639
RC9,2019,Q1,General and Accute - Occupied,587
RCX,2019,Q1,General and Accute - Available,466
RCX,2019,Q1,General and Accute - Occupied,394
RD8,2019,Q1,General and Accute - Available,495
RD8,2019,Q1,General and Accute - Occupied,460
RDD,2019,Q1,General and Accute - Available,643
RDD,2019,Q1,General and Accute - Occupied,616
RDE,2019,Q1,General and Accute - Available,1176
RDE,2019,Q1,General and Accute - Occupied,1070
RGM,2019,Q1,General and Accute - Available,244
RGM,2019,Q1,General and Accute - Occupied,155
RGN,2019,Q1,General and Accute - Available,888
RGN,2019,Q1,General and Accute - Occupied,765
RGP,2019,Q1,General and Accute - Available,423
RGP,2019,Q1,General and Accute - Occupied,364
RGR,2019,Q1,General and Accute - Available,431
RGR,2019,Q1,General and Accute - Occupied,370
RGT,2019,Q1,General and Accute - Available,957
RGT,2019,Q1,General and Accute - Occupied,902
RM1,2019,Q1,General and Accute - Available,893
RM1,2019,Q1,General and Accute - Occupied,852
RMY,2019,Q1,General and Accute - Available,
RMY,2019,Q1,General and Accute - Occupied,
RQ8,2019,Q1,General and Accute - Available,531
RQ8,2019,Q1,General and Accute - Occupied,519
RQW,2019,Q1,General and Accute - Available,421
RQW,2019,Q1,General and Accute - Occupied,381
RT1,2019,Q1,General and Accute - Available,68
RT1,2019,Q1,General and Accute - Occupied,59
RWG,2019,Q1,General and Accute - Available,702
RWG,2019,Q1,General and Accute - Occupied,601
RWH,2019,Q1,General and Accute - Available,547
RWH,2019,Q1,General and Accute - Occupied,536
RWR,2019,Q1,General and Accute - Available,
RWR,2019,Q1,General and Accute - Occupied,
RY3,2019,Q1,General and Accute - Available,74
RY3,2019,Q1,General and Accute - Occupied,61
R0A,2019,Q1,General and Accute - Available,1992
R0A,2019,Q1,General and Accute - Occupied,1782
RBL,2019,Q1,General and Accute - Available,751
RBL,2019,Q1,General and Accute - Occupied,685
RBN,2019,Q1,General and Accute - Available,681
RBN,2019,Q1,General and Accute - Occupied,655
RBQ,2019,Q1,General and Accute - Available,148
RBQ,2019,Q1,General and Accute - Occupied,123
RBS,2019,Q1,General and Accute - Available,214
RBS,2019,Q1,General and Accute - Occupied,163
RBT,2019,Q1,General and Accute - Available,526
RBT,2019,Q1,General and Accute - Occupied,463
RBV,2019,Q1,General and Accute - Available,167
RBV,2019,Q1,General and Accute - Occupied,148
REM,2019,Q1,General and Accute - Available,826
REM,2019,Q1,General and Accute - Occupied,780
REN,2019,Q1,General and Accute - Available,82
REN,2019,Q1,General and Accute - Occupied,70
REP,2019,Q1,General and Accute - Available,24
REP,2019,Q1,General and Accute - Occupied,13
RET,2019,Q1,General and Accute - Available,170
RET,2019,Q1,General and Accute - Occupied,133
RJN,2019,Q1,General and Accute - Available,314
RJN,2019,Q1,General and Accute - Occupied,288
RJR,2019,Q1,General and Accute - Available,468
RJR,2019,Q1,General and Accute - Occupied,454
RM3,2019,Q1,General and Accute - Available,798
RM3,2019,Q1,General and Accute - Occupied,731
RMC,2019,Q1,General and Accute - Available,589
RMC,2019,Q1,General and Accute - Occupied,509
RMP,2019,Q1,General and Accute - Available,423
RMP,2019,Q1,General and Accute - Occupied,354
RQ6,2019,Q1,General and Accute - Available,774
RQ6,2019,Q1,General and Accute - Occupied,701
RRF,2019,Q1,General and Accute - Available,449
RRF,2019,Q1,General and Accute - Occupied,403
RT2,2019,Q1,General and Accute - Available,
RT2,2019,Q1,General and Accute - Occupied,
RTV,2019,Q1,General and Accute - Available,
RTV,2019,Q1,General and Accute - Occupied,
RTX,2019,Q1,General and Accute - Available,615
RTX,2019,Q1,General and Accute - Occupied,615
RVY,2019,Q1,General and Accute - Available,397
RVY,2019,Q1,General and Accute - Occupied,366
RW4,2019,Q1,General and Accute - Available,
RW4,2019,Q1,General and Accute - Occupied,
RW5,2019,Q1,General and Accute - Available,
RW5,2019,Q1,General and Accute - Occupied,
RW6,2019,Q1,General and Accute - Available,1119
RW6,2019,Q1,General and Accute - Occupied,998
RWJ,2019,Q1,General and Accute - Available,611
RWJ,2019,Q1,General and Accute - Occupied,550
RWW,2019,Q1,General and Accute - Available,537
RWW,2019,Q1,General and Accute - Occupied,463
RXA,2019,Q1,General and Accute - Available,
RXA,2019,Q1,General and Accute - Occupied,
RXL,2019,Q1,General and Accute - Available,651
RXL,2019,Q1,General and Accute - Occupied,602
RXN,2019,Q1,General and Accute - Available,733
RXN,2019,Q1,General and Accute - Occupied,705
RXR,2019,Q1,General and Accute - Available,917
RXR,2019,Q1,General and Accute - Occupied,820
R0B,2019,Q1,General and Accute - Available,1040
R0B,2019,Q1,General and Accute - Occupied,898
RAE,2019,Q1,General and Accute - Available,589
RAE,2019,Q1,General and Accute - Occupied,528
RCB,2019,Q1,General and Accute - Available,949
RCB,2019,Q1,General and Accute - Occupied,930
RCD,2019,Q1,General and Accute - Available,310
RCD,2019,Q1,General and Accute - Occupied,256
RCF,2019,Q1,General and Accute - Available,320
RCF,2019,Q1,General and Accute - Occupied,263
RCU,2019,Q1,General and Accute - Available,138
RCU,2019,Q1,General and Accute - Occupied,97
RFF,2019,Q1,General and Accute - Available,406
RFF,2019,Q1,General and Accute - Occupied,327
RFR,2019,Q1,General and Accute - Available,402
RFR,2019,Q1,General and Accute - Occupied,368
RGD,2019,Q1,General and Accute - Available,
RGD,2019,Q1,General and Accute - Occupied,
RHQ,2019,Q1,General and Accute - Available,1351
RHQ,2019,Q1,General and Accute - Occupied,1326
RJL,2019,Q1,General and Accute - Available,691
RJL,2019,Q1,General and Accute - Occupied,649
RNL,2019,Q1,General and Accute - Available,561
RNL,2019,Q1,General and Accute - Occupied,496
RNN,2019,Q1,General and Accute - Available,
RNN,2019,Q1,General and Accute - Occupied,
RP5,2019,Q1,General and Accute - Available,707
RP5,2019,Q1,General and Accute - Occupied,664
RR7,2019,Q1,General and Accute - Available,449
RR7,2019,Q1,General and Accute - Occupied,433
RR8,2019,Q1,General and Accute - Available,1729
RR8,2019,Q1,General and Accute - Occupied,1595
RTD,2019,Q1,General and Accute - Available,1476
RTD,2019,Q1,General and Accute - Occupied,1216
RTF,2019,Q1,General and Accute - Available,820
RTF,2019,Q1,General and Accute - Occupied,708
RTR,2019,Q1,General and Accute - Available,824
RTR,2019,Q1,General and Accute - Occupied,764
RV9,2019,Q1,General and Accute - Available,
RV9,2019,Q1,General and Accute - Occupied,
RVW,2019,Q1,General and Accute - Available,555
RVW,2019,Q1,General and Accute - Occupied,495
RWA,2019,Q1,General and Accute - Available,1008
RWA,2019,Q1,General and Accute - Occupied,915
RWY,2019,Q1,General and Accute - Available,643
RWY,2019,Q1,General and Accute - Occupied,573
RX3,2019,Q1,General and Accute - Available,
RX3,2019,Q1,General and Accute - Occupied,
RX4,2019,Q1,General and Accute - Available,49
RX4,2019,Q1,General and Accute - Occupied,44
RXE,2019,Q1,General and Accute - Available,62
RXE,2019,Q1,General and Accute - Occupied,53
RXF,2019,Q1,General and Accute - Available,996
RXF,2019,Q1,General and Accute - Occupied,894
RXG,2019,Q1,General and Accute - Available,24
RXG,2019,Q1,General and Accute - Occupied,21
RXP,2019,Q1,General and Accute - Available,933
RXP,2019,Q1,General and Accute - Occupied,761
RY6,2019,Q1,General and Accute - Available,3
RY6,2019,Q1,General and Accute - Occupied,3
TAD,2019,Q1,General and Accute - Available,
TAD,2019,Q1,General and Accute - Occupied,
TAH,2019,Q1,General and Accute - Available,
TAH,2019,Q1,General and Accute - Occupied,
R1H,2019,Q2,General and Accute - Available,1622
R1H,2019,Q2,General and Accute - Occupied,1554
R1K,2019,Q2,General and Accute - Available,1115
R1K,2019,Q2,General and Accute - Occupied,1012
RAL,2019,Q2,General and Accute - Available,1002
RAL,2019,Q2,General and Accute - Occupied,834
RAN,2019,Q2,General and Accute - Available,164
RAN,2019,Q2,General and Accute - Occupied,104
RAP,2019,Q2,General and Accute - Available,428
RAP,2019,Q2,General and Accute - Occupied,428
RAS,2019,Q2,General and Accute - Available,412
RAS,2019,Q2,General and Accute - Occupied,369
RAT,2019,Q2,General and Accute - Available,145
RAT,2019,Q2,General and Accute - Occupied,127
RAX,2019,Q2,General and Accute - Available,358
RAX,2019,Q2,General and Accute - Occupied,336
RF4,2019,Q2,General and Accute - Available,912
RF4,2019,Q2,General and Accute - Occupied,761
RJ1,2019,Q2,General and Accute - Available,1040
RJ1,2019,Q2,General and Accute - Occupied,840
RJ2,2019,Q2,General and Accute - Available,894
RJ2,2019,Q2,General and Accute - Occupied,822
RJ6,2019,Q2,General and Accute - Available,456
RJ6,2019,Q2,General and Accute - Occupied,424
RJ7,2019,Q2,General and Accute - Available,864
RJ7,2019,Q2,General and Accute - Occupied,791
RJZ,2019,Q2,General and Accute - Available,1311
RJZ,2019,Q2,General and Accute - Occupied,1269
RKE,2019,Q2,General and Accute - Available,261
RKE,2019,Q2,General and Accute - Occupied,229
RKL,2019,Q2,General and Accute - Available,65
RKL,2019,Q2,General and Accute - Occupied,56
RP4,2019,Q2,General and Accute - Available,299
RP4,2019,Q2,General and Accute - Occupied,223
RP6,2019,Q2,General and Accute - Available,7
RP6,2019,Q2,General and Accute - Occupied,5
RPG,2019,Q2,General and Accute - Available,
RPG,2019,Q2,General and Accute - Occupied,
RPY,2019,Q2,General and Accute - Available,191
RPY,2019,Q2,General and Accute - Occupied,162
RQM,2019,Q2,General and Accute - Available,741
RQM,2019,Q2,General and Accute - Occupied,643
RQX,2019,Q2,General and Accute - Available,240
RQX,2019,Q2,General and Accute - Occupied,202
RQY,2019,Q2,General and Accute - Available,
RQY,2019,Q2,General and Accute - Occupied,
RRP,2019,Q2,General and Accute - Available,
RRP,2019,Q2,General and Accute - Occupied,
RRV,2019,Q2,General and Accute - Available,811
RRV,2019,Q2,General and Accute - Occupied,646
RT3,2019,Q2,General and Accute - Available,393
RT3,2019,Q2,General and Accute - Occupied,307
RV3,2019,Q2,General and Accute - Available,73
RV3,2019,Q2,General and Accute - Occupied,68
RVR,2019,Q2,General and Accute - Available,747
RVR,2019,Q2,General and Accute - Occupied,585
RWK,2019,Q2,General and Accute - Available,52
RWK,2019,Q2,General and Accute - Occupied,36
RYJ,2019,Q2,General and Accute - Available,1069
RYJ,2019,Q2,General and Accute - Occupied,898
RYX,2019,Q2,General and Accute - Available,
RYX,2019,Q2,General and Accute - Occupied,
TAF,2019,Q2,General and Accute - Available,
TAF,2019,Q2,General and Accute - Occupied,
R1J,2019,Q2,General and Accute - Available,
R1J,2019,Q2,General and Accute - Occupied,
RA3,2019,Q2,General and Accute - Available,275
RA3,2019,Q2,General and Accute - Occupied,269
RA4,2019,Q2,General and Accute - Available,324
RA4,2019,Q2,General and Accute - Occupied,282
RA7,2019,Q2,General and Accute - Available,746
RA7,2019,Q2,General and Accute - Occupied,689
RA9,2019,Q2,General and Accute - Available,334
RA9,2019,Q2,General and Accute - Occupied,302
RBA,2019,Q2,General and Accute - Available,559
RBA,2019,Q2,General and Accute - Occupied,470
RBD,2019,Q2,General and Accute - Available,291
RBD,2019,Q2,General and Accute - Occupied,267
RBZ,2019,Q2,General and Accute - Available,280
RBZ,2019,Q2,General and Accute - Occupied,208
RD1,2019,Q2,General and Accute - Available,629
RD1,2019,Q2,General and Accute - Occupied,626
RD3,2019,Q2,General and Accute - Available,503
RD3,2019,Q2,General and Accute - Occupied,476
RDY,2019,Q2,General and Accute - Available,
RDY,2019,Q2,General and Accute - Occupied,
RDZ,2019,Q2,General and Accute - Available,566
RDZ,2019,Q2,General and Accute - Occupied,522
REF,2019,Q2,General and Accute - Available,691
REF,2019,Q2,General and Accute - Occupied,611
RH5,2019,Q2,General and Accute - Available,191
RH5,2019,Q2,General and Accute - Occupied,173
RH8,2019,Q2,General and Accute - Available,773
RH8,2019,Q2,General and Accute - Occupied,683
RJ8,2019,Q2,General and Accute - Available,116
RJ8,2019,Q2,General and Accute - Occupied,109
RK9,2019,Q2,General and Accute - Available,863
RK9,2019,Q2,General and Accute - Occupied,783
RN3,2019,Q2,General and Accute - Available,579
RN3,2019,Q2,General and Accute - Occupied,548
RNZ,2019,Q2,General and Accute - Available,411
RNZ,2019,Q2,General and Accute - Occupied,399
RTE,2019,Q2,General and Accute - Available,913
RTE,2019,Q2,General and Accute - Occupied,829
RTQ,2019,Q2,General and Accute - Available,
RTQ,2019,Q2,General and Accute - Occupied,
RVJ,2019,Q2,General and Accute - Available,870
RVJ,2019,Q2,General and Accute - Occupied,809
RVN,2019,Q2,General and Accute - Available,
RVN,2019,Q2,General and Accute - Occupied,
RWV,2019,Q2,General and Accute - Available,
RWV,2019,Q2,General and Accute - Occupied,
R1C,2019,Q2,General and Accute - Available,73
R1C,2019,Q2,General and Accute - Occupied,63
R1F,2019,Q2,General and Accute - Available,228
R1F,2019,Q2,General and Accute - Occupied,213
RA2,2019,Q2,General and Accute - Available,445
RA2,2019,Q2,General and Accute - Occupied,374
RDR,2019,Q2,General and Accute - Available,
RDR,2019,Q2,General and Accute - Occupied,
RDU,2019,Q2,General and Accute - Available,1317
RDU,2019,Q2,General and Accute - Occupied,1190
RHM,2019,Q2,General and Accute - Available,1102
RHM,2019,Q2,General and Accute - Occupied,1002
RHU,2019,Q2,General and Accute - Available,990
RHU,2019,Q2,General and Accute - Occupied,954
RHW,2019,Q2,General and Accute - Available,553
RHW,2019,Q2,General and Accute - Occupied,477
RN5,2019,Q2,General and Accute - Available,731
RN5,2019,Q2,General and Accute - Occupied,662
RN7,2019,Q2,General and Accute - Available,492
RN7,2019,Q2,General and Accute - Occupied,459
RNU,2019,Q2,General and Accute - Available,132
RNU,2019,Q2,General and Accute - Occupied,128
RPA,2019,Q2,General and Accute - Available,451
RPA,2019,Q2,General and Accute - Occupied,430
RPC,2019,Q2,General and Accute - Available,66
RPC,2019,Q2,General and Accute - Occupied,39
RTH,2019,Q2,General and Accute - Available,899
RTH,2019,Q2,General and Accute - Occupied,891
RTK,2019,Q2,General and Accute - Available,485
RTK,2019,Q2,General and Accute - Occupied,431
RTP,2019,Q2,General and Accute - Available,678
RTP,2019,Q2,General and Accute - Occupied,637
RVV,2019,Q2,General and Accute - Available,1022
RVV,2019,Q2,General and Accute - Occupied,906
RW1,2019,Q2,General and Accute - Available,96
RW1,2019,Q2,General and Accute - Occupied,81
RWF,2019,Q2,General and Accute - Available,705
RWF,2019,Q2,General and Accute - Occupied,658
RWX,2019,Q2,General and Accute - Available,46
RWX,2019,Q2,General and Accute - Occupied,40
RX2,2019,Q2,General and Accute - Available,
RX2,2019,Q2,General and Accute - Occupied,
RXC,2019,Q2,General and Accute - Available,713
RXC,2019,Q2,General and Accute - Occupied,632
RXH,2019,Q2,General and Accute - Available,847
RXH,2019,Q2,General and Accute - Occupied,767
RXQ,2019,Q2,General and Accute - Available,579
RXQ,2019,Q2,General and Accute - Occupied,568
RXX,2019,Q2,General and Accute - Available,
RXX,2019,Q2,General and Accute - Occupied,
RXY,2019,Q2,General and Accute - Available,
RXY,2019,Q2,General and Accute - Occupied,
RYR,2019,Q2,General and Accute - Available,877
RYR,2019,Q2,General and Accute - Occupied,871
R1A,2019,Q2,General and Accute - Available,37
R1A,2019,Q2,General and Accute - Occupied,34
RBK,2019,Q2,General and Accute - Available,452
RBK,2019,Q2,General and Accute - Occupied,393
RFS,2019,Q2,General and Accute - Available,512
RFS,2019,Q2,General and Accute - Occupied,453
RHA,2019,Q2,General and Accute - Available,102
RHA,2019,Q2,General and Accute - Occupied,85
RJC,2019,Q2,General and Accute - Available,443
RJC,2019,Q2,General and Accute - Occupied,377
RJE,2019,Q2,General and Accute - Available,1347
RJE,2019,Q2,General and Accute - Occupied,1162
RK5,2019,Q2,General and Accute - Available,590
RK5,2019,Q2,General and Accute - Occupied,519
RKB,2019,Q2,General and Accute - Available,1085
RKB,2019,Q2,General and Accute - Occupied,1058
RL1,2019,Q2,General and Accute - Available,164
RL1,2019,Q2,General and Accute - Occupied,123
RL4,2019,Q2,General and Accute - Available,823
RL4,2019,Q2,General and Accute - Occupied,747
RLQ,2019,Q2,General and Accute - Available,253
RLQ,2019,Q2,General and Accute - Occupied,232
RLT,2019,Q2,General and Accute - Available,304
RLT,2019,Q2,General and Accute - Occupied,302
RLY,2019,Q2,General and Accute - Available,
RLY,2019,Q2,General and Accute - Occupied,
RNA,2019,Q2,General and Accute - Available,619
RNA,2019,Q2,General and Accute - Occupied,584
RNQ,2019,Q2,General and Accute - Available,535
RNQ,2019,Q2,General and Accute - Occupied,514
