ODS,Year,Q,Variable,Value
TAE,2015,Q1,General and Accute - Available,
TAE,2015,Q1,General and Accute - Occupied,
TAH,2015,Q1,General and Accute - Available,
TAH,2015,Q1,General and Accute - Occupied,
R1A,2015,Q1,General and Accute - Available,79
R1A,2015,Q1,General and Accute - Occupied,66
R1E,2015,Q1,General and Accute - Available,315
R1E,2015,Q1,General and Accute - Occupied,303
RAJ,2015,Q1,General and Accute - Available,573
RAJ,2015,Q1,General and Accute - Occupied,482
RBK,2015,Q1,General and Accute - Available,491
RBK,2015,Q1,General and Accute - Occupied,444
RC1,2015,Q1,General and Accute - Available,355
RC1,2015,Q1,General and Accute - Occupied,338
RC9,2015,Q1,General and Accute - Available,558
RC9,2015,Q1,General and Accute - Occupied,510
RCX,2015,Q1,General and Accute - Available,408
RCX,2015,Q1,General and Accute - Occupied,356
RD8,2015,Q1,General and Accute - Available,439
RD8,2015,Q1,General and Accute - Occupied,413
RDD,2015,Q1,General and Accute - Available,630
RDD,2015,Q1,General and Accute - Occupied,600
RDE,2015,Q1,General and Accute - Available,576
RDE,2015,Q1,General and Accute - Occupied,504
RFS,2015,Q1,General and Accute - Available,479
RFS,2015,Q1,General and Accute - Occupied,451
RGM,2015,Q1,General and Accute - Available,230
RGM,2015,Q1,General and Accute - Occupied,177
RGN,2015,Q1,General and Accute - Available,564
RGN,2015,Q1,General and Accute - Occupied,503
RGP,2015,Q1,General and Accute - Available,416
RGP,2015,Q1,General and Accute - Occupied,355
RGQ,2015,Q1,General and Accute - Available,571
RGQ,2015,Q1,General and Accute - Occupied,471
RGR,2015,Q1,General and Accute - Available,446
RGR,2015,Q1,General and Accute - Occupied,353
RGT,2015,Q1,General and Accute - Available,921
RGT,2015,Q1,General and Accute - Occupied,847
RHA,2015,Q1,General and Accute - Available,84
RHA,2015,Q1,General and Accute - Occupied,79
RJC,2015,Q1,General and Accute - Available,451
RJC,2015,Q1,General and Accute - Occupied,408
RJE,2015,Q1,General and Accute - Available,1318
RJE,2015,Q1,General and Accute - Occupied,1188
RJF,2015,Q1,General and Accute - Available,456
RJF,2015,Q1,General and Accute - Occupied,383
RK5,2015,Q1,General and Accute - Available,642
RK5,2015,Q1,General and Accute - Occupied,596
RKB,2015,Q1,General and Accute - Available,1072
RKB,2015,Q1,General and Accute - Occupied,1057
RL1,2015,Q1,General and Accute - Available,167
RL1,2015,Q1,General and Accute - Occupied,144
RL4,2015,Q1,General and Accute - Available,868
RL4,2015,Q1,General and Accute - Occupied,789
RLQ,2015,Q1,General and Accute - Available,222
RLQ,2015,Q1,General and Accute - Occupied,209
RLT,2015,Q1,General and Accute - Available,324
RLT,2015,Q1,General and Accute - Occupied,292
RLU,2015,Q1,General and Accute - Available,25
RLU,2015,Q1,General and Accute - Occupied,12
RLY,2015,Q1,General and Accute - Available,
RLY,2015,Q1,General and Accute - Occupied,
RM1,2015,Q1,General and Accute - Available,996
RM1,2015,Q1,General and Accute - Occupied,901
RNA,2015,Q1,General and Accute - Available,742
RNA,2015,Q1,General and Accute - Occupied,629
RNQ,2015,Q1,General and Accute - Available,503
RNQ,2015,Q1,General and Accute - Occupied,499
RNS,2015,Q1,General and Accute - Available,694
RNS,2015,Q1,General and Accute - Occupied,621
RP1,2015,Q1,General and Accute - Available,124
RP1,2015,Q1,General and Accute - Occupied,121
RP7,2015,Q1,General and Accute - Available,
RP7,2015,Q1,General and Accute - Occupied,
RQ3,2015,Q1,General and Accute - Available,228
RQ3,2015,Q1,General and Accute - Occupied,222
RQ8,2015,Q1,General and Accute - Available,527
RQ8,2015,Q1,General and Accute - Occupied,473
RQQ,2015,Q1,General and Accute - Available,197
RQQ,2015,Q1,General and Accute - Occupied,175
RQW,2015,Q1,General and Accute - Available,433
RQW,2015,Q1,General and Accute - Occupied,391
RR1,2015,Q1,General and Accute - Available,1209
RR1,2015,Q1,General and Accute - Occupied,1152
RRD,2015,Q1,General and Accute - Available,
RRD,2015,Q1,General and Accute - Occupied,
RRE,2015,Q1,General and Accute - Available,
RRE,2015,Q1,General and Accute - Occupied,
RRJ,2015,Q1,General and Accute - Available,108
RRJ,2015,Q1,General and Accute - Occupied,75
RRK,2015,Q1,General and Accute - Available,1046
RRK,2015,Q1,General and Accute - Occupied,1016
RT1,2015,Q1,General and Accute - Available,64
RT1,2015,Q1,General and Accute - Occupied,58
RT5,2015,Q1,General and Accute - Available,
RT5,2015,Q1,General and Accute - Occupied,
RTG,2015,Q1,General and Accute - Available,1060
RTG,2015,Q1,General and Accute - Occupied,932
RWD,2015,Q1,General and Accute - Available,1234
RWD,2015,Q1,General and Accute - Occupied,1101
RWE,2015,Q1,General and Accute - Available,1513
RWE,2015,Q1,General and Accute - Occupied,1304
RWG,2015,Q1,General and Accute - Available,687
RWG,2015,Q1,General and Accute - Occupied,610
RWH,2015,Q1,General and Accute - Available,655
RWH,2015,Q1,General and Accute - Occupied,544
RWN,2015,Q1,General and Accute - Available,73
RWN,2015,Q1,General and Accute - Occupied,70
RWP,2015,Q1,General and Accute - Available,809
RWP,2015,Q1,General and Accute - Occupied,713
RX1,2015,Q1,General and Accute - Available,1587
RX1,2015,Q1,General and Accute - Occupied,1334
RXK,2015,Q1,General and Accute - Available,750
RXK,2015,Q1,General and Accute - Occupied,590
RXM,2015,Q1,General and Accute - Available,
RXM,2015,Q1,General and Accute - Occupied,
RXT,2015,Q1,General and Accute - Available,
RXT,2015,Q1,General and Accute - Occupied,
RXW,2015,Q1,General and Accute - Available,702
RXW,2015,Q1,General and Accute - Occupied,641
RY3,2015,Q1,General and Accute - Available,75
RY3,2015,Q1,General and Accute - Occupied,69
RY5,2015,Q1,General and Accute - Available,60
RY5,2015,Q1,General and Accute - Occupied,48
RY8,2015,Q1,General and Accute - Available,
RY8,2015,Q1,General and Accute - Occupied,
RYG,2015,Q1,General and Accute - Available,
RYG,2015,Q1,General and Accute - Occupied,
RYK,2015,Q1,General and Accute - Available,
RYK,2015,Q1,General and Accute - Occupied,
RYV,2015,Q1,General and Accute - Available,47
RYV,2015,Q1,General and Accute - Occupied,20
RYW,2015,Q1,General and Accute - Available,247
RYW,2015,Q1,General and Accute - Occupied,223
TAJ,2015,Q1,General and Accute - Available,
TAJ,2015,Q1,General and Accute - Occupied,
R1H,2015,Q1,General and Accute - Available,1714
R1H,2015,Q1,General and Accute - Occupied,1657
R1K,2015,Q1,General and Accute - Available,1100
R1K,2015,Q1,General and Accute - Occupied,974
RAL,2015,Q1,General and Accute - Available,964
RAL,2015,Q1,General and Accute - Occupied,846
RAN,2015,Q1,General and Accute - Available,177
RAN,2015,Q1,General and Accute - Occupied,121
RAP,2015,Q1,General and Accute - Available,450
RAP,2015,Q1,General and Accute - Occupied,405
RAS,2015,Q1,General and Accute - Available,439
RAS,2015,Q1,General and Accute - Occupied,390
RAT,2015,Q1,General and Accute - Available,192
RAT,2015,Q1,General and Accute - Occupied,170
RAX,2015,Q1,General and Accute - Available,400
RAX,2015,Q1,General and Accute - Occupied,357
RF4,2015,Q1,General and Accute - Available,930
RF4,2015,Q1,General and Accute - Occupied,894
RFW,2015,Q1,General and Accute - Available,350
RFW,2015,Q1,General and Accute - Occupied,321
RJ1,2015,Q1,General and Accute - Available,1013
RJ1,2015,Q1,General and Accute - Occupied,854
RJ2,2015,Q1,General and Accute - Available,913
RJ2,2015,Q1,General and Accute - Occupied,849
RJ6,2015,Q1,General and Accute - Available,490
RJ6,2015,Q1,General and Accute - Occupied,410
RJ7,2015,Q1,General and Accute - Available,873
RJ7,2015,Q1,General and Accute - Occupied,831
RJZ,2015,Q1,General and Accute - Available,1271
RJZ,2015,Q1,General and Accute - Occupied,1171
RKE,2015,Q1,General and Accute - Available,262
RKE,2015,Q1,General and Accute - Occupied,235
RKL,2015,Q1,General and Accute - Available,
RKL,2015,Q1,General and Accute - Occupied,
RP4,2015,Q1,General and Accute - Available,247
RP4,2015,Q1,General and Accute - Occupied,215
RP6,2015,Q1,General and Accute - Available,8
RP6,2015,Q1,General and Accute - Occupied,4
RPG,2015,Q1,General and Accute - Available,
RPG,2015,Q1,General and Accute - Occupied,
RPY,2015,Q1,General and Accute - Available,191
RPY,2015,Q1,General and Accute - Occupied,159
RQM,2015,Q1,General and Accute - Available,355
RQM,2015,Q1,General and Accute - Occupied,335
RQX,2015,Q1,General and Accute - Available,399
RQX,2015,Q1,General and Accute - Occupied,329
RQY,2015,Q1,General and Accute - Available,
RQY,2015,Q1,General and Accute - Occupied,
RRP,2015,Q1,General and Accute - Available,
RRP,2015,Q1,General and Accute - Occupied,
RRV,2015,Q1,General and Accute - Available,852
RRV,2015,Q1,General and Accute - Occupied,635
RT3,2015,Q1,General and Accute - Available,382
RT3,2015,Q1,General and Accute - Occupied,330
RV3,2015,Q1,General and Accute - Available,73
RV3,2015,Q1,General and Accute - Occupied,67
RVR,2015,Q1,General and Accute - Available,763
RVR,2015,Q1,General and Accute - Occupied,666
RWK,2015,Q1,General and Accute - Available,51
RWK,2015,Q1,General and Accute - Occupied,33
RYJ,2015,Q1,General and Accute - Available,1049
RYJ,2015,Q1,General and Accute - Occupied,883
RYX,2015,Q1,General and Accute - Available,229
RYX,2015,Q1,General and Accute - Occupied,190
TAF,2015,Q1,General and Accute - Available,
TAF,2015,Q1,General and Accute - Occupied,
R1C,2015,Q1,General and Accute - Available,57
R1C,2015,Q1,General and Accute - Occupied,53
R1F,2015,Q1,General and Accute - Available,260
R1F,2015,Q1,General and Accute - Occupied,199
R1J,2015,Q1,General and Accute - Available,40
R1J,2015,Q1,General and Accute - Occupied,39
RA2,2015,Q1,General and Accute - Available,456
RA2,2015,Q1,General and Accute - Occupied,371
RA3,2015,Q1,General and Accute - Available,238
RA3,2015,Q1,General and Accute - Occupied,230
RA4,2015,Q1,General and Accute - Available,327
RA4,2015,Q1,General and Accute - Occupied,274
RA7,2015,Q1,General and Accute - Available,715
RA7,2015,Q1,General and Accute - Occupied,624
RA9,2015,Q1,General and Accute - Available,394
RA9,2015,Q1,General and Accute - Occupied,336
RBA,2015,Q1,General and Accute - Available,524
RBA,2015,Q1,General and Accute - Occupied,410
RBD,2015,Q1,General and Accute - Available,279
RBD,2015,Q1,General and Accute - Occupied,263
RBZ,2015,Q1,General and Accute - Available,315
RBZ,2015,Q1,General and Accute - Occupied,282
RD1,2015,Q1,General and Accute - Available,634
RD1,2015,Q1,General and Accute - Occupied,576
RD3,2015,Q1,General and Accute - Available,507
RD3,2015,Q1,General and Accute - Occupied,475
RDR,2015,Q1,General and Accute - Available,122
RDR,2015,Q1,General and Accute - Occupied,114
RDU,2015,Q1,General and Accute - Available,1240
RDU,2015,Q1,General and Accute - Occupied,1156
RDY,2015,Q1,General and Accute - Available,
RDY,2015,Q1,General and Accute - Occupied,
RDZ,2015,Q1,General and Accute - Available,584
RDZ,2015,Q1,General and Accute - Occupied,539
REF,2015,Q1,General and Accute - Available,728
REF,2015,Q1,General and Accute - Occupied,606
RH5,2015,Q1,General and Accute - Available,262
RH5,2015,Q1,General and Accute - Occupied,233
RH8,2015,Q1,General and Accute - Available,765
RH8,2015,Q1,General and Accute - Occupied,668
RHM,2015,Q1,General and Accute - Available,1072
RHM,2015,Q1,General and Accute - Occupied,995
RHU,2015,Q1,General and Accute - Available,971
RHU,2015,Q1,General and Accute - Occupied,898
RHW,2015,Q1,General and Accute - Available,651
RHW,2015,Q1,General and Accute - Occupied,541
RJ8,2015,Q1,General and Accute - Available,
RJ8,2015,Q1,General and Accute - Occupied,
RK9,2015,Q1,General and Accute - Available,864
RK9,2015,Q1,General and Accute - Occupied,772
RN3,2015,Q1,General and Accute - Available,573
RN3,2015,Q1,General and Accute - Occupied,537
RN5,2015,Q1,General and Accute - Available,873
RN5,2015,Q1,General and Accute - Occupied,677
RN7,2015,Q1,General and Accute - Available,479
RN7,2015,Q1,General and Accute - Occupied,465
RNU,2015,Q1,General and Accute - Available,102
RNU,2015,Q1,General and Accute - Occupied,102
RNZ,2015,Q1,General and Accute - Available,449
RNZ,2015,Q1,General and Accute - Occupied,383
RPA,2015,Q1,General and Accute - Available,546
RPA,2015,Q1,General and Accute - Occupied,539
RPC,2015,Q1,General and Accute - Available,63
RPC,2015,Q1,General and Accute - Occupied,40
RTE,2015,Q1,General and Accute - Available,926
RTE,2015,Q1,General and Accute - Occupied,830
RTH,2015,Q1,General and Accute - Available,1203
RTH,2015,Q1,General and Accute - Occupied,1082
RTK,2015,Q1,General and Accute - Available,520
RTK,2015,Q1,General and Accute - Occupied,448
RTP,2015,Q1,General and Accute - Available,633
RTP,2015,Q1,General and Accute - Occupied,568
RTQ,2015,Q1,General and Accute - Available,
RTQ,2015,Q1,General and Accute - Occupied,
RVJ,2015,Q1,General and Accute - Available,867
RVJ,2015,Q1,General and Accute - Occupied,831
RVN,2015,Q1,General and Accute - Available,
RVN,2015,Q1,General and Accute - Occupied,
RVV,2015,Q1,General and Accute - Available,975
RVV,2015,Q1,General and Accute - Occupied,882
RW1,2015,Q1,General and Accute - Available,58
RW1,2015,Q1,General and Accute - Occupied,55
RWF,2015,Q1,General and Accute - Available,686
RWF,2015,Q1,General and Accute - Occupied,648
RWV,2015,Q1,General and Accute - Available,
RWV,2015,Q1,General and Accute - Occupied,
RWX,2015,Q1,General and Accute - Available,46
RWX,2015,Q1,General and Accute - Occupied,38
RX2,2015,Q1,General and Accute - Available,
RX2,2015,Q1,General and Accute - Occupied,
RXC,2015,Q1,General and Accute - Available,731
RXC,2015,Q1,General and Accute - Occupied,610
RXH,2015,Q1,General and Accute - Available,803
RXH,2015,Q1,General and Accute - Occupied,691
RXQ,2015,Q1,General and Accute - Available,707
RXQ,2015,Q1,General and Accute - Occupied,645
RXX,2015,Q1,General and Accute - Available,
RXX,2015,Q1,General and Accute - Occupied,
RXY,2015,Q1,General and Accute - Available,8
RXY,2015,Q1,General and Accute - Occupied,6
RYR,2015,Q1,General and Accute - Available,881
RYR,2015,Q1,General and Accute - Occupied,849
RAE,2015,Q2,General and Accute - Available,653
RAE,2015,Q2,General and Accute - Occupied,434
RBL,2015,Q2,General and Accute - Available,720
RBL,2015,Q2,General and Accute - Occupied,610
RBN,2015,Q2,General and Accute - Available,647
RBN,2015,Q2,General and Accute - Occupied,600
RBQ,2015,Q2,General and Accute - Available,151
RBQ,2015,Q2,General and Accute - Occupied,123
RBS,2015,Q2,General and Accute - Available,189
RBS,2015,Q2,General and Accute - Occupied,134
RBT,2015,Q2,General and Accute - Available,518
RBT,2015,Q2,General and Accute - Occupied,486
RBV,2015,Q2,General and Accute - Available,181
RBV,2015,Q2,General and Accute - Occupied,148
RCB,2015,Q2,General and Accute - Available,1015
RCB,2015,Q2,General and Accute - Occupied,867
RCD,2015,Q2,General and Accute - Available,316
RCD,2015,Q2,General and Accute - Occupied,266
RCF,2015,Q2,General and Accute - Available,332
RCF,2015,Q2,General and Accute - Occupied,261
RCU,2015,Q2,General and Accute - Available,133
RCU,2015,Q2,General and Accute - Occupied,81
RE9,2015,Q2,General and Accute - Available,312
RE9,2015,Q2,General and Accute - Occupied,285
REM,2015,Q2,General and Accute - Available,667
REM,2015,Q2,General and Accute - Occupied,606
REN,2015,Q2,General and Accute - Available,69
REN,2015,Q2,General and Accute - Occupied,47
REP,2015,Q2,General and Accute - Available,34
REP,2015,Q2,General and Accute - Occupied,21
RET,2015,Q2,General and Accute - Available,160
RET,2015,Q2,General and Accute - Occupied,141
RFF,2015,Q2,General and Accute - Available,364
RFF,2015,Q2,General and Accute - Occupied,306
RFR,2015,Q2,General and Accute - Available,391
RFR,2015,Q2,General and Accute - Occupied,358
RGD,2015,Q2,General and Accute - Available,
RGD,2015,Q2,General and Accute - Occupied,
RHQ,2015,Q2,General and Accute - Available,1674
RHQ,2015,Q2,General and Accute - Occupied,1300
RJL,2015,Q2,General and Accute - Available,762
RJL,2015,Q2,General and Accute - Occupied,644
RJN,2015,Q2,General and Accute - Available,335
RJN,2015,Q2,General and Accute - Occupied,294
RJR,2015,Q2,General and Accute - Available,481
RJR,2015,Q2,General and Accute - Occupied,461
RJX,2015,Q2,General and Accute - Available,
RJX,2015,Q2,General and Accute - Occupied,
RLN,2015,Q2,General and Accute - Available,730
RLN,2015,Q2,General and Accute - Occupied,533
RM2,2015,Q2,General and Accute - Available,730
RM2,2015,Q2,General and Accute - Occupied,632
RM3,2015,Q2,General and Accute - Available,702
RM3,2015,Q2,General and Accute - Occupied,615
RMC,2015,Q2,General and Accute - Available,586
RMC,2015,Q2,General and Accute - Occupied,473
RMP,2015,Q2,General and Accute - Available,448
RMP,2015,Q2,General and Accute - Occupied,400
RNL,2015,Q2,General and Accute - Available,563
RNL,2015,Q2,General and Accute - Occupied,480
RNN,2015,Q2,General and Accute - Available,
RNN,2015,Q2,General and Accute - Occupied,
RP5,2015,Q2,General and Accute - Available,875
RP5,2015,Q2,General and Accute - Occupied,753
RQ6,2015,Q2,General and Accute - Available,776
RQ6,2015,Q2,General and Accute - Occupied,708
RR7,2015,Q2,General and Accute - Available,437
RR7,2015,Q2,General and Accute - Occupied,411
RR8,2015,Q2,General and Accute - Available,1627
RR8,2015,Q2,General and Accute - Occupied,1465
RRF,2015,Q2,General and Accute - Available,457
RRF,2015,Q2,General and Accute - Occupied,386
RT2,2015,Q2,General and Accute - Available,
RT2,2015,Q2,General and Accute - Occupied,
RTD,2015,Q2,General and Accute - Available,1470
RTD,2015,Q2,General and Accute - Occupied,1235
RTF,2015,Q2,General and Accute - Available,938
RTF,2015,Q2,General and Accute - Occupied,686
RTR,2015,Q2,General and Accute - Available,964
RTR,2015,Q2,General and Accute - Occupied,798
RTV,2015,Q2,General and Accute - Available,
RTV,2015,Q2,General and Accute - Occupied,
RTX,2015,Q2,General and Accute - Available,703
RTX,2015,Q2,General and Accute - Occupied,565
RV9,2015,Q2,General and Accute - Available,
RV9,2015,Q2,General and Accute - Occupied,
RVW,2015,Q2,General and Accute - Available,594
RVW,2015,Q2,General and Accute - Occupied,516
RVY,2015,Q2,General and Accute - Available,449
RVY,2015,Q2,General and Accute - Occupied,381
RW3,2015,Q2,General and Accute - Available,1086
RW3,2015,Q2,General and Accute - Occupied,979
RW4,2015,Q2,General and Accute - Available,
RW4,2015,Q2,General and Accute - Occupied,
RW5,2015,Q2,General and Accute - Available,
RW5,2015,Q2,General and Accute - Occupied,
RW6,2015,Q2,General and Accute - Available,1147
RW6,2015,Q2,General and Accute - Occupied,987
RWA,2015,Q2,General and Accute - Available,952
RWA,2015,Q2,General and Accute - Occupied,900
RWJ,2015,Q2,General and Accute - Available,702
RWJ,2015,Q2,General and Accute - Occupied,583
RWW,2015,Q2,General and Accute - Available,556
RWW,2015,Q2,General and Accute - Occupied,492
RWY,2015,Q2,General and Accute - Available,711
RWY,2015,Q2,General and Accute - Occupied,616
RX3,2015,Q2,General and Accute - Available,
RX3,2015,Q2,General and Accute - Occupied,
RX4,2015,Q2,General and Accute - Available,53
RX4,2015,Q2,General and Accute - Occupied,51
RXA,2015,Q2,General and Accute - Available,
RXA,2015,Q2,General and Accute - Occupied,
RXE,2015,Q2,General and Accute - Available,62
RXE,2015,Q2,General and Accute - Occupied,48
RXF,2015,Q2,General and Accute - Available,923
RXF,2015,Q2,General and Accute - Occupied,822
RXG,2015,Q2,General and Accute - Available,76
RXG,2015,Q2,General and Accute - Occupied,57
RXL,2015,Q2,General and Accute - Available,778
RXL,2015,Q2,General and Accute - Occupied,682
RXN,2015,Q2,General and Accute - Available,795
RXN,2015,Q2,General and Accute - Occupied,754
RXP,2015,Q2,General and Accute - Available,957
RXP,2015,Q2,General and Accute - Occupied,765
RXR,2015,Q2,General and Accute - Available,907
RXR,2015,Q2,General and Accute - Occupied,775
RY6,2015,Q2,General and Accute - Available,55
RY6,2015,Q2,General and Accute - Occupied,52
TAD,2015,Q2,General and Accute - Available,
TAD,2015,Q2,General and Accute - Occupied,
TAE,2015,Q2,General and Accute - Available,
TAE,2015,Q2,General and Accute - Occupied,
TAH,2015,Q2,General and Accute - Available,
TAH,2015,Q2,General and Accute - Occupied,
R1A,2015,Q2,General and Accute - Available,65
R1A,2015,Q2,General and Accute - Occupied,48
R1E,2015,Q2,General and Accute - Available,305
R1E,2015,Q2,General and Accute - Occupied,292
RAJ,2015,Q2,General and Accute - Available,534
RAJ,2015,Q2,General and Accute - Occupied,452
RBK,2015,Q2,General and Accute - Available,464
RBK,2015,Q2,General and Accute - Occupied,408
RC1,2015,Q2,General and Accute - Available,357
RC1,2015,Q2,General and Accute - Occupied,339
RC9,2015,Q2,General and Accute - Available,557
RC9,2015,Q2,General and Accute - Occupied,496
RCX,2015,Q2,General and Accute - Available,404
RCX,2015,Q2,General and Accute - Occupied,346
RD8,2015,Q2,General and Accute - Available,445
RD8,2015,Q2,General and Accute - Occupied,415
RDD,2015,Q2,General and Accute - Available,628
RDD,2015,Q2,General and Accute - Occupied,596
RDE,2015,Q2,General and Accute - Available,558
RDE,2015,Q2,General and Accute - Occupied,509
RFS,2015,Q2,General and Accute - Available,494
RFS,2015,Q2,General and Accute - Occupied,453
RGM,2015,Q2,General and Accute - Available,235
RGM,2015,Q2,General and Accute - Occupied,180
RGN,2015,Q2,General and Accute - Available,564
RGN,2015,Q2,General and Accute - Occupied,496
RGP,2015,Q2,General and Accute - Available,410
RGP,2015,Q2,General and Accute - Occupied,334
RGQ,2015,Q2,General and Accute - Available,565
RGQ,2015,Q2,General and Accute - Occupied,467
RGR,2015,Q2,General and Accute - Available,449
RGR,2015,Q2,General and Accute - Occupied,336
RGT,2015,Q2,General and Accute - Available,962
RGT,2015,Q2,General and Accute - Occupied,822
RHA,2015,Q2,General and Accute - Available,84
RHA,2015,Q2,General and Accute - Occupied,79
RJC,2015,Q2,General and Accute - Available,451
RJC,2015,Q2,General and Accute - Occupied,381
RJE,2015,Q2,General and Accute - Available,1273
